indicator_id,url,title,publisher,published,brief,why_not,slice
gov.standards--national-interoperability-standards,https://bbnburundi.org/normes/cataloguenorme/,Normes Obligatoires,Bureau Burundais de Normalisation et Controle de la Qualite (BBN),,1,JavaScript-rendered catalogue page serving no body to a plain fetch; relevant as negative evidence that no BBN ICT or data interoperability standard is listed,gov-a
gov.standards--national-quality-standards,https://mctit.gov.bi/bureau-burundais-de-normalisation-bbn/,Bureau Burundais de Normalisation (BBN),"Ministere du Commerce, du Transport, de l'Industrie et du Tourisme",,1,over cap and undated - a clean statement of the BBN mandate but with no publication date; the dated Council of Ministers record of the national quality policy was taken as the baseline,gov-a
gov.standards--national-quality-standards,https://amategeko.gov.bi/nature/decret-presidentiel/,Decret n100/039 du 3 mars 2020 portant organisation et fonctionnement du BBN,Gouvernement du Burundi,2020-03-03,1,not a permalink - the cited URL is a presidential-decree listing page rather than the decree itself,gov-a
gov.standards--national-quality-standards,https://faolex.fao.org/docs/pdf/bur205401.pdf,Code de bonnes pratiques de la statistique dans le Systeme Statistique National (SSN) du Burundi,ISTEEBU,2016-01-01,1,over cap - the statistical quality framework instituting the Cadre National d'Assurance Qualite des Donnees; a different quality domain from the national quality infrastructure taken as the baseline,gov-a
gov.standards--national-quality-standards,http://kamdem.blogspot.com/2025/08/burundi-assurance-qualite-des-systemes.html,Burundi : Assurance qualite des systemes solaires hors-reseau,Maxime KAMDEM,2025-08-01,2,"inadmissible origin - a personal blog, not a publisher; origin adjudicated drop",gov-a
gov.standards--adoption-of-international-standards,https://fr.linkedin.com/posts/bureau-burundais-de-normalisation-et-controle-de-la-qualite_activity-7388937624247369728,"BBN: 21 normes burundaises elaborees et des centaines adaptees, adoptees et harmonisees",Bureau Burundais de Normalisation et Controle de la Qualite (BBN),2025-10-28,2,fetch blocked - LinkedIn serves a sign-up wall to every unauthenticated client; the BBN statement is the most substantial in-window standards-harmonisation claim located and needs another route,gov-a
gov.standards--adoption-of-international-standards,https://www.iso.org/fr/member/1591.html,ISO - BBN - Bureau Burundais de Normalisation et Controle de la Qualite,International Organization for Standardization,,1,over cap and undated - confirms BBN as Burundi's ISO member body but states no count of adopted standards,gov-a
gov.standards--adoption-of-international-standards,https://au.int/sites/default/files/treaties/36412-sl-AFRICAN_CHARTER_ON_STATISTICS_0.pdf,AFRICAN CHARTER ON STATISTICS,African Union,2009-02-04,1,"over cap - records Burundi signing 2013-07-04, ratifying 2014-05-17 and depositing 2014-07-16; kept for a later widening",gov-a
gov.standards--adoption-of-international-standards,https://www.itu.int/dms_pub/itu-t/opb/sp/T-SP-OB.1340-2026-OAS-PDF-E.pdf,ITU Operational Bulletin No. 1340,International Telecommunication Union,2026-05-15,2,off-indicator - an ARCT numbering-plan update applying ITU-T E.164 inside a multi-country bulletin; numbering administration rather than a standards-adoption movement,gov-a
gov.standards--adoption-of-international-standards,https://www.itu.int/dms_pub/itu-t/opb/sp/T-SP-OB.1323-2025-OAS-PDF-E.pdf,ITU Operational Bulletin No. 1323,International Telecommunication Union,2025-09-01,2,"off-indicator and same series as bulletin 1340 - a second numbering-plan update, not a distinct standards-adoption event",gov-a
gov.discourse--open-discussion-of-government-policy,https://freedomhouse.org/country/burundi/freedom-world/2026,Burundi: Freedom in the World 2026 Country Report,Freedom House,2026-03-18,1,"over cap and JavaScript-rendered - the current civic-space assessment, Not Free at 13/100, reachable only through the Exa fetch route; the strongest candidate for a later widening of this indicator",gov-a
gov.discourse--open-discussion-of-government-policy,https://rsf.org/fr/pays-burundi,Burundi,Reporters sans frontieres (RSF),2026-07-22,1,JavaScript-rendered - a plain fetch returns 453 characters of a single news teaser rather than the country assessment,gov-a
gov.discourse--open-discussion-of-government-policy,https://abpinfo.bi/2026/04/22/validation-de-la-strategie-nationale-de-lia/,Validation de la strategie nationale de l'IA,Agence Burundaise de Presse (ABP),2026-04-22,2,"already held - the April 2026 national AI strategy is context for this run per the briefing, not a target",gov-a
gov.discourse--open-discussion-of-government-policy,https://www.uneca.org/eca-events/burundi-validates-its-first-national-data-governance-strategy,Burundi validates its first National Data Governance strategy,United Nations Economic Commission for Africa,2025-11-07,2,"already held - the National Data Governance Strategy validation is context for this run per the briefing, not a target",gov-a
gov.legislate--cybersecurity-legislation,https://arct.gov.bi/2024/09/12/loi-n1-22-du-22-aout-portant-code-des-communications-electroniques-et-postales/,Loi N°1/22 DU 22 AOUT PORTANT CODE DES COMMUNICATIONS ELECTRONIQUES ET POSTALES,ARCT,2024-09-12,1,chapter IX arts 160-167 carry cybersecurity duties but the 2022 stand-alone statute is the baseline; the same law is staged as the e-commerce baseline,gov-b
gov.legislate--cybersecurity-legislation,https://faolex.fao.org/docs/pdf/Bur185179.pdf,Loi n°1/27 du 29 décembre 2017 portant révision du Code pénal,République du Burundi / FAOLEX,2017-12-29,1,"arts 483-486 are the pre-2022 cyber provisions, superseded as the specialised text",gov-b
gov.legislate--cybersecurity-legislation,https://senat.bi/rapport-danalyse-par-la-commission-permanente-chargee-des-questions-politiques-diplomatiques-de-defense-et-de-securite-et-la-commission-permanente-chargee-des-questions-institutionnelles/,"Rapport d'analyse par la commission permanente chargée des questions politiques, diplomatiques, de défense et de sécurité",Sénat du Burundi,2022-02-08,1,committee report on the 2022 bill; the promulgated statute wins,gov-b
gov.legislate--cybersecurity-legislation,https://www.coe.int/en/web/octopus/-/burundi,Burundi - Octopus Cybercrime Community,Council of Europe,,1,stale: describes only the pre-2022 Penal Code framework and no stand-alone law,gov-b
gov.legislate--cybersecurity-legislation,https://documents1.worldbank.org/curated/en/099051325173027359/pdf/P176396-1693ec36-a849-41ac-b581-2c8bbf74a9e7.pdf,"Burundi Digital Foundations Project - implementation support mission, February 2025",World Bank Group,2025-02-14,1,"implementation status of the CERT, not the instrument; cap",gov-b
gov.legislate--cybersecurity-legislation,https://setic.gov.bi/atelier-de-renforcement-de-capacites-sur-la-cybersecurite/,Atelier de renforcement de capacités sur la cybersécurité,SETIC,2024-12-11,1,capacity workshop; out of window and not an instrument,gov-b
gov.legislate--cybersecurity-legislation,https://arct.gov.bi/wp-content/uploads/2026/03/Loi-n%C2%B01_03-2026-protection-des-donnees-a-caractere-personnel_compressed.pdf,LOI N°1/03 DU 10 MARS 2026 PORTANT PROTECTION DES DONNEES A CARACTERE PERSONNEL,ARCT,2026-03-10,2,"image-only scan, no extractable body; same instrument as the selected progress item at a different stage; already staged by a sibling as a baseline",gov-b
gov.legislate--cybersecurity-legislation,https://arct.gov.bi/2026/03/18/loi-n1-03-du-10-mars-2026-portant-protection-des-donnees-a-caractere-personnel/,LOI N°1/03 DU 10 MARS 2026 PORTANT PROTECTION DES DONNEES A CARACTERE PERSONNEL,ARCT,2026-03-18,2,headline-only stub: one sentence plus a download link,gov-b
gov.legislate--legislation-covering-digital-id,https://www.cnidh.bi/documents/Code_des_Personnes_et_de_la_Famille.pdf,Décret-loi N°1/024 du 28 avril 1993 portant réforme du Code des personnes et de la famille,République du Burundi / CNIDH,1993-04-28,1,état civil rather than identification documents; the Isôko procedure page is the on-point baseline and names the CNI instruments,gov-b
gov.legislate--legislation-covering-digital-id,https://natlex.ilo.org/dyn/natlex2/r/natlex/fe/details?p3_isn=66804,Décret-loi n°1/024 du 28 avril 1993 - NATLEX record,International Labour Organization,,1,"metadata record, not the text",gov-b
gov.legislate--legislation-covering-digital-id,https://info.commerce.bi/Laws?l=rn,Portail d'informations commerciales - textes réglementaires,Ministère du Commerce,,1,citation of OM 530/060 of 1978 only; no text,gov-b
gov.legislate--legislation-covering-digital-id,https://mininterinfos.gov.bi/bientot-une-carte-didentite-biometrique-au-burundi/,Bientôt une carte d'identité biométrique au Burundi,Ministère de l'Intérieur,2023-12-08,1,"2023 announcement, out of window and superseded by the 2026 parliamentary statement of the same process",gov-b
gov.legislate--legislation-covering-digital-id,https://www.rtnb.bi/?mypost%3Fid=53,Le Gouvernement burundais adopte six grands projets pour moderniser le Burundi,RTNB,2025-10-24,2,malformed URL and a secondary account; the same 2025-10-22 Conseil des ministres event is taken from the Présidence communiqué,gov-b
gov.legislate--legislation-covering-digital-id,https://presidence.gov.bi/2026/05/08/le-communique-du-conseil-des-ministres-du-06-mai-2026/,Le Communiqué du Conseil des Ministres du 06 mai 2026,Présidence de la République du Burundi,2026-05-08,2,cap: two distinct events already staged,gov-b
gov.legislate--digital-payments-legislation,https://www.brb.bi/sites/default/files/2026-03/Burundi%20Pay%20-%20REGLEMENT%20REGISSANT%20LA%20PARTICIPATION.pdf,Burundi Pay - REGLEMENT REGISSANT LA PARTICIPATION,Banque de la République du Burundi,2026-03-01,2,"image-only scan, no text layer; the BurundiPay launch page carries the same event with a verbatim body",gov-b
gov.legislate--digital-payments-legislation,https://www.brb.bi/sites/default/files/2026-07/Circulaire%20relat.%20syst.%20paiement.pdf,Circulaire n°008/SP/2026 relative au Service de paiement dans le cadre de l'écosystème national de commerce électronique du Burundi,Banque de la République du Burundi,2026-07-01,2,"image-only scan, no text layer; cap",gov-b
gov.legislate--digital-payments-legislation,https://www.brb.bi/textes_legaux_relatifs_aux_systemes_de_paiement,Textes Légaux Relatifs aux Systèmes de Paiement,Banque de la République du Burundi,,1,"index page, not an instrument",gov-b
gov.legislate--digital-payments-legislation,https://www.brb.bi/node/2928,"Liste des établissements de paiements, actifs au 09 février 2026",Banque de la République du Burundi,2026-02-09,1,"licence register, useful evidence of application but not the instrument; cap",gov-b
gov.legislate--digital-payments-legislation,https://www.brb.bi/textes_legaux_relatifs_au_secteur_bancaire?page=2,Loi n°1/17 du 22 août 2017 régissant les activités bancaires,Banque de la République du Burundi,2017-08-22,1,"banking law, not payments-specific; cap",gov-b
gov.legislate--legislation-enabling-data-interoperability,https://primature.gov.bi/decret-n100-012-du-27-janvier-2025-portant-creation-composition-missions-organisation-et-fonctionnement-du-comte-national-de-pilotage-de-la-digitalisation-des-services-publics-cnpdsp/,"Décret N°100/012 du 27 Janvier 2025 portant création, composition, missions, organisation et fonctionnement du Comté National de Pilotage de la Digitalisation des Services Publics (CNPDSP)",Primature du Burundi,2025-01-27,1,institutional steering body rather than a data-sharing framework; the page carries no downloadable decree text; cap,gov-b
gov.legislate--legislation-enabling-data-interoperability,https://www.insbu.bi/documents/decrees/Decret-N%C2%B0-100-153-Portant-Creation-Attributions-Composition-et-Regles-de-fonctionnement-de-lINSBU-au-16-novembre-2022-1.pdf,Décret N°100/153 du 16 novembre 2022 portant création de l'Autorité Statistique Nationale (INSBU),Présidence de la République du Burundi / INSBU,2022-11-16,1,"sectoral, not a transversal interoperability instrument; already staged by a sibling in this batch",gov-b
gov.legislate--legislation-enabling-data-interoperability,https://setic.gov.bi/atelier-de-presentation-du-document-final-du-concept-type-des-systemes-dinformation-des-institutions-publiques/,Atelier de présentation du document final du Concept type des Systèmes d'Information des institutions publiques,SETIC,2024-12-17,1,workshop on a document still to be validated; out of window; cap,gov-b
gov.legislate--legislation-enabling-data-interoperability,https://primature.gov.bi/plan-directeur-de-digitalisation-des-services-publics-du-burundi-pddsp-2023-2033/,Plan Directeur de Digitalisation des Services Publics du Burundi (PDDSP) 2023-2033,Primature du Burundi,2026-06-29,1,"planning instrument, not legislation; already staged by a sibling in this batch",gov-b
gov.legislate--ai-legislation-regulations,https://www.lawyershub.org/Digital%20Resources/Reports/Africa%20AI%20Governance%20Index%20Report%202026.pdf,Africa AI Governance Index Report 2026,Africa AI Policy Lab / Lawyers Hub,2026-07-01,1,"pan-African report whose Burundi finding is one band assignment; would need multi-country places tagging, so the Burundi-specific UNDP statement was selected as the absence evidence instead",gov-b
gov.legislate--ai-legislation-regulations,https://primature.gov.bi/loi-n1-22-du-22-aout-2024-portant-code-des-communications-electroniques-et-postales/,Loi N°1/22 du 22 Août 2024 portant code des communications électroniques et postales,Primature du Burundi,2024-08-22,1,reaches AI infrastructure only indirectly; contains no AI-specific regime,gov-b
gov.legislate--ai-legislation-regulations,https://presidence.gov.bi/wp-content/uploads/2025/11/CMQ-CM-11-DU-22.10.25.pdf,COMMUNIQUE DE PRESSE N°11/2025 DE LA REUNION DU CONSEIL DES MINISTRES DU MERCREDI 22 OCT 2025,Présidence de la République du Burundi,2025-10-22,1,staged in this slice under digital ID; it creates no AI rule,gov-b
gov.legislate--e-commerce-legislation,https://faolex.fao.org/docs/pdf/bur223755.pdf,Loi n°1/01 du 16 janvier 2015 portant révision de la loi n°1/07 du 26 avril 2010 portant Code de commerce,République du Burundi / FAOLEX,2015-01-16,1,art 16 3° makes e-commerce an acte de commerce but the 2024 code is the on-point instrument; already staged by a sibling in this batch,gov-b
gov.legislate--e-commerce-legislation,https://www.uneca.org/sites/default/files/ATPC/cp/Digital%20trade%20regulatory%20integration%20-%20Country%20profile%20-%20Burundi-%20ENG_Rev.pdf,Digital trade regulatory integration - Country profile - Burundi,UNECA African Trade Policy Centre,2021-12-01,1,"records the position at 31 December 2021, superseded by the 2024 code; would mis-state the baseline",gov-b
gov.legislate--e-commerce-legislation,https://www.cbetic.tech/index.php/2025/04/19/,La loi régissant les communications électroniques sur le territoire du Burundi est désormais en vigueur,CBETIC,2024-09-13,1,"commentary on the code, not the instrument",gov-b
gov.legislate--e-commerce-legislation,https://arct.gov.bi/wp-content/uploads/2026/05/Ligne-directrice-Ecosysteme-E-Commerce-du-Burundi_compressed.pdf,Ligne directrice Ecosysteme E-Commerce du Burundi,ARCT,2026-05-29,2,"image-only scan, no text layer; the ARCT announcement page is staged instead",gov-b
gov.legislate--e-commerce-legislation,https://presidence.gov.bi/2026/08/04/le-president-evariste-ndayishimiye-echange-avec-mahamadou-issoufou-sur-les-avancees-de-la-zlecaf/,Le Président Évariste Ndayishimiye échange avec Mahamadou Issoufou sur les avancées de la ZLECAF,Présidence de la République du Burundi,2026-08-04,2,general discussion of AfCFTA protocols; no Burundian accession to the Digital Trade Protocol,gov-b
gov.legislate--statistics-legislation,https://finances.gov.bi/index.php/2026/02/17/arrete-no-121-pm-006-du-09-02-2026-portant-creation-missions-organisation-et-fonctionnement-des-comites-de-pilotage-et-technique-du-recensement-des-proprietaires-et-proprietaires-parcelles-dans-les/,"Arrêté no 121/PM/006 DU 09/02/2026 portant création, missions, organisation et fonctionnement des comites de pilotage et technique du recensement des propriétaires et propriétaires parcelles dans les centres urbains du Burundi","Ministère des Finances, du Budget et de l'Economie Numérique",2026-02-17,2,"the only in-window regulatory act found, but the arrêté PDF is an image-only scan and the announcement page is a headline-only stub, so no verbatim body exists to stage",gov-b
gov.legislate--statistics-legislation,https://www.burundilegis.org/loi/loi-n1-18-du-24-juillet-2023-portant-modification-de-la-loi-n1-08-du-20-mai-2021-portant-modification-de-la-loi-n1-17-du-25-septembre-2007-portant-organisation-du-systeme-statistique/,Loi N°1/18 du 24 juillet 2023 portant modification de la loi n°1/08 du 20 mai 2021,Burundi Legis,2023-07-24,1,"the current top of the chain, but full text is behind a subscription and no Bulletin Officiel PDF was located",gov-b
gov.legislate--statistics-legislation,https://www.insbu.bi/CoordinationSSN,Coordination du Système Statistique National,INSBU,,1,institutional page confirming the applicable law; cap,gov-b
gov.legislate--statistics-legislation,http://www.isteebu.bi/images/isteebu/loi%20statistique%20du%20burundi.pdf,Loi n°1/17 du 25 septembre 2007 portant Organisation du Système Statistique au Burundi,ISTEEBU,2007-09-25,1,"base text of the chain, superseded by the 2021 recast; host is the former ISTEEBU domain",gov-b
gov.legislate--statistics-legislation,https://smartdatafinance.org/storage/2021-09-28/oJZiz2NsUBX98jG.pdf,Rapport CRESS Burundi,PARIS21 / communauté statistique burundaise,2021-09-28,1,not a normative act; useful only to separate the SNDS from the statistics law,gov-b
gov.legislate--statistics-legislation,https://abpinfo.bi/2026/02/23/17016-menages-seront-enquetes,17 016 ménages seront enquêtés,Agence Burundaise de Presse,2026-02-23,2,operational launch of the EICVMB 2026-2027 with no authorising decree identified; not a legislative movement,gov-b
gov.legislate--statistics-legislation,https://www.insbu.bi/communiquesPresse,Stratégie de Communication et de Diffusion des Statistiques du SSN 2026-2030,INSBU,2026-06-30,2,"communication strategy, not a statistics law or a new SNDS adopted in council",gov-b
finance.new--mobilisation-of-non-state-finance,https://www.agenceecofin.com/actualites-numerique/0303-136286-burundi-un-partenariat-public-prive-de-10-millions-pour-connecter-86-collines-au-haut-debit,Burundi : un partenariat public-privé de 10 millions $ pour connecter 86 collines au haut débit,Agence Ecofin,2026-03-03,2,same 2026-03-02 event as the selected SETIC record of the PAFEN-Lumitel agreement; carries the 5.62m/4.37m split the SETIC page states as 56/44 per cent,gov-b
finance.new--mobilisation-of-non-state-finance,https://www.ecofinagency.com/news-digital/0303-53402-burundi-lumitel-sign-10-million-rural-broadband-agreement,"Burundi, Lumitel Sign $10 Million Rural Broadband Agreement",Ecofin Agency,2026-03-03,2,English edition of the same Ecofin report of the same event,gov-b
finance.new--mobilisation-of-non-state-finance,https://www.ifc.org/en/pressroom/2024/ifc-and-banque-de-credit-de-bujumbura-partnership-boosts-financi,IFC and Banque de Crédit de Bujumbura Partnership Boosts Financing for SMEs and Traders in Burundi,International Finance Corporation,2024-03-11,1,"10m mobilised from institutional investors but not attributed to ICT, and out of window",gov-b
finance.new--mobilisation-of-non-state-finance,https://unctadstat.unctad.org/CountryProfile/GeneralProfile/en-GB/108/GeneralProfile108.pdf,General Profile: Burundi,UN Trade and Development,2025-12-02,1,economy-wide FDI of 31.71m in 2024 with no ICT split; cannot be read as digital finance,gov-b
finance.new--mobilisation-of-non-state-finance,https://arcp.gov.bi/lois/,Lois - ARCP,Agence d'Appui à la Réalisation des Contrats de Partenariat Public-Privé,,1,PPP law index; enabling framework with no ICT mobilisation figure,gov-b
finance.new--mobilisation-of-non-state-finance,https://pafen.gov.bi/download/appel-doffres-doperateurs-pour-la-fourniture-de-connectivite-numerique-haut-debit-dans-les-zones-rurales-et-mal-desservies/,Appel d'offres d'opérateurs pour la fourniture de connectivité numérique haut débit dans les zones rurales et mal desservies,PAFEN,2025-05-27,1,tender notice with no award or co-financing amount; superseded by the signed 2026-03-02 agreement,gov-b
finance.new--mobilisation-of-non-state-finance,https://presidence.gov.bi/2026/02/28/le-president-ndayishimiye-recoit-lyca-mobile-pour-renforcer-la-technologie-de-linformation-et-de-la-communication-au-burundi/,Le Président Ndayishimiye reçoit Lyca Mobile pour renforcer la Technologie de l'Information et de la Communication au Burundi,Présidence de la République du Burundi,2026-02-28,2,discussions on entry and universal coverage; no signed investment or committed amount,gov-b
finance.new--mobilisation-of-non-state-finance,https://abpinfo.bi/2025/12/22/celebration-de-dix-ans-de-presence-de-lumitel-au-burundi/,Célébration de dix ans de présence de Lumitel au Burundi,Agence Burundaise de Presse,2025-12-22,2,same Lumitel tenth-anniversary and 5G-launch event as the selected Le Renouveau item,gov-b
include.access--citizen-feedback-portals,http://isoko.gov.bi/,Bienvenue sur le portail Isôko,"Ministère de la Fonction publique, du Travail et de l’Emploi / PNUD",2022-10-12,baseline,"information portal on 121 administrative procedures; body fetched and confirms no facility to lodge a complaint or feedback, so it does not answer this indicator",include-geopol
include.access--citizen-feedback-portals,https://arct.gov.bi/plan-national-de-numerotage/,Plan national de numérotage du Burundi – ARCT,ARCT,2023-07-27,baseline,"corroborates the 151 short code as ARCT's call centre but is a numbering plan, not the feedback channel itself; over cap behind the ARCT sensibilisation page",include-geopol
include.access--citizen-feedback-portals,https://abpinfo.bi/2026/08/06/e-kori-toutes-les-nouvelles-demandes-dimmatriculation-desormais-en-ligne-a-partir-du-4-aout/,e-KORI : toutes les nouvelles demandes d’immatriculation désormais en ligne à partir du 4 août,Agence Burundaise de Presse (ABP),2026-08-06,progress,already-seen: DUP-EXACT against raw/2026/2026-08-06-burundi-e-kori-online-taxpayer-registration-mandatory.md,include-geopol
include.access--citizen-participation-in-policy,https://www.senat.bi/poursuite-de-collecte-des-idees-de-la-population-sur-levaluation-stipulee-par-larticle-289-de-la-constitution/,Poursuite de collecte des idées de la population sur l’évaluation stipulée par l’Article 289 de la Constitution,Sénat du Burundi,2023-08-17,baseline,"one-off constitutional consultation, out of window and behind the communal law as a standing mechanism",include-geopol
include.access--citizen-participation-in-policy,https://primature.gov.bi/decret-n100-012-du-27-janvier-2025-portant-creation-composition-missions-organisation-et-fonctionnement-du-comte-national-de-pilotage-de-la-digitalisation-des-services-publics-cnpdsp/,Décret N°100/012 du 27 Janvier 2025 portant création du Comité National de Pilotage de la Digitalisation des Services Publics (CNPDSP),Primature du Burundi,2025-01-27,baseline,digital-governance body with no citizen participation provision; out of window and answers a different indicator,include-geopol
include.access--gender-equity,https://dhsprogram.com/publications/publication-fr335-dhs-final-reports.cfm,"Troisième Enquête Démographique et de Santé au Burundi (EDSB-III), 2016-2017",ISTEEBU / The DHS Program,2017-12-01,baseline,carries the only sex-disaggregated mobile-ownership figures (24% women vs 48% men) but is nine years old and superseded as the current series by ENIF 2024,include-geopol
include.access--gender-equity,https://www.afdb.org/sites/default/files/documents/projects-and-operations/profil_genre_burundi27.pdf,"Profil Pays d’Égalité des Genres du Burundi, édition 2023",Ministère chargé du Genre / ONU Femmes / BAD,2023-01-01,baseline,over cap behind ENIF 2024,include-geopol
include.access--gender-equity,http://www.presidence.gov.bi/wp-content/uploads/2017/04/politique_nationale_genre_png__2012-2025.pdf,Politique Nationale Genre 2012-2025,"Ministère de la Solidarité Nationale, des Droits de la Personne Humaine et du Genre",2012-07-01,baseline,policy framework expired in 2025 and treats ICT access only in passing; over cap,include-geopol
include.access--inclusion-of-persons-with-disabilities,http://www.presidence.gov.bi/wp-content/uploads/2018/04/loi-03-2018.pdf,Loi N°1/03 du 10 janvier 2018 portant promotion et protection des droits des personnes handicapées au Burundi,Présidence de la République du Burundi,2018-01-10,baseline,"founding statute, but the only copy served is an image scan with no text layer, so no verbatim body could be captured; superseded as baseline by the CRPD state report which quotes it",include-geopol
include.access--inclusion-of-persons-with-disabilities,https://g3ict.org/country-profile/burundi,Burundi — Digital Accessibility Rights Evaluation (DARE) country profile,G3ict,2020-01-01,baseline,"secondary comparative index, not a primary instrument; useful as a gap indicator only",include-geopol
include.access--inclusion-of-persons-with-disabilities,https://upr-info.org/sites/default/files/country-document/2023-04/JS5_UPR43_BDI_F_Main.pdf,Contribution conjointe des organisations de la société civile pour le quatrième cycle de l’EPU du Burundi,Union des personnes handicapées du Burundi (UPHB) via UPR Info,2023-04-01,baseline,"civil-society submission, out of window and over cap",include-geopol
include.access--inclusion-of-refugees-and-idps,https://www.refworld.org/legal/legislation/natlegbod/2021/fr/147050,Loi No. 1/25 du 05 novembre 2021 portant réglementation des migrations au Burundi,République du Burundi via Refworld,2021-11-05,baseline,fetch-blocked: HTTP 403 to curl; the operative provisions are quoted in the UNHCR page taken as baseline,include-geopol
include.access--inclusion-of-refugees-and-idps,https://dtm.iom.int/sites/g/files/tmzbdl1461/files/reports/DTM%20Burundi%20Baseline%20Dashboard%20-%20November%202024_EN_V2.pdf?iframe=true,Internal Displacement Dashboard,IOM DTM Burundi,2024-11-01,baseline,"aggregate displacement tracking, not individual registration or digital identity; out of window",include-geopol
include.access--citizen-feedback-portals,https://obr.bi/index.php/actualites/2445-migration-du-guichet-unique-electronique-de-l-abrema-vers-une-plateforme-integree,Migration du Guichet Unique Electronique de l'ABREMA vers une Plateforme Intégrée,Office Burundais des Recettes (OBR),2026-02-17,progress,"a licensing single window for import authorisations, not a citizen feedback or grievance channel; over cap behind the Ombudsman complaints strategy and the GBV reporting platform",include-geopol
include.access--citizen-participation-in-policy,https://abpinfo.bi/2026/04/22/validation-de-la-strategie-nationale-de-lia/,Validation de la stratégie nationale de l’IA,Agence Burundaise de Presse (ABP),2026-04-22,progress,"the national AI strategy is already held and is context for this run, not a target; over cap in any case",include-geopol
include.access--gender-equity,https://www.brb.bi/node/3237,BurundiPay lancé : une avancée majeure pour la modernisation des paiements au Burundi,Banque de la République du Burundi,2026-04-23,progress,"no gendered mandate or target in the source, so it does not move this indicator; already staged by a sibling slice at new-queue/BDI/progress/2026-04-23-brb-lancement-burundipay.md",include-geopol
include.access--gender-equity,https://itu.int/pub/publications.aspx?lang=en&media=electronic&parent=D-PHCB-EQUAL.02-2023,Égalité de genre dans la politique numérique au Burundi,Union internationale des télécommunications (UIT),2023-01-01,baseline,maps gender into digital policy instruments but carries no national figure; over cap behind ENIF 2024,include-geopol
include.access--inclusion-of-persons-with-disabilities,https://lerenouveau.bi/presentation-de-la-plateforme-digitale-detat-civil-et-la-production-de-la-cni-biometrique-un-levier-strategique-pour-le-developpement-du-burundi/,Présentation de la plateforme digitale d’état-civil et la production de la CNI biométrique : un levier stratégique pour le développement du Burundi,Le Renouveau du Burundi,2026-05-06,progress,off-topic for this indicator: the source documents no disability provision or accessibility guarantee in the civil-registry platform or the biometric ID rollout; it belongs to dpi.identity,include-geopol
include.access--inclusion-of-persons-with-disabilities,https://tbinternet.ohchr.org/_layouts/15/treatybodyexternal/SessionDetails1.aspx?Lang=fr&SessionID=2905,"Documentation générale — Burundi, Comité des droits des personnes handicapées",Comité des droits des personnes handicapées / OHCHR,2026-08-12,progress,"no-development: no concluding observations adopted; the list of issues was due 4 September 2026 and the dialogue is scheduled for August 2029, so nothing moved in the window",include-geopol
include.access--inclusion-of-persons-with-disabilities,https://arct.gov.bi/2026/03/18/loi-n1-03-du-10-mars-2026-portant-protection-des-donnees-a-caractere-personnel/,LOI N°1/03 DU 10 MARS 2026 PORTANT PROTECTION DES DONNÉES À CARACTÈRE PERSONNEL,ARCT / Assemblée nationale du Burundi,2026-03-10,progress,"off-topic for this indicator: no disability, accessibility or inclusion provision identified; belongs to data.protection and its adoption is already staged by a sibling slice",include-geopol
include.access--inclusion-of-refugees-and-idps,https://www.wfp.org/news/wfp-warns-food-assistance-congolese-refugees-burundi-risks-ending-without-urgent-funding,WFP warns food assistance for Congolese refugees in Burundi risks ending without urgent funding,World Food Programme,2026-07-24,progress,"a funding warning, not a movement in digital registration or digital assistance; the source does not state that SCOPE or any digital transfer channel was suspended; over cap",include-geopol
geopol.china--chinese-mous-engagements-and-commitments,http://www.arib.info/index2.php?do_pdf=1&id=16886&option=com_content,Burundi : Ratification d'un crédit chinois pour la radio-télévisuelle numérique,"Xinhua, reproduit par @rib News",2017-07-24,baseline,the 32.6 M USD China EXIM credit for digital broadcast migration is the largest known Chinese digital commitment but only a syndicated news report of the ratification is accessible; over cap behind the CIDCA handover record,include-geopol
geopol.china--chinese-mous-engagements-and-commitments,https://en.people.cn/n3/2023/0731/c90000-20051966.html,Interview: Burundian minister commends cooperation with China in ICT sector,"People's Daily Online, source Xinhua",2023-07-31,baseline,"a ministerial interview summarising the standing position (Huawei equipment, StarTimes digital TV, 500 villages); commentary rather than instrument, over cap",include-geopol
geopol.china--chinese-mous-engagements-and-commitments,https://www.iwacu-burundi.org/signature-du-contrat-constructeur-du-rseau-bbs-au-burundi/,Signature du contrat constructeur du réseau BBS au Burundi,"IWACU, Burundi",2011-06-15,baseline,"the ZTE national fibre backbone contract, but the page carries a date conflict (page dated 2026-02-22, ceremony reported 15 June 2011 against a September 2011 dispatch) and is out of window; over cap",include-geopol
geopol.china--chinese-mous-engagements-and-commitments,https://indundi.com/burundi-chine-medias-culture-et-investissements-au-coeur-dun-partenariat-renforce/,"Burundi-Chine : médias, culture et investissements au cœur d’un partenariat renforcé",Indundi Culture | Radio,2026-08-24,progress,a ministerial request for ICT and AI cooperation with no signed agreement or announced financing; over cap,include-geopol
geopol.eu--eu-mous-engagements-and-commitments,https://www.eeas.europa.eu/delegations/tanzania/eac-eu-develop-joint-roadmap-foster-digital-transformation-east-africa_en,EAC-EU develop joint roadmap to foster digital transformation in East Africa,EEAS / East African Community,2023-10-05,baseline,the regional EU-EAC digital roadmap that Burundi sits under as an EAC partner state; out of window and over cap behind the bilateral MIP,include-geopol
