indicator_id,url,title,publisher,published,brief,staged_file,slice
include.access--citizen-participation-in-policy,https://www.uneca.org/eca-events/burundi-validates-its-first-national-data-governance-strategy,Burundi validates its first National Data Governance strategy,United Nations Economic Commission for Africa (ECA),2025-11-06,progress,progress/2025-11-06-uneca-burundi-validates-national-data-governance-strategy.md,include-geopol
include.access--citizen-participation-in-policy,https://www.banquemondiale.org/fr/country/burundi/brief/country-partnership-framework-cpf-2026-2031-consultations,Consultations pour le Cadre de Partenariat Pays (CPP) du Burundi 2026–2031,Groupe de la Banque mondiale,2026-04-21,progress,progress/2026-04-21-banque-mondiale-consultations-cpp-burundi-2026-2031.md,include-geopol
include.access--gender-equity,https://abpinfo.bi/2026/04/16/lancement-de-plateformes-digitales-pour-renforcer-la-lutte-contre-les-violences-basees-sur-le-genre/,Lancement de plateformes digitales pour renforcer la lutte contre les violences basées sur le genre,Agence Burundaise de Presse (ABP),2026-04-16,progress,progress/2026-04-16-abp-lancement-plateformes-digitales-vbg-burundi.md,include-geopol
include.access--gender-equity,https://burundi.un.org/fr/312722-nouvelles-perspectives-num%C3%A9riques-avec-le-camp-de-codage-pour-les-filles-burundaises,Nouvelles perspectives numériques avec le camp de codage pour les filles burundaises,Nations Unies au Burundi / ONU Femmes Burundi,2026-03-16,progress,progress/2026-03-16-onu-burundi-camp-de-codage-filles-agcci-iii.md,include-geopol
include.access--inclusion-of-refugees-and-idps,https://data.unhcr.org/en/documents/details/123171,COMMUNIQUE CONJOINT - Achevement de l'enregistrement biometrique des refugies congolais sur le site de Busuma,ONPRA et HCR Burundi (UNHCR Operational Data Portal),2026-07-06,progress,progress/2026-07-06-onpra-hcr-enregistrement-biometrique-refugies-congolais-busuma.md,include-geopol
include.access--inclusion-of-refugees-and-idps,https://www.sosmediasburundi.org/2025/09/22/buhumuza-clap-de-fin-pour-merankabandi-deux-annees-de-transferts-monetaires-qui-ont-transforme-la-vie-des-refugies/,"Buhumuza : clap de fin pour Merankabandi, deux années de transferts monétaires qui ont transformé la vie des réfugiés",SOS Médias Burundi,2025-09-22,progress,progress/2025-09-22-sos-medias-burundi-fin-merankabandi-transferts-monetaires-refugies.md,include-geopol
geopol.china--chinese-mous-engagements-and-commitments,https://subsites.chinadaily.com.cn/cidca/2019-03/11/c_343764.htm,Chinese government funded satellite TV project in Burundi completed,"China International Development Cooperation Agency (CIDCA), via China Daily",2019-03-11,baseline,baseline/2019-03-11-cidca-chinese-government-funded-satellite-tv-project-burundi.md,include-geopol
geopol.china--chinese-mous-engagements-and-commitments,https://www.ibicrossborder.com/news/detail?id=434,Deepening China-Africa Mining Cooperation to Forge a New Chapter of the Digital Silk Road — Burundi Mining Authority and IBI Sign Comprehensive Mining Cooperation Agreement,IBI Crossborder,2026-07-03,progress,progress/2026-07-03-ibi-burundi-mining-authority-comprehensive-mining-cooperation-agreement.md,include-geopol
geopol.china--chinese-mous-engagements-and-commitments,https://abpinfo.bi/2026/06/02/lambassade-de-chine-offre-du-materiel-de-travail-a-labp/,L’ambassade de Chine offre du matériel de travail à l’ABP,Agence Burundaise de Presse (ABP),2026-06-02,progress,progress/2026-06-02-abp-ambassade-de-chine-offre-materiel-de-travail-abp.md,include-geopol
geopol.eu--eu-mous-engagements-and-commitments,https://international-partnerships.ec.europa.eu/system/files/2022-01/mip-2021-c2021-9995-burundi-annex_fr.pdf,Programme Indicatif Multiannuel 2021-2027 pour le BURUNDI,Commission européenne — Partenariats internationaux (INTPA),2021-12-21,baseline,baseline/2021-12-21-ue-programme-indicatif-multiannuel-2021-2027-burundi.md,include-geopol
geopol.eu--eu-mous-engagements-and-commitments,https://www.eac.int/eadrip-news-updates/eardip-press-releases/3552-east-african-community-convenes-2026-digital-for-development-forum-to-fast-track-regional-digital-integration,East African Community convenes 2026 Digital for Development Forum to fast-track regional digital integration,East African Community (EAC),2026-06-24,progress,progress/2026-06-24-eac-2026-digital-for-development-forum-eu-eac-deep.md,include-geopol
geopol.eu--eu-mous-engagements-and-commitments,https://burundi.un.org/fr/319879-burundi-lonu-femmes-lunion-europ%C3%A9enne-et-le-gouvernement-renforcent-les-capacit%C3%A9s-nationales,"Burundi : l'ONU Femmes, l'Union européenne et le Gouvernement renforcent les capacités nationales de lutte contre les violences basées sur le genre",Les Nations Unies au Burundi / ONU Femmes,2026-07-14,progress,progress/2026-07-14-onu-femmes-ue-burundi-remise-plateformes-numeriques-vbg.md,include-geopol
geopol.gulf--gulf-mous-engagements-and-commitments,https://presidence.gov.bi/2025/08/17/le-president-ndayishimiye-oeuvre-pour-un-partenariat-fort-et-durable-avec-le-qatar/,Le Président Ndayishimiye oeuvre pour un partenariat fort et durable avec le Qatar,Présidence de la République du Burundi,2025-08-17,baseline,baseline/2025-08-17-presidence-burundi-partenariat-qatar-al-massour-holding.md,include-geopol
infra.connect--internet-usage,https://arct.gov.bi/wp-content/uploads/2026/04/OBSERVATOIRE-4EME-TRIM-2026.pdf,"OBSERVATOIRE DU MARCHE DES SERVICES DE COMMUNICATIONS VOIX, SMS, INTERNET ET SERVICES FINANCIERS MOBILES AU BURUNDI QUATRIEME TRIMESTRE 2025",Agence de Régulation et de Contrôle des Télécommunications (ARCT),2026-04-27,baseline,baseline/2026-04-27-arct-observatoire-marche-tic-q4-2025.md,infra
infra.connect--internet-usage,https://abpinfo.bi/2026/02/28/quand-la-5g-arrive-avant-la-3g-fonctionnelle/,Quand la 5G arrive avant la 3G fonctionnelle,Agence Burundaise de Presse (ABP),2026-02-28,progress,progress/2026-02-28-abp-quand-la-5g-arrive-avant-la-3g-fonctionnelle.md,infra
infra.connect--internet-usage,https://abpinfo.bi/2026/03/01/le-burundi-ambitionne-detendre-la-4g-aux-zones-rurales-pour-reduire-la-fracture-numerique/,Le Burundi ambitionne d’étendre la 4G aux zones rurales pour réduire la fracture numérique,Agence Burundaise de Presse (ABP),2026-03-01,progress,progress/2026-03-01-abp-burundi-etendre-4g-zones-rurales.md,infra
infra.connect--national-fibre-backbone,https://arct.gov.bi/wp-content/uploads/2025/08/RAPPORT-DES-INDICATEURS-DU-SECTEUR-DES-TIC-EDITION-2024-VALIDE-ET-PUBLIE-1.pdf,"RAPPORT DES INDICATETEURS TIC AU BURUNDI, EDITION 2024",Agence de Régulation et de Contrôle des Télécommunications (ARCT),2025-08-27,baseline,baseline/2025-08-27-arct-rapport-indicateurs-tic-burundi-edition-2024.md,infra
infra.connect--international-internet-bandwidth,https://arct.gov.bi/wp-content/uploads/2026/04/OBSERVATOIRE-4EME-TRIM-2026.pdf,"OBSERVATOIRE DU MARCHE DES SERVICES DE COMMUNICATIONS VOIX, SMS, INTERNET ET SERVICES FINANCIERS MOBILES AU BURUNDI QUATRIEME TRIMESTRE 2025",Agence de Régulation et de Contrôle des Télécommunications (ARCT),2026-04-27,baseline,baseline/2026-04-27-arct-observatoire-marche-tic-q4-2025.md,infra
infra.connect--national-fibre-backbone,https://presidence.gov.bi/wp-content/uploads/2026/04/DECRET-PORTANT-NOMINATION-DU-DG-BBS.pdf,"DECRET Nº100/ 055 DU 09 AVRIL 2026 PORTANT NOMINATION DU DIRECTEUR GENERAL DE LA SOCIETE BURUNDI BACKBONE SYSTEM, SOCIETE MIXTE « BBS S.M »",Présidence de la République du Burundi,2026-04-27,progress,progress/2026-04-27-decret-100-055-nomination-dg-bbs.md,infra
infra.connect--national-fibre-backbone,https://presidence.gov.bi/wp-content/uploads/2026/04/DECRET-PORTANT-NOMINATION-DES-ADMINISTRATEURS-REPRESENTANT-LETAT-DU-BURUNDI-AU-CABBS.pdf,"DECRET Nº100/ 058 DU 13 AVRIL 2026 PORTANT NOMINATION DES ADMINISTRATEURS REPRESENTANT L’ETAT DU BURUNDI AU CONSEIL D’ADMINISTRATION DE LA SOCIETE BURUNDI BACKBONE SYSTEM, SOCIETE MIXTE « BBS S.M »",Présidence de la République du Burundi,2026-04-27,progress,progress/2026-04-27-decret-100-058-nomination-administrateurs-bbs.md,infra
infra.connect--internet-exchange-points,https://arct.gov.bi/wp-content/uploads/2022/10/image0013.pdf,Décret n°100/122 du 13 mai 2014 portant cadre réglementaire du point d’échange internet national du Burundi,Présidence de la République du Burundi / ARCT,2014-05-13,baseline,baseline/2014-05-13-decret-100-122-cadre-reglementaire-point-echange-internet-national-burundi.md,infra
infra.store--local-data-centre-capacity-all-providers,https://documents1.worldbank.org/curated/en/605991608528899689/pdf/Burundi-Digital-Economy-Assessment.pdf,Burundi Digital Economy Assessment,World Bank Group,2020,baseline,baseline/2020-01-01-world-bank-burundi-digital-economy-assessment.md,infra
infra.store--off-site-backup-capacity,https://documents1.worldbank.org/curated/en/605991608528899689/pdf/Burundi-Digital-Economy-Assessment.pdf,Burundi Digital Economy Assessment,World Bank Group,2020,baseline,baseline/2020-01-01-world-bank-burundi-digital-economy-assessment.md,infra
infra.store--local-data-centre-capacity-all-providers,https://investburundi.bi/wp-content/uploads/2026/02/dossier-dappel-doffre-ouvert-pour-acquisition-du-materiel-informatique_11zon.pdf,"Dossier d’Appel d’Offres National Ouvert NoADB/02/F/2025-2026 Pour l’Acquisition du Matériel Informatique: Rack du Data center, Stabilisateurs et Projecteurs",Agence de Développement du Burundi (ADB),2026-02-18,progress,progress/2026-02-18-adb-appel-offres-racks-data-center-stabilisateurs-projecteurs.md,infra
infra.store--off-site-backup-capacity,https://www.brb.bi/sites/default/files/2025-11/AVIS%20D%27APPEL%20D%27OFFRES%20INTERNATIONAL%20AGENCE%20RUMONGE.pdf,AVIS D’APPEL D’OFFRES OUVERT INTERNATIONAL POUR LA MAINTENANCE DE CERTAINS OUVRAGES DU SITE ALTERNATIF DE LA BANQUE DE REPUBLIQUE DU BURUNDI SIS A RUMONGE,Banque de la République du Burundi (BRB),2025-11-19,progress,progress/2025-11-19-brb-appel-offres-maintenance-site-alternatif-rumonge.md,infra
infra.store--off-site-backup-capacity,https://pafen.gov.bi/wp-content/uploads/2026/04/Relance-AAO_Equipements-additionnels-SETIC.pdf,Relance de l’Appel d’Offres relatif à la fourniture et installation des équipements additionnels pour le SETIC : équipements et licences nécessaires pour la virtualisation et backup,PAFEN / SETIC,2026-04-08,progress,progress/2026-04-08-pafen-aao-equipements-additionnels-setic-virtualisation-backup.md,infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://www.worldbank.org/content/dam/theworldbankgroupasset/document/2026/m300-energy-compacts/Burundi-National-Energy-Compact-Mission-300.pdf,PACTE NATIONAL POUR L’ENERGIE « COMPACT » POUR LA REPUBLIQUE DU BURUNDI,Gouvernement de la République du Burundi / Mission 300,2025-09-24,baseline,baseline/2025-09-24-pacte-national-pour-energie-compact-republique-du-burundi.md,infra
infra.energy--rural-electrification,https://www.worldbank.org/content/dam/theworldbankgroupasset/document/2026/m300-energy-compacts/Burundi-National-Energy-Compact-Mission-300.pdf,PACTE NATIONAL POUR L’ENERGIE « COMPACT » POUR LA REPUBLIQUE DU BURUNDI,Gouvernement de la République du Burundi / Mission 300,2025-09-24,baseline,baseline/2025-09-24-pacte-national-pour-energie-compact-republique-du-burundi.md,infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://regideso.bi/actualites/energie-et-developpement-le-burundi-inaugure-officiellement-le-barrage-hydroelectrique-de-mulembwe/2189/,Énergie et développement : le Burundi inaugure officiellement le barrage hydroélectrique de Mulembwe,REGIDESO Burundi,2026-06-16,progress,progress/2026-06-16-regideso-inauguration-barrage-hydroelectrique-mulembwe.md,infra
infra.energy--sufficient-energy-and-water-for-data-centres,https://burundi-eco.com/poste-de-rubirizi-une-piece-importante-du-puzzle-qui-ne-suffit-pas-a-lui-seul/,Poste de Rubirizi : une pièce importante du puzzle qui ne suffit pas à lui seul,Burundi Eco,2025-08-22,progress,progress/2025-08-22-burundi-eco-poste-de-rubirizi.md,infra
infra.energy--rural-electrification,https://www.aber.bi/laber-tient-son-assemblee-generale-du-personnel-et-presente-un-bilan-encourageant-de-lexercice-2025-2026/,L’ABER tient son Assemblée générale du personnel et présente un bilan encourageant de l’exercice 2025-2026,Agence Burundaise de l’Électrification Rurale (ABER),2026-07-28,progress,progress/2026-07-28-aber-assemblee-generale-personnel-bilan-2025-2026.md,infra
infra.energy--rural-electrification,https://regideso.bi/actualites/signature-du-contrat-pour-la-mise-en-oeuvre-de-la-composante-1-du-projet-ascent-burundi-renforcement-du-reseau-30-kv-a-lechelle-nationale/2239/,Signature du contrat pour la mise en œuvre de la composante 1 du projet ASCENT BURUNDI : renforcement du réseau 30 kV à l’échelle nationale,REGIDESO Burundi,2026-06-17,progress,progress/2026-06-17-regideso-signature-contrat-ascent-burundi-composante-1-reseau-30kv.md,infra
infra.capacity--robustness-of-government-hardware-and-software,https://documents1.worldbank.org/curated/en/207441655916156350/pdf/Burundi-Digital-Foundations-Project.pdf,Burundi Digital Foundations Project,World Bank Group / International Development Association,2022-05-31,baseline,baseline/2022-05-31-world-bank-burundi-digital-foundations-project-pad.md,infra
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://documents1.worldbank.org/curated/en/605991608528899689/pdf/Burundi-Digital-Economy-Assessment.pdf,Burundi Digital Economy Assessment,World Bank Group,2020,baseline,baseline/2020-01-01-world-bank-burundi-digital-economy-assessment.md,infra
infra.capacity--robustness-of-government-hardware-and-software,https://obr.bi/index.php/e-kori,"A partir du 4 août 2026, les nouvelles demandes d'immatriculation s'effectuent exclusivement sur e-KORI, la plateforme de digitalisation des Taxes internes et recettes non fiscales",Office Burundais des Recettes (OBR),2026-08-04,progress,progress/2026-08-04-obr-e-kori-plateforme-immatriculation-en-ligne.md,infra
infra.capacity--robustness-of-government-hardware-and-software,https://pafen.gov.bi/wp-content/uploads/2026/03/AAO_SIGFP.pdf,Avis Spécifique de passation de Marchés pour l’acquisition et la mise en place d’un Système Intégré de Gestion des Finances Publiques du Burundi (SIGFP_BI),PAFEN / SETIC,2026-03-25,progress,progress/2026-03-25-pafen-aao-sigfp-systeme-integre-gestion-finances-publiques.md,infra
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://mininterinfos.gov.bi/vers-une-solution-numerique-innovante-de-production-et-de-gestion-des-donnees/,Vers une solution numérique innovante de production et de gestion des données,"Ministère de l’Intérieur, du Développement Communautaire et de la Sécurité Publique (MININTER)",2026-03-16,progress,baseline/2026-03-16-mininter-vers-une-solution-numerique-innovante-production-gestion-donnees.md,infra
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,https://finances.gov.bi/index.php/2026/04/08/le-burundi-prepare-la-mise-en-place-du-systeme-integre-de-gestion-des-finances-publiques/,Le Burundi prépare la mise en place du Système Intégré de Gestion des Finances Publiques,"Ministère des Finances, du Budget et de l’Économie Numérique (MFBEN)",2026-04-08,progress,progress/2026-04-08-mfben-burundi-prepare-mise-en-place-sigfp.md,infra
