indicator_id,url,title,publisher,published,brief,staged_file,slice
data.satellite--agricultural-use-of-satellite-data,https://sgg.gouv.bj/doc/decret-2010-334/download,"Décret n°2010-334 du 19 juillet 2010 portant création, attributions, organisation et fonctionnement du Centre National de Télédétection et de Suivi Ecologique (CENATEL)",Présidence de la République du Bénin,2010-07-19,baseline,baseline/2010-07-19-sgg-gouv-bj-decret-2010-334-cenatel.md,inclusion+data+geopol
data.satellite--agricultural-use-of-satellite-data,https://www.cahiersagricultures.fr/fr/articles/cagri/full_html/2026/01/cagri250200/cagri250200.html,Co-construction d'indicateurs spatialisés de suivi des dynamiques agropastorales au Bénin basés sur des données satellitaires,Cahiers Agricultures / EDP Sciences,2026-05-13,progress,progress/2026-05-13-cahiersagricultures-fr-obsydya-indicateurs.md,inclusion+data+geopol
data.satellite--agricultural-use-of-satellite-data,https://www.cirad.fr/dans-le-monde/cirad-dans-le-monde/projets/projet-obsydya,Observatoire des dynamiques agricoles et des paysages ruraux du Bénin (zones Nord et Centre) - OBSYDYA,CIRAD,2026-04-14,progress,progress/2026-04-14-cirad-fr-obsydya-observatoire.md,inclusion+data+geopol
data.satellite--meteorological-use-of-satellite-data,https://sgg.gouv.bj/doc/decret-2015-482/download,"Décret n° 2015-482 du 07 septembre 2015 portant création, attributions, organisation et fonctionnement de l'Agence Nationale de la Météorologie (METEO BENIN)",Présidence de la République du Bénin,2015-09-07,baseline,baseline/2015-09-07-sgg-gouv-bj-decret-2015-482-meteo-benin.md,inclusion+data+geopol
data.satellite--meteorological-use-of-satellite-data,https://au.int/en/newsevents/20260518/african-union-commissions-strengthening-early-warning-africa-sewa,The African Union Commissions' Strengthening Early Warning in Africa (SEWA) project: Kick-off event for the African Meteorological Satellite Applications Facility (AMSAF),African Union Commission,2026-05-18,progress,progress/2026-05-18-au-int-amsaf-sewa-kickoff.md,inclusion+data+geopol
data.satellite--meteorological-use-of-satellite-data,https://doi.org/10.1002/qj.70120,Reliability of modern satellite precipitation products in a data-scarce West African country: A comprehensive validation for Benin,Quarterly Journal of the Royal Meteorological Society,2026-02-11,progress,progress/2026-02-11-doi-org-qjrms-satellite-precipitation-benin.md,inclusion+data+geopol
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,https://www.mcc.gov/news-and-events/release/us-and-republic-of-benin-sign-new-energy-sector-compact-090915/,U.S. and Republic of Benin Sign New Energy Sector Compact,Millennium Challenge Corporation,2015-09-09,baseline,baseline/2015-09-09-mcc-gov-benin-power-compact.md,inclusion+data+geopol
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,https://www.cdcb.bj/Appels-d-offre,"Recrutement d'un prestataire pour l'intégration AD avec Entra ID (sync local AD to entra AD), entra ID GOV (1) (Projet SDSI) et la configuration des différents modules de sécurité et de gouvernance des données dans microsoft 365",Caisse des Dépôts et Consignations du Bénin (CDC Bénin),2026-05-28,progress,progress/2026-05-28-cdcb-bj-entra-id-tender.md,inclusion+data+geopol
geopol.china--chinese-mous-engagements-and-commitments,https://www.mfa.gov.cn/web/gjhdq_676201/gj_676203/fz_677316/1206_677414/1207_677426/202309/t20230901_11137094.shtml,中华人民共和国和贝宁共和国关于建立战略伙伴关系的联合声明（全文） (Joint Statement of the People's Republic of China and the Republic of Benin on Establishing a Strategic Partnership),Ministry of Foreign Affairs of the People's Republic of China,2023-09-01,baseline,baseline/2023-09-01-mfa-gov-cn-china-benin-strategic-partnership.md,inclusion+data+geopol
geopol.china--chinese-mous-engagements-and-commitments,http://en.cidca.gov.cn/2026-02/26/c_1162442.htm,China-aided police supplies delivered to Benin,China International Development Cooperation Agency (CIDCA),2026-02-26,progress,progress/2026-02-26-cidca-gov-cn-police-supplies-benin.md,inclusion+data+geopol
geopol.china--chinese-mous-engagements-and-commitments,http://enghunan.gov.cn/hneng/SP/sp2024/HunanAfricaCooperation/HunanAfricaCooperationPolicies/202508/t20250813_33772117.html,"Hunan Enterprises Benefit from China-Thailand, China-Benin AEO Mutual Recognition",People's Government of Hunan Province,2025-08-13,progress,progress/2025-08-13-enghunan-gov-cn-aeo-mutual-recognition.md,inclusion+data+geopol
geopol.eu--eu-mous-engagements-and-commitments,https://international-partnerships.ec.europa.eu/news-and-events/news/global-gateway-eu-strengthens-partnership-benin-through-launch-budget-support-programme-2023-07-20_en,Global Gateway: EU strengthens partnership with Benin through launch of Budget Support programme,"European Commission, Directorate-General for International Partnerships",2023-07-20,baseline,baseline/2023-07-20-ec-europa-eu-pagodes-launch.md,inclusion+data+geopol
geopol.eu--eu-mous-engagements-and-commitments,https://www.expertisefrance.fr/fr/projets/africa-connect-digital-campus,Africa Connect Digital Campus,Expertise France,2026-03-12,progress,progress/2026-03-12-expertisefrance-fr-africa-connect-digital-campus.md,inclusion+data+geopol
geopol.eu--eu-mous-engagements-and-commitments,https://www.eeas.europa.eu/delegations/benin/conference-sous-r%C3%A9gionale-sur-les-politiques-r%C3%A8glementations-et-techniques-de-r%C3%A9gulation-des_fr,"Conference sous régionale sur les politiques, règlementations et techniques de régulation des communications électroniques et postales",Délégation de l'Union européenne au Bénin (EEAS),2026-02-10,progress,progress/2026-02-10-eeas-europa-eu-ipris-conference.md,inclusion+data+geopol
geopol.gulf--gulf-mous-engagements-and-commitments,https://www.mofa.gov.ae/en/MediaHub/News/2023/3/22/22-03-2023-UAE-Benin,His Excellency Sheikh Shakhboot bin Nahyan Al Nahyan Meets President of the Republic of Benin and Signs Memorandum of Understanding on Technical Cooperation,UAE Ministry of Foreign Affairs and International Cooperation,2023-03-22,baseline,baseline/2023-03-22-mofa-gov-ae-uae-benin-mou.md,inclusion+data+geopol
geopol.gulf--gulf-mous-engagements-and-commitments,https://www.mofa.gov.ae/en/MediaHub/News/2026/2/4/UAE-Edinburgh-Bhutan--Benin,"Abdullah bin Zayed meets Duke of Edinburgh, Bhutan PM, Benin FM",UAE Ministry of Foreign Affairs and International Cooperation,2026-02-04,progress,progress/2026-02-04-mofa-gov-ae-wgs-uae-benin-fm-meeting.md,inclusion+data+geopol
geopol.gulf--gulf-mous-engagements-and-commitments,https://mofa.gov.qa/en/qatar/latest-articles/latest-news/details/2026/02/02/prime-minister-and-minister-of-foreign-affairs-meets-foreign-minister-of-benin,Prime Minister and Minister of Foreign Affairs Meets Foreign Minister of Benin,Qatar Ministry of Foreign Affairs,2026-02-02,progress,progress/2026-02-02-mofa-gov-qa-qatar-benin-fm-meeting.md,inclusion+data+geopol
geopol.india--india-mous-engagements-and-commitments,https://www.mea.gov.in/bilateral-documents.htm?dtl%2F31693%2FIndia++Benin+Joint+Statement+during+State+Visit+of+President+to+Benin=,India - Benin Joint Statement during State Visit of President to Benin,"Ministry of External Affairs, Government of India",2019-07-29,baseline,baseline/2019-07-29-mea-gov-in-india-benin-joint-statement.md,inclusion+data+geopol
geopol.india--india-mous-engagements-and-commitments,https://hciabuja.gov.in/public_files/assets/pdf/Press_Release_on%20HC_meeting_with_Benin_Defence_Minister_3Mar2026.pdf,India and Benin Discuss Enhanced Defence and Security Cooperation,"High Commission of India, Abuja",2026-03-03,progress,progress/2026-03-03-hciabuja-gov-in-defence-cooperation.md,inclusion+data+geopol
geopol.india--india-mous-engagements-and-commitments,https://sante.gouv.bj/Cooperation-sanitaire-entre-le-Benin-et-l-rsquo-Inde-Abhishek-Singh-au-cabinet-du-Ministre-de-la-sante,Coopération sanitaire entre le Bénin et l'Inde : Abhishek Singh au cabinet du Ministre de la santé,Ministère de la santé du Bénin,2026-01-16,progress,progress/2026-01-16-sante-gouv-bj-inde-cooperation-sanitaire.md,inclusion+data+geopol
