unit,indicator_id,as_of,stage,value,value_year,reassessed
MLI,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-08-31,,,,0
MLI,capacity.training--dt-related-training-in-secondary-education,2026-07-31,2,18.1341,2023,0
MLI,capacity.training--dt-related-training-in-secondary-education,2026-08-31,2,18.1341,2023,0
MLI,capacity.training--graduates-entering-dt-ecosystem,2026-07-31,1,0.1867,2024,0
MLI,capacity.training--graduates-entering-dt-ecosystem,2026-08-31,1,0.1867,2024,0
MLI,data.open--use-of-open-data,2026-07-31,3,,,0
MLI,data.open--use-of-open-data,2026-08-31,3,,,0
MLI,data.satellite--agricultural-use-of-satellite-data,2026-07-31,2,,,0
MLI,data.satellite--agricultural-use-of-satellite-data,2026-08-31,2,,,0
MLI,data.satellite--meteorological-use-of-satellite-data,2026-07-31,,,,0
MLI,data.satellite--meteorological-use-of-satellite-data,2026-08-31,,,,0
MLI,data.statistics--censuses-and-surveys,2026-07-31,3,,,0
MLI,data.statistics--censuses-and-surveys,2026-08-31,3,,,0
MLI,data.statistics--national-strategy-for-development-of-statistics,2026-07-31,3,,,0
MLI,data.statistics--national-strategy-for-development-of-statistics,2026-08-31,3,,,0
MLI,data.statistics--statistics-from-administrative-data,2026-07-31,2,,,0
MLI,data.statistics--statistics-from-administrative-data,2026-08-31,2,,,0
MLI,digital.localgov--digitalisation-of-local-government-records,2026-08-31,2,,,0
MLI,digital.localgov--ict-infrastructure-for-local-government,2026-07-31,,,,0
MLI,digital.localgov--ict-infrastructure-for-local-government,2026-08-31,,,,0
MLI,digital.rural--digitalisation-of-rural-health-clinics,2026-07-31,2,,,0
MLI,digital.rural--digitalisation-of-rural-health-clinics,2026-08-31,2,,,0
MLI,digital.rural--digitalisation-of-rural-police-stations,2026-07-31,2,,,0
MLI,digital.rural--digitalisation-of-rural-police-stations,2026-08-31,2,,,0
MLI,digital.rural--digitalisation-of-rural-primary-schools,2026-07-31,2,,,0
MLI,digital.rural--digitalisation-of-rural-primary-schools,2026-08-31,2,,,0
MLI,digital.rural--digitalisation-of-rural-registry-offices,2026-07-31,,,,0
MLI,digital.rural--digitalisation-of-rural-registry-offices,2026-08-31,,,,0
MLI,dpi.exchange--interoperability-of-education-systems,2026-07-31,,,,0
MLI,dpi.exchange--interoperability-of-education-systems,2026-08-31,,,,0
MLI,dpi.exchange--interoperability-of-health-systems,2026-07-31,2,,,0
MLI,dpi.exchange--interoperability-of-health-systems,2026-08-31,2,,,0
MLI,dpi.exchange--interoperability-of-social-protection-systems,2026-07-31,2,,,0
MLI,dpi.exchange--interoperability-of-social-protection-systems,2026-08-31,2,,,0
MLI,dpi.exchange--national-data-exchange-system,2026-07-31,,,,0
MLI,dpi.exchange--national-data-exchange-system,2026-08-31,,,,0
MLI,dpi.exchange--use-of-digital-id-in-other-systems,2026-07-31,,,,0
MLI,dpi.exchange--use-of-digital-id-in-other-systems,2026-08-31,,,,0
MLI,dpi.govtech--e-government-services,2026-07-31,2,,,0
MLI,dpi.govtech--e-government-services,2026-08-31,2,,,0
MLI,dpi.id--authentication,2026-07-31,2,,,0
MLI,dpi.id--authentication,2026-08-31,2,,,0
MLI,dpi.id--digital-id-from-birth,2026-07-31,,,,0
MLI,dpi.id--digital-id-from-birth,2026-08-31,,,,0
MLI,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-07-31,,,,0
MLI,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-08-31,,,,0
MLI,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-07-31,3,,,0
MLI,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-31,3,,,0
MLI,dpi.id--robustness-of-system,2026-07-31,,,,0
MLI,dpi.id--robustness-of-system,2026-08-31,,,,0
MLI,dpi.id--use-by-other-systems,2026-07-31,,,,0
MLI,dpi.id--use-by-other-systems,2026-08-31,,,,0
MLI,dpi.mis--customs,2026-08-31,2,,,0
MLI,dpi.mis--education,2026-07-31,2,,,0
MLI,dpi.mis--education,2026-08-31,2,,,0
MLI,dpi.mis--health,2026-07-31,3,,,0
MLI,dpi.mis--health,2026-08-31,3,,,0
MLI,dpi.mis--justice,2026-07-31,2,,,0
MLI,dpi.mis--justice,2026-08-31,2,,,0
MLI,dpi.mis--land,2026-07-31,2,,,0
MLI,dpi.mis--land,2026-08-31,2,,,0
MLI,dpi.mis--social-protection,2026-07-31,2,,,0
MLI,dpi.mis--social-protection,2026-08-31,2,,,0
MLI,dpi.mis--tax,2026-07-31,2,,,0
MLI,dpi.mis--tax,2026-08-31,2,,,0
MLI,dpi.pay--b2b-and-b2g-functionality,2026-07-31,2,,,0
MLI,dpi.pay--b2b-and-b2g-functionality,2026-08-31,2,,,0
MLI,dpi.pay--consumer-protection,2026-07-31,2,,,0
MLI,dpi.pay--consumer-protection,2026-08-31,2,,,0
MLI,dpi.pay--cross-border-functionality,2026-07-31,2,,,0
MLI,dpi.pay--cross-border-functionality,2026-08-31,2,,,0
MLI,dpi.pay--g2p-functionality,2026-07-31,2,,,0
MLI,dpi.pay--g2p-functionality,2026-08-31,2,,,0
MLI,dpi.pay--governance-role-of-central-bank,2026-07-31,3,,,0
MLI,dpi.pay--governance-role-of-central-bank,2026-08-31,3,,,0
MLI,dpi.pay--p2p-p2g-and-p2b-functionality,2026-07-31,3,,,0
MLI,dpi.pay--p2p-p2g-and-p2b-functionality,2026-08-31,3,,,0
MLI,dpi.pay--population-uptake,2026-07-31,3,54.7455,2024,0
MLI,dpi.pay--population-uptake,2026-08-31,3,54.7455,2024,0
MLI,dpi.pay--revenue-collection,2026-07-31,3,,,0
MLI,dpi.pay--revenue-collection,2026-08-31,3,,,0
MLI,dpi.registry--address-register,2026-07-31,3,,,0
MLI,dpi.registry--address-register,2026-08-31,3,,,0
MLI,dpi.registry--business-register,2026-07-31,2,,,0
MLI,dpi.registry--business-register,2026-08-31,2,,,0
MLI,dpi.registry--civil-register,2026-07-31,,,,0
MLI,dpi.registry--civil-register,2026-08-31,,,,0
MLI,dpi.registry--electoral-register,2026-07-31,2,,,0
MLI,dpi.registry--electoral-register,2026-08-31,2,,,0
MLI,dpi.registry--land-register,2026-07-31,2,,,0
MLI,dpi.registry--land-register,2026-08-31,2,,,0
MLI,dpi.registry--population-register,2026-08-31,,,,0
MLI,dpi.registry--social-protection-register,2026-07-31,2,,,0
MLI,dpi.registry--social-protection-register,2026-08-31,2,,,0
MLI,dpi.registry--tax-register,2026-07-31,2,,,0
MLI,dpi.registry--tax-register,2026-08-31,2,,,0
MLI,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-07-31,3,,,0
MLI,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-08-31,3,,,0
MLI,finance.new--mobilisation-of-non-state-finance,2026-07-31,1,0,2026,0
MLI,finance.new--mobilisation-of-non-state-finance,2026-08-31,1,0,2026,0
MLI,gov.discourse--non-governmental-contribution-to-national-policy,2026-08-31,,,,0
MLI,gov.discourse--open-discussion-of-government-policy,2026-07-31,2,,,0
MLI,gov.discourse--open-discussion-of-government-policy,2026-08-31,2,,,0
MLI,gov.legislate--access-to-information-legislation,2026-07-31,3,,,0
MLI,gov.legislate--access-to-information-legislation,2026-08-31,3,,,0
MLI,gov.legislate--ai-legislation-regulations,2026-07-31,2,,,0
MLI,gov.legislate--ai-legislation-regulations,2026-08-31,2,,,0
MLI,gov.legislate--cybersecurity-legislation,2026-07-31,3,,,0
MLI,gov.legislate--cybersecurity-legislation,2026-08-31,3,,,0
MLI,gov.legislate--data-protection-legislation,2026-07-31,3,,,0
MLI,gov.legislate--data-protection-legislation,2026-08-31,3,,,0
MLI,gov.legislate--digital-payments-legislation,2026-07-31,,,,0
MLI,gov.legislate--digital-payments-legislation,2026-08-31,,,,0
MLI,gov.legislate--e-commerce-legislation,2026-07-31,3,,,0
MLI,gov.legislate--e-commerce-legislation,2026-08-31,3,,,0
MLI,gov.legislate--legislation-covering-digital-id,2026-07-31,3,,,0
MLI,gov.legislate--legislation-covering-digital-id,2026-08-31,3,,,0
MLI,gov.legislate--legislation-enabling-data-interoperability,2026-07-31,,,,0
MLI,gov.legislate--legislation-enabling-data-interoperability,2026-08-31,,,,0
MLI,gov.legislate--statistics-legislation,2026-07-31,3,,,0
MLI,gov.legislate--statistics-legislation,2026-08-31,3,,,0
MLI,gov.policy--ai-strategy,2026-08-31,,,,0
MLI,gov.policy--broadband-strategy,2026-07-31,2,,,0
MLI,gov.policy--broadband-strategy,2026-08-31,2,,,0
MLI,gov.policy--data-governance-policy,2026-08-31,,,,0
MLI,gov.policy--data-interoperability-framework-roadmap,2026-07-31,,,,0
MLI,gov.policy--data-interoperability-framework-roadmap,2026-08-31,,,,0
MLI,gov.policy--data-localisation-policies,2026-07-31,,,,0
MLI,gov.policy--data-localisation-policies,2026-08-31,,,,0
MLI,gov.policy--data-storage-cloud-strategy,2026-07-31,2,,,0
MLI,gov.policy--data-storage-cloud-strategy,2026-08-31,2,,,0
MLI,gov.policy--digital-transformation-strategy,2026-08-31,,,,0
MLI,gov.policy--ict-strategy,2026-07-31,2,,,0
MLI,gov.policy--ict-strategy,2026-08-31,2,,,0
MLI,gov.policy--open-data-policy,2026-07-31,2,,,0
MLI,gov.policy--open-data-policy,2026-08-31,2,,,0
MLI,gov.protect--data-protection-authority,2026-07-31,3,,,0
MLI,gov.protect--data-protection-authority,2026-08-31,3,,,0
MLI,gov.protect--national-data-protection-readiness,2026-07-31,3,,,0
MLI,gov.protect--national-data-protection-readiness,2026-08-31,3,,,0
MLI,gov.regional--cross-border-data-transfers,2026-07-31,,,,0
MLI,gov.regional--cross-border-data-transfers,2026-08-31,,,,0
MLI,gov.regional--regional-legal-harmonisation,2026-07-31,,,,0
MLI,gov.regional--regional-legal-harmonisation,2026-08-31,,,,0
MLI,gov.regional--regional-policy-collaboration,2026-07-31,3,,,0
MLI,gov.regional--regional-policy-collaboration,2026-08-31,3,,,0
MLI,gov.regional--shared-regional-infrastructure,2026-07-31,,,,0
MLI,gov.regional--shared-regional-infrastructure,2026-08-31,,,,0
MLI,gov.standards--adoption-of-international-standards,2026-07-31,2,,,0
MLI,gov.standards--adoption-of-international-standards,2026-08-31,2,,,0
MLI,gov.standards--national-interoperability-standards,2026-07-31,,,,0
MLI,gov.standards--national-interoperability-standards,2026-08-31,,,,0
MLI,gov.standards--national-quality-standards,2026-07-31,2,,,0
MLI,gov.standards--national-quality-standards,2026-08-31,2,,,0
MLI,include.access--citizen-feedback-portals,2026-07-31,,,,0
MLI,include.access--citizen-feedback-portals,2026-08-31,,,,0
MLI,include.access--citizen-participation-in-policy,2026-08-31,,,,0
MLI,include.access--inclusion-of-persons-with-disabilities,2026-07-31,2,,,0
MLI,include.access--inclusion-of-persons-with-disabilities,2026-08-31,2,,,0
MLI,include.access--inclusion-of-refugees-and-idps,2026-07-31,2,,,0
MLI,include.access--inclusion-of-refugees-and-idps,2026-08-31,2,,,0
MLI,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-07-31,3,,,0
MLI,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-08-31,3,,,0
MLI,infra.capacity--robustness-of-government-hardware-and-software,2026-07-31,2,,,0
MLI,infra.capacity--robustness-of-government-hardware-and-software,2026-08-31,2,,,0
MLI,infra.connect--internet-exchange-points,2026-07-31,2,,,0
MLI,infra.connect--internet-exchange-points,2026-08-31,2,,,0
MLI,infra.connect--internet-usage,2026-07-31,2,36.8,2024,0
MLI,infra.connect--internet-usage,2026-08-31,2,36.8,2024,0
MLI,infra.connect--mobile-affordability,2026-07-31,1,9.38,2025,0
MLI,infra.connect--mobile-affordability,2026-08-31,1,9.38,2025,0
MLI,infra.connect--mobile-penetration,2026-07-31,3,69.2,2024,0
MLI,infra.connect--mobile-penetration,2026-08-31,3,69.2,2024,0
MLI,infra.connect--national-fibre-backbone,2026-07-31,2,,,0
MLI,infra.connect--national-fibre-backbone,2026-08-31,2,,,0
MLI,infra.connect--satellite-broadband-licensing-and-availability,2026-07-31,1,,,0
MLI,infra.connect--satellite-broadband-licensing-and-availability,2026-08-31,1,,,0
MLI,infra.cybersec--national-cybersecurity-readiness,2026-07-31,3,,,0
MLI,infra.cybersec--national-cybersecurity-readiness,2026-08-31,3,,,0
MLI,infra.energy--grid-reliability,2026-07-31,1,26.4709,2024,0
MLI,infra.energy--grid-reliability,2026-08-31,1,26.4709,2024,0
MLI,infra.energy--rural-electrification,2026-07-31,2,31.4,2024,0
MLI,infra.energy--rural-electrification,2026-08-31,2,31.4,2024,0
MLI,infra.store--local-data-centre-capacity-all-providers,2026-07-31,1,0,2026,0
MLI,infra.store--local-data-centre-capacity-all-providers,2026-08-31,1,0,2026,0
MLI,infra.store--off-site-backup-capacity,2026-07-31,,,,0
MLI,infra.store--off-site-backup-capacity,2026-08-31,,,,0
MLI,tech.ai--control-of-ai-abuse,2026-07-31,2,,,0
MLI,tech.ai--control-of-ai-abuse,2026-08-31,2,,,0
MLI,tech.ai--development-of-national-regional-ai-systems,2026-07-31,2,,,0
MLI,tech.ai--development-of-national-regional-ai-systems,2026-08-31,2,,,0
MLI,tech.ai--use-of-ai-in-government-administration,2026-07-31,,,,0
MLI,tech.ai--use-of-ai-in-government-administration,2026-08-31,,,,0
MLI,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-07-31,,,,0
MLI,tech.ai--use-of-ai-in-sectoral-management-information-systems,2026-08-31,,,,0
MLI,tech.industry--national-capacity-in-dt-related-production,2026-07-31,4,0.6433,2024,0
MLI,tech.industry--national-capacity-in-dt-related-production,2026-08-31,4,0.6433,2024,0
MLI,tech.innovate--tech-startup-ecosystem,2026-08-31,,,,0
MLI,tech.innovate--technology-hubs,2026-07-31,3,,,0
MLI,tech.innovate--technology-hubs,2026-08-31,3,,,0
MOZ,capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,2026-08-31,,,,0
MOZ,capacity.training--dt-related-university-facilities-and-qualifications,2026-07-31,1,9.56,2018,0
MOZ,capacity.training--dt-related-university-facilities-and-qualifications,2026-08-31,1,9.56,2018,0
MOZ,capacity.training--graduates-entering-dt-ecosystem,2026-07-31,1,0.1496,2022,0
MOZ,capacity.training--graduates-entering-dt-ecosystem,2026-08-31,1,0.1496,2022,0
MOZ,data.open--use-of-open-data,2026-07-31,,,,0
MOZ,data.open--use-of-open-data,2026-08-31,2,,,0
MOZ,data.satellite--agricultural-use-of-satellite-data,2026-07-31,3,,,0
MOZ,data.satellite--agricultural-use-of-satellite-data,2026-08-31,3,,,0
MOZ,data.satellite--meteorological-use-of-satellite-data,2026-08-31,,,,0
MOZ,data.statistics--censuses-and-surveys,2026-07-31,2,,,0
MOZ,data.statistics--censuses-and-surveys,2026-08-31,2,,,0
MOZ,data.statistics--national-strategy-for-development-of-statistics,2026-07-31,2,,,0
MOZ,data.statistics--national-strategy-for-development-of-statistics,2026-08-31,2,,,0
MOZ,data.statistics--statistics-from-administrative-data,2026-08-31,,,,0
MOZ,digital.localgov--digitalisation-of-local-government-records,2026-07-31,3,,,0
MOZ,digital.localgov--digitalisation-of-local-government-records,2026-08-31,3,,,0
MOZ,digital.localgov--ict-infrastructure-for-local-government,2026-07-31,2,,,0
MOZ,digital.localgov--ict-infrastructure-for-local-government,2026-08-31,2,,,0
MOZ,digital.rural--digitalisation-of-rural-health-clinics,2026-07-31,2,,,0
MOZ,digital.rural--digitalisation-of-rural-health-clinics,2026-08-31,2,,,0
MOZ,digital.rural--digitalisation-of-rural-police-stations,2026-07-31,2,,,0
MOZ,digital.rural--digitalisation-of-rural-police-stations,2026-08-31,2,,,0
MOZ,digital.rural--digitalisation-of-rural-primary-schools,2026-08-31,2,,,0
MOZ,digital.rural--digitalisation-of-rural-registry-offices,2026-07-31,,,,0
MOZ,digital.rural--digitalisation-of-rural-registry-offices,2026-08-31,,,,0
MOZ,dpi.exchange--interoperability-of-education-systems,2026-07-31,,,,0
MOZ,dpi.exchange--interoperability-of-education-systems,2026-08-31,,,,0
MOZ,dpi.exchange--interoperability-of-health-systems,2026-07-31,2,,,0
MOZ,dpi.exchange--interoperability-of-health-systems,2026-08-31,2,,,0
MOZ,dpi.exchange--interoperability-of-social-protection-systems,2026-08-31,2,,,0
MOZ,dpi.exchange--national-data-exchange-system,2026-07-31,2,,,0
MOZ,dpi.exchange--national-data-exchange-system,2026-08-31,2,,,0
MOZ,dpi.exchange--use-of-digital-id-in-other-systems,2026-07-31,,,,0
MOZ,dpi.exchange--use-of-digital-id-in-other-systems,2026-08-31,,,,0
MOZ,dpi.govtech--e-government-services,2026-07-31,3,,,0
MOZ,dpi.govtech--e-government-services,2026-08-31,3,,,0
MOZ,dpi.id--authentication,2026-07-31,2,,,0
MOZ,dpi.id--authentication,2026-08-31,2,,,0
MOZ,dpi.id--digital-id-from-birth,2026-07-31,,,,0
MOZ,dpi.id--digital-id-from-birth,2026-08-31,,,,0
MOZ,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-07-31,3,,,0
MOZ,dpi.id--interoperability-of-birth-registration-and-digital-id,2026-08-31,3,,,0
MOZ,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-07-31,,,,0
MOZ,dpi.id--national-maintenance-of-id-and-credentials-systems,2026-08-31,,,,0
MOZ,dpi.id--robustness-of-system,2026-07-31,2,,,0
MOZ,dpi.id--robustness-of-system,2026-08-31,2,,,0
MOZ,dpi.id--use-by-other-systems,2026-07-31,,,,0
MOZ,dpi.id--use-by-other-systems,2026-08-31,,,,0
MOZ,dpi.mis--customs,2026-08-31,,,,0
MOZ,dpi.mis--education,2026-07-31,2,,,0
MOZ,dpi.mis--education,2026-08-31,2,,,0
MOZ,dpi.mis--health,2026-07-31,3,,,0
MOZ,dpi.mis--health,2026-08-31,3,,,0
MOZ,dpi.mis--justice,2026-07-31,,,,0
MOZ,dpi.mis--justice,2026-08-31,,,,0
MOZ,dpi.mis--land,2026-07-31,3,,,0
MOZ,dpi.mis--land,2026-08-31,3,,,0
MOZ,dpi.mis--social-protection,2026-07-31,3,,,0
MOZ,dpi.mis--social-protection,2026-08-31,3,,,0
MOZ,dpi.mis--tax,2026-07-31,2,,,0
MOZ,dpi.mis--tax,2026-08-31,2,,,0
MOZ,dpi.pay--b2b-and-b2g-functionality,2026-07-31,3,,,0
MOZ,dpi.pay--b2b-and-b2g-functionality,2026-08-31,3,,,0
MOZ,dpi.pay--consumer-protection,2026-07-31,,,,0
MOZ,dpi.pay--consumer-protection,2026-08-31,,,,0
MOZ,dpi.pay--cross-border-functionality,2026-07-31,4,,,0
MOZ,dpi.pay--cross-border-functionality,2026-08-31,4,,,0
MOZ,dpi.pay--g2p-functionality,2026-08-31,,,,0
MOZ,dpi.pay--governance-role-of-central-bank,2026-07-31,3,,,0
MOZ,dpi.pay--governance-role-of-central-bank,2026-08-31,3,,,0
MOZ,dpi.pay--p2p-p2g-and-p2b-functionality,2026-07-31,3,,,0
MOZ,dpi.pay--p2p-p2g-and-p2b-functionality,2026-08-31,3,,,0
MOZ,dpi.pay--population-uptake,2026-07-31,3,54.3853,2024,0
MOZ,dpi.pay--population-uptake,2026-08-31,3,54.3853,2024,0
MOZ,dpi.pay--revenue-collection,2026-07-31,,,,0
MOZ,dpi.pay--revenue-collection,2026-08-31,,,,0
MOZ,dpi.registry--address-register,2026-07-31,2,,,0
MOZ,dpi.registry--address-register,2026-08-31,2,,,0
MOZ,dpi.registry--business-register,2026-07-31,2,,,0
MOZ,dpi.registry--business-register,2026-08-31,2,,,0
MOZ,dpi.registry--civil-register,2026-07-31,3,,,0
MOZ,dpi.registry--civil-register,2026-08-31,3,,,0
MOZ,dpi.registry--electoral-register,2026-07-31,2,,,0
MOZ,dpi.registry--electoral-register,2026-08-31,2,,,0
MOZ,dpi.registry--land-register,2026-07-31,3,,,0
MOZ,dpi.registry--land-register,2026-08-31,3,,,0
MOZ,dpi.registry--population-register,2026-07-31,,,,0
MOZ,dpi.registry--population-register,2026-08-31,,,,0
MOZ,dpi.registry--social-protection-register,2026-08-31,,,,0
MOZ,dpi.registry--tax-register,2026-07-31,2,,,0
MOZ,dpi.registry--tax-register,2026-08-31,2,,,0
MOZ,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-07-31,4,,,0
MOZ,finance.budget--sustainable-domestic-financing-of-digital-transformation,2026-08-31,4,,,0
MOZ,finance.new--mobilisation-of-non-state-finance,2026-07-31,1,0,2026,0
MOZ,finance.new--mobilisation-of-non-state-finance,2026-08-31,1,0,2026,0
MOZ,gov.discourse--non-governmental-contribution-to-national-policy,2026-07-31,,,,0
MOZ,gov.discourse--non-governmental-contribution-to-national-policy,2026-08-31,,,,0
MOZ,gov.discourse--open-discussion-of-government-policy,2026-07-31,2,,,0
MOZ,gov.discourse--open-discussion-of-government-policy,2026-08-31,2,,,0
MOZ,gov.legislate--access-to-information-legislation,2026-07-31,3,,,0
MOZ,gov.legislate--access-to-information-legislation,2026-08-31,3,,,0
MOZ,gov.legislate--ai-legislation-regulations,2026-07-31,2,,,0
MOZ,gov.legislate--ai-legislation-regulations,2026-08-31,2,,,0
MOZ,gov.legislate--cybersecurity-legislation,2026-07-31,3,,,0
MOZ,gov.legislate--cybersecurity-legislation,2026-08-31,3,,,0
MOZ,gov.legislate--data-protection-legislation,2026-07-31,2,,,0
MOZ,gov.legislate--data-protection-legislation,2026-08-31,2,,,0
MOZ,gov.legislate--digital-payments-legislation,2026-07-31,3,,,0
MOZ,gov.legislate--digital-payments-legislation,2026-08-31,3,,,0
MOZ,gov.legislate--e-commerce-legislation,2026-07-31,3,,,0
MOZ,gov.legislate--e-commerce-legislation,2026-08-31,3,,,0
MOZ,gov.legislate--legislation-covering-digital-id,2026-07-31,,,,0
MOZ,gov.legislate--legislation-covering-digital-id,2026-08-31,,,,0
MOZ,gov.legislate--legislation-enabling-data-interoperability,2026-07-31,3,,,0
MOZ,gov.legislate--legislation-enabling-data-interoperability,2026-08-31,3,,,0
MOZ,gov.legislate--statistics-legislation,2026-07-31,3,,,0
MOZ,gov.legislate--statistics-legislation,2026-08-31,3,,,0
MOZ,gov.policy--ai-strategy,2026-07-31,2,,,0
MOZ,gov.policy--ai-strategy,2026-08-31,2,,,0
MOZ,gov.policy--broadband-strategy,2026-07-31,3,,,0
MOZ,gov.policy--broadband-strategy,2026-08-31,3,,,0
MOZ,gov.policy--data-governance-policy,2026-07-31,2,,,0
MOZ,gov.policy--data-governance-policy,2026-08-31,2,,,0
MOZ,gov.policy--data-interoperability-framework-roadmap,2026-07-31,3,,,0
MOZ,gov.policy--data-interoperability-framework-roadmap,2026-08-31,3,,,0
MOZ,gov.policy--data-localisation-policies,2026-07-31,2,,,0
MOZ,gov.policy--data-localisation-policies,2026-08-31,2,,,0
MOZ,gov.policy--data-storage-cloud-strategy,2026-07-31,2,,,0
MOZ,gov.policy--data-storage-cloud-strategy,2026-08-31,2,,,0
MOZ,gov.policy--digital-transformation-strategy,2026-07-31,2,,,0
MOZ,gov.policy--digital-transformation-strategy,2026-08-31,2,,,0
MOZ,gov.policy--ict-strategy,2026-07-31,,,,0
MOZ,gov.policy--ict-strategy,2026-08-31,,,,0
MOZ,gov.policy--open-data-policy,2026-07-31,,,,0
MOZ,gov.policy--open-data-policy,2026-08-31,2,,,0
MOZ,gov.protect--data-protection-authority,2026-07-31,1,,,0
MOZ,gov.protect--data-protection-authority,2026-08-31,1,,,0
MOZ,gov.protect--national-data-protection-readiness,2026-07-31,,,,0
MOZ,gov.protect--national-data-protection-readiness,2026-08-31,,,,0
MOZ,gov.regional--cross-border-data-transfers,2026-07-31,,,,0
MOZ,gov.regional--cross-border-data-transfers,2026-08-31,,,,0
MOZ,gov.regional--regional-legal-harmonisation,2026-07-31,,,,0
MOZ,gov.regional--regional-legal-harmonisation,2026-08-31,,,,0
MOZ,gov.regional--regional-policy-collaboration,2026-07-31,,,,0
MOZ,gov.regional--regional-policy-collaboration,2026-08-31,,,,0
MOZ,gov.regional--shared-regional-infrastructure,2026-07-31,3,,,0
MOZ,gov.regional--shared-regional-infrastructure,2026-08-31,3,,,0
MOZ,gov.standards--adoption-of-international-standards,2026-08-31,,,,0
MOZ,gov.standards--national-interoperability-standards,2026-07-31,3,,,0
MOZ,gov.standards--national-interoperability-standards,2026-08-31,3,,,0
MOZ,gov.standards--national-quality-standards,2026-07-31,2,,,0
MOZ,gov.standards--national-quality-standards,2026-08-31,2,,,0
MOZ,include.access--citizen-feedback-portals,2026-07-31,2,,,0
MOZ,include.access--citizen-feedback-portals,2026-08-31,2,,,0
MOZ,include.access--citizen-participation-in-policy,2026-07-31,2,,,0
MOZ,include.access--citizen-participation-in-policy,2026-08-31,2,,,0
MOZ,include.access--gender-equity,2026-07-31,2,36.4583,2017,0
MOZ,include.access--gender-equity,2026-08-31,2,36.4583,2017,0
MOZ,include.access--inclusion-of-persons-with-disabilities,2026-07-31,3,,,0
MOZ,include.access--inclusion-of-persons-with-disabilities,2026-08-31,3,,,0
MOZ,include.access--inclusion-of-refugees-and-idps,2026-07-31,2,,,0
MOZ,include.access--inclusion-of-refugees-and-idps,2026-08-31,2,,,0
MOZ,include.divides--bridging-of-digital-divides,2026-07-31,,,,0
MOZ,include.divides--bridging-of-digital-divides,2026-08-31,,,,0
MOZ,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-07-31,,,,0
MOZ,infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2026-08-31,,,,0
MOZ,infra.capacity--robustness-of-government-hardware-and-software,2026-07-31,,,,0
MOZ,infra.capacity--robustness-of-government-hardware-and-software,2026-08-31,,,,0
MOZ,infra.connect--international-internet-bandwidth,2026-07-31,4,3,2025,0
MOZ,infra.connect--international-internet-bandwidth,2026-08-31,4,3,2025,0
MOZ,infra.connect--internet-exchange-points,2026-07-31,3,,,0
MOZ,infra.connect--internet-exchange-points,2026-08-31,3,,,0
MOZ,infra.connect--internet-usage,2026-07-31,1,20.5,2024,0
MOZ,infra.connect--internet-usage,2026-08-31,1,20.5,2024,0
MOZ,infra.connect--mobile-affordability,2026-07-31,1,6.4,2025,0
MOZ,infra.connect--mobile-affordability,2026-08-31,1,6.4,2025,0
MOZ,infra.connect--mobile-penetration,2026-07-31,4,77.3,2022,0
MOZ,infra.connect--mobile-penetration,2026-08-31,4,77.3,2022,0
MOZ,infra.connect--national-fibre-backbone,2026-07-31,2,,,0
MOZ,infra.connect--national-fibre-backbone,2026-08-31,2,,,0
MOZ,infra.connect--satellite-broadband-licensing-and-availability,2026-07-31,3,,,0
MOZ,infra.connect--satellite-broadband-licensing-and-availability,2026-08-31,3,,,0
MOZ,infra.cybersec--national-cybersecurity-readiness,2026-07-31,2,,,0
MOZ,infra.cybersec--national-cybersecurity-readiness,2026-08-31,2,,,0
MOZ,infra.energy--grid-reliability,2026-07-31,4,2.5257,2025,0
MOZ,infra.energy--grid-reliability,2026-08-31,4,2.5257,2025,0
MOZ,infra.energy--rural-electrification,2026-07-31,1,12.3,2024,0
MOZ,infra.energy--rural-electrification,2026-08-31,1,12.3,2024,0
MOZ,infra.store--local-data-centre-capacity-all-providers,2026-07-31,4,2,2026,0
MOZ,infra.store--local-data-centre-capacity-all-providers,2026-08-31,4,2,2026,0
MOZ,infra.store--local-data-centre-capacity-national-providers,2026-07-31,2,25,2026,0
MOZ,infra.store--local-data-centre-capacity-national-providers,2026-08-31,2,25,2026,0
MOZ,infra.store--off-site-backup-capacity,2026-07-31,,,,0
MOZ,infra.store--off-site-backup-capacity,2026-08-31,,,,0
MOZ,tech.ai--control-of-ai-abuse,2026-07-31,,,,0
MOZ,tech.ai--control-of-ai-abuse,2026-08-31,,,,0
MOZ,tech.ai--development-of-national-regional-ai-systems,2026-07-31,,,,0
