deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
tza-2026-101-1005,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,101,101 - Office of Chief Parliamentary Draftsman,101,Office of Chief Parliamentary Draftsman,10,Administration,1005,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The Office of Chief Parliamentary Draftsman's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1713378500,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 101, Programme 10, Subvote 1005, Total of Subvote, column 2026/2027 Estimates, PDF p. 736",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,17 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-104-1005,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,104,104 - President's Office - Youth Development,104,President's Office - Youth Development,10,Administration,1005,Information and Communication Technology Unit,,printed,printed,programme,Information and Communication Technology Unit,The President's Office - Youth Development's in-house ICT unit: staff and running costs of its information systems.,dpi.govtech,whole,"A subvote named as the institution's ICT function; its whole budget, staff and running costs, serves that function, as departmental IT subprogrammes are held elsewhere in this folder.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,1158654000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume II (Ministerial) recurrent estimates 2026/27, as passed, Vote 104, Programme 10, Subvote 1005, Total of Subvote, column 2026/2027 Estimates, PDF p. 744",2026-07-27-tza-vol-ii-ministerial-estimates-2026-27-as-passed-companion,2026-09-24,,18 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-036-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,036,036 - RAS Katavi,036,RAS Katavi,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Katavi's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,178518700,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 036, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 29-30",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,10 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-036-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,036,036 - RAS Katavi,036,RAS Katavi,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Katavi passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,342566333,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 036, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 32",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-047-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,047,047 - RAS Simiyu,047,RAS Simiyu,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Simiyu's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,132414000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 047, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 41",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,8 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-047-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,047,047 - RAS Simiyu,047,RAS Simiyu,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Simiyu passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,337881870,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 047, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 44",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-054-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,054,054 - RAS Njombe,054,RAS Njombe,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Njombe's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,141170000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 054, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 53",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,10 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-054-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,054,054 - RAS Njombe,054,RAS Njombe,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Njombe passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,329946000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 054, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 56",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-063-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,063,063 - RAS Geita,063,RAS Geita,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Geita's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,160343020,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 063, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 68",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,14 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-070-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,070,070 - RAS Arusha,070,RAS Arusha,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Arusha's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,181932800,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 070, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 80",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,12 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-070-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,070,070 - RAS Arusha,070,RAS Arusha,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Arusha passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,902387733,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 070, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 83",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-071-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,071,071 - RAS Pwani,071,RAS Pwani,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Pwani's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,181260000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 071, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 93",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,13 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-072-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,072,072 - RAS Dodoma,072,RAS Dodoma,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Dodoma's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,80000000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 072, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 105",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,7 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-073-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,073,073 - RAS Iringa,073,RAS Iringa,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Iringa's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,157459667,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 073, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 116",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,11 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-073-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,073,073 - RAS Iringa,073,RAS Iringa,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Iringa passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,565882000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 073, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 119",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-074-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,074,074 - RAS Kigoma,074,RAS Kigoma,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Kigoma's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,125182600,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 074, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 130-131",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,13 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-075-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,075,075 - RAS Kilimanjaro,075,RAS Kilimanjaro,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Kilimanjaro's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,109862000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 075, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 143-144",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,14 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-076-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,076,076 - RAS Lindi,076,RAS Lindi,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Lindi's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,147969800,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 076, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 154",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,12 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-076-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,076,076 - RAS Lindi,076,RAS Lindi,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Lindi passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,466717000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 076, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 157",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-077-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,077,077 - RAS Mara,077,RAS Mara,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Mara's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,166480000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 077, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 167",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,14 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-077-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,077,077 - RAS Mara,077,RAS Mara,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Mara passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,474771206,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 077, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 170",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-078-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,078,078 - RAS Mbeya,078,RAS Mbeya,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Mbeya's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,88614000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 078, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 181",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,11 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-078-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,078,078 - RAS Mbeya,078,RAS Mbeya,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Mbeya passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,537492000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 078, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 184",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-079-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,079,079 - RAS Morogoro,079,RAS Morogoro,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Morogoro's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,193207000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 079, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 194-195",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,12 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-079-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,079,079 - RAS Morogoro,079,RAS Morogoro,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Morogoro passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,574723000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 079, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 198",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-080-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,080,080 - RAS Mtwara,080,RAS Mtwara,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Mtwara's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,119018000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 080, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 208",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,13 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-080-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,080,080 - RAS Mtwara,080,RAS Mtwara,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Mtwara passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,867402000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 080, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 211",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-081-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,081,081 - RAS Mwanza,081,RAS Mwanza,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Mwanza's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,195130000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 081, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 221",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,11 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
tza-2026-081-8072,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,081,081 - RAS Mwanza,081,RAS Mwanza,80,Local Government Authorities,8072,Transfer to LGAs - ICT,,printed,printed,programme,Transfer to LGAs - ICT,Recurrent money the RAS Mwanza passes to the local government authorities in its region for ICT.,digital.localgov,whole,A subvote named for ICT transfers to local government authorities; its only item is the transfer.,domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,2183720000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 081, Programme 80, Subvote 8072, Total of Subvote, column 2026/2027 Estimates, PDF p. 224",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,"1 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate. The receiving LGAs' budgets are not held, so the transfer counts here."
tza-2026-082-1015,TZA,national,,2026/27,2026-07-01,2027-06-30,gregorian,original,,082,082 - RAS Ruvuma,082,RAS Ruvuma,10,Administration,1015,ICT and Statistics Unit,,printed,printed,programme,ICT and Statistics Unit,The RAS Ruvuma's combined ICT and statistics unit.,dpi.govtech,partial,"Named as a combined ICT and statistics unit; the ICT half is a digital function and the statistics half is data compilation, and the subvote prints one budget for both.",domestic-state,domestic-revenue,false,,TZS,full shillings as printed; the vote tables state Shs and carry no scale factor,,139537000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Volume III (Regional) recurrent estimates 2026/27, as passed, Vote 082, Programme 10, Subvote 1015, Total of Subvote, column 2026/2027 Estimates, PDF p. 234",2026-07-27-tza-vol-iii-regional-estimates-2026-27-as-passed-companion,2026-09-24,,15 GFS items sum to the printed subvote total in every column; the vote's subvotes sum to its printed estimate.
