indicator_id,progress,summary,developments,row_ids,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier
gov.regional--regional-policy-collaboration,No change,"The [sole non-signatory](2026-07-01-tralac-afcfta-legal-texts-policy-documents) to the continental trade agreement, and outside the coverage of the regional body's [digital integration programme](2026-01-26-igad-eardip-programme-page-member-states).","Of 55 member states of the continental union, [only this one has yet to sign](2026-07-01-tralac-afcfta-legal-texts-policy-documents) the consolidated text of the free trade agreement, with 49 having signed and deposited ratification instruments. That agreement covers digital trade among its areas.

Membership of the regional body has not produced participation either. The body's digital integration programme, which covers data governance and cross-border data flows, [states its coverage as seven named member states](2026-01-26-igad-eardip-programme-page-member-states) and does not include this one.",ERI-gov.regional-treaty-non-participation|ERI-gov.regional-connectivity-gap,1,ERI-gov.regional-treaty-non-participation,,,,,,,2026-08-31,0,sole AfCFTA non-signatory at July 2026; outside the regional digital integration programme
gov.regional--regional-legal-harmonisation,No change,Nothing to harmonise with. The country has [not signed the continental trade agreement](2026-07-01-tralac-afcfta-legal-texts-policy-documents) and is [outside the regional digital programme](2026-01-26-igad-eardip-programme-page-member-states).,"Harmonisation runs through the two frameworks the country stands outside. The continental free trade agreement, whose scope includes digital trade, [has not been signed here](2026-07-01-tralac-afcfta-legal-texts-policy-documents). The regional body's digital integration programme, which works on harmonised policies for data governance, cybersecurity and data protection, [names seven participating states and not this one](2026-01-26-igad-eardip-programme-page-member-states).

There is also little on the domestic side to bring into line. No data-protection law, [no electronic-signature legislation](2022-01-01-uneca-dtri-eritrea-digital-trade-regulatory-country-profile) and no cybersecurity strategy exist to be harmonised with anything.",ERI-gov.regional-treaty-non-participation|ERI-gov.protect-none,1,ERI-gov.regional-treaty-non-participation|ERI-gov.protect-none,,,,,,,2026-08-31,0,Sole non-signatory to the continental trade agreement; outside the regional digital programme; no cyberlaw to harmonise
gov.regional--cross-border-data-transfers,No change,"No transfer rule, because there is no data-protection law to carry one, and [no participation](2026-07-01-tralac-afcfta-legal-texts-policy-documents) in the framework that would supply one.","Cross-border transfer is governed by nothing. There is [no data-protection statute](2026-08-01-lawlab-africa-eritrea-data-protection) under which a transfer rule could sit, no authority that could authorise or refuse one, and no adequacy or localisation position of any kind.

Nor is one arriving from outside. The continental agreement whose scope includes digital trade [has not been signed](2026-07-01-tralac-afcfta-legal-texts-policy-documents), and the regional programme drafting harmonised rules [does not cover the country](2026-01-26-igad-eardip-programme-page-member-states). The financial system shows what that isolation looks like in practice: the regional peer assessment records a sector [less integrated with the global financial system](2025-07-01-esaamlg-eritrea-mutual-evaluation-report), with none of the instruments that would move data across a border in the first place.",ERI-gov.regional-treaty-non-participation|ERI-gov.policy-data-localisation|ERI-dpi.pay-financial-sector-isolation,1,ERI-gov.policy-data-localisation,,,,,,,2026-08-31,0,Nothing states where personal data may be held or how it may leave
gov.standards--national-interoperability-standards,No change,A [standards institution since 1995](1995-09-20-proclamation-75-eritrean-standards-institution) and a [regulator charged with setting technical standards](1998-03-02-eritrea-communications-proclamation-102). Neither has published an interoperability standard.,"The institutional basis exists twice over. The [standards institution was constituted in 1995](1995-09-20-proclamation-75-eritrean-standards-institution), and the [communications proclamation of 1998](1998-03-02-eritrea-communications-proclamation-102) makes the ministry's communications department sole sector regulator and sets the establishment of technical standards among its objectives.

What neither has produced is a published standard for how government systems exchange data. Nothing on the repository names an interoperability framework, a data dictionary or a common identifier convention, and the systems that do exist run separately: customs on its own platform, tax on another, health on a third, with no exchange layer between them.",ERI-gov.standards-esi|ERI-tech.industry-communications-proclamation,,,,,,,,,2026-08-31,0,standards body since 1995 with no digital standard recorded; no cited absence of interoperability standards
finance.budget--sustainable-domestic-financing-of-digital-transformation,No change,No domestic budget line and no institution to raise one. The [investment centre is dormant and the investment law effectively suspended](2025-01-01-us-state-dept-2025-investment-climate-statement-eritrea).,"The external country assessment establishes the position directly: [the investment centre created in 1998 is dormant and the 1994 investment law is effectively suspended](2025-01-01-us-state-dept-2025-investment-climate-statement-eritrea), with what non-state finance arrives negotiated case by case rather than through any standing institution.

No published budget names digital transformation as a line, and no revenue instrument is earmarked to it. What financing the repository can see is external and project-shaped: the [tax administration system](2026-06-15-afdb-estap-eritas-implementation-progress-report) and the [education programme grants](2024-04-19-gpe-eri-001-eritrea-emis-system-transformation-grant) are both financed from outside, and both would stop with their grants.",ERI-finance.budget-investment-climate,,,,,,,,,2026-08-31,0,"no budget document read; external assessment covers investment institutions, not a digital budget line"
finance.new--mobilisation-of-non-state-finance,No change,"No blended-finance or private-investment route. The [investment centre is dormant, the investment law suspended](2025-01-01-us-state-dept-2025-investment-climate-statement-eritrea), and deals are negotiated case by case.","The external country assessment is unambiguous about the machinery: [the investment centre is dormant and the investment law effectively suspended](2025-01-01-us-state-dept-2025-investment-climate-statement-eritrea), leaving no institution through which private or blended finance could be mobilised for anything, digital or otherwise.

The one active engagement on the repository runs the other way, from a public financier rather than a private one: a [bank mission to deepen the partnership](2026-05-11-afdb-eritrea-deepen-partnership-mission) and an [interim country strategy naming payment systems a priority to 2027](2025-11-01-afdb-eritrea-interim-country-strategy-paper-2025-2027). Neither mobilises non-state money; both propose to build the frameworks that would have to exist before any could be mobilised.",ERI-finance.budget-investment-climate|ERI-finance.mou-afdb-mission|ERI-dpi.pay-payment-systems-position,1,,0,per cent of GDP,2026,outputs/non-state-finance/ERI-nonstate.csv@2026-02-18,,,2026-08-31,0,no private digital commitment starting 2024–2026 on record
infra.connect--internet-exchange-points,No change,None. The exchange tracker [records no active exchange point and no listing in the peering database](2026-01-01-isoc-pulse-ixp-tracker-eritrea).,"The tracker states it directly: [there are no active internet exchange points in the country and none listed in the peering database](2026-01-01-isoc-pulse-ixp-tracker-eritrea). The tracker notes that networks using an exchange point rather than direct transit reduce their reliance on international traffic.

A [long-form policy piece argues that domestic traffic should not needlessly leave the country](2026-08-10-mesobjournal-eritrea-digital-sovereignty); no government document proposes an exchange. Nothing records a peering arrangement being negotiated or an exchange being constituted.",ERI-infra.connect-internet-exchange-points|ERI-infra.store-digital-infrastructure-proposal,1,ERI-infra.connect-internet-exchange-points,,,,,,,2026-08-31,0,Exchange tracker records none active; August diaspora proposal has no government adoption
infra.store--local-data-centre-capacity-all-providers,No change,"One provider, and it is the state operator. Its [private cloud is hosted entirely in its own data centres](2026-08-31-eritel-private-cloud-services); no other facility is named on the repository.","The repository now holds primary evidence that domestic hosting capacity exists, which it did not before. The state operator's [private cloud service](2026-08-31-eritel-private-cloud-services) is offered in three subscription tiers and hosted entirely in the operator's own facilities.

What it does not hold is any measure of that capacity. No aggregate figure, facility count, floor area, power draw or location is published for the country by anyone, and no second provider appears anywhere. A [long-form policy piece argues that critical state information and nationally important services should be capable of being hosted domestically](2026-08-10-mesobjournal-eritrea-digital-sovereignty), which is an argument rather than a measure.",ERI-infra.store-eritel-private-cloud|ERI-infra.store-digital-infrastructure-proposal,1,,0,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-08-31,,,2026-08-31,0,no multi-tenant data centre in service in Corpus's dataset of the 54
infra.store--local-data-centre-capacity-national-providers,No change,"The only national provider is the state operator, whose [private cloud runs in its own data centres](2026-08-31-eritel-private-cloud-services). No capacity figure is published at any date.","National capacity and total capacity are the same number here, because the state operator is the only provider on the repository. Its [private cloud](2026-08-31-eritel-private-cloud-services) offers storage tiers of 100, 250 and 500 gigabytes for 20, 50 and 100 users, hosted in its own facilities.

Those are subscription sizes rather than a statement of the estate behind them, and nothing published says how large that estate is, where it sits or how it is powered. The [grid it draws on delivers 52 MW reliably against 74.3 MW of demand](2026-02-01-afdb-energy-integrated-project-appraisal-grid-reliability), which is the practical ceiling on how much of anything can be hosted here.",ERI-infra.store-eritel-private-cloud|ERI-infra.energy-grid-position,,,,,,,,,,,
infra.store--off-site-backup-capacity,No change,The only published recovery commitment is the state operator's: a [six-day recovery objective on a 90 per cent uptime service level](2026-08-31-eritel-private-cloud-services).,"No government backup arrangement is published for any system, and no second site is named for any of them. The one figure the repository can offer comes from the commercial side: the state operator's private cloud [states a 90 per cent uptime service level and a recovery-time objective of up to six days](2026-08-31-eritel-private-cloud-services).

That is the measure of what recovery means in this market. A six-day objective is what a subscriber is promised by the country's only provider, and nothing suggests the systems the government runs itself are held to anything better. Whether the customs, tax or health systems have off-site copies at all is not stated anywhere on the repository.",ERI-infra.store-eritel-private-cloud,,,,,,,,,2026-08-31,0,Only the state operator's commercial private cloud (six-day recovery objective) is held; no government backup site or contract on record
infra.energy--sufficient-energy-and-water-for-data-centres,No change,The grid [delivers 52 MW reliably against 74.3 MW of demand](2026-02-01-afdb-energy-integrated-project-appraisal-grid-reliability). No data centre's supply arrangement or water requirement is published.,"The financier's appraisal states the position: [installed capacity of 157 MW with only 52 MW reliably available against demand of 74.3 MW](2026-02-01-afdb-energy-integrated-project-appraisal-grid-reliability), renewables at 6 MW, and generation almost entirely reliant on imported diesel through ageing and breakdown-prone plant.

A grid meeting two thirds of the demand already placed on it is the constraint every hosted system in the country sits behind. Against that, no facility's supply arrangement, tariff, generator provision or water requirement is published for the [one provider-hosted cloud on the repository](2026-08-31-eritel-private-cloud-services), and the question of whether a data centre could be powered here has not been publicly put.",ERI-infra.energy-grid-position|ERI-infra.store-eritel-private-cloud,,,,,,,,,,,
infra.energy--grid-reliability,"Movement, on paper",A financier's appraisal put [52 MW of 157 MW reliably available against 74.3 MW of demand](2026-02-01-afdb-energy-integrated-project-appraisal-grid-reliability); a [twelve-centre architecture](2026-01-24-shabait-president-isaias-interview-12-minigrid-energy-plan) was stated in answer.,"Two things happened in the window and neither is a megawatt. In January the head of state set out a decentralised architecture in interview: [twelve independent mini-grid power centres targeting 360 MW, each growing to 30 MW and eventually interconnected toward about 2,000 MW](2026-01-24-shabait-president-isaias-interview-12-minigrid-energy-plan), framed explicitly against the inadequacy of the existing centralised grid.

In February the financier's appraisal stated the position it is answering: [installed capacity 157 MW with 52 MW reliably available against 74.3 MW of demand](2026-02-01-afdb-energy-integrated-project-appraisal-grid-reliability), renewables at 6 MW and generation reliant on imported diesel through ageing plant. No site, cost, financier or date has been published against the twelve centres.",ERI-infra.energy-grid-position|ERI-infra.energy-minigrid-plan,,,,,,,,,,,
infra.energy--rural-electrification,"Movement, an architecture stated and nothing sited","The head of state set out [twelve mini-grid centres targeting 360 MW](2026-01-24-shabait-president-isaias-interview-12-minigrid-energy-plan), decentralised by design. No site, cost or date has been published.","The stated approach is decentralisation rather than extension of the existing network: [twelve independent mini-grid power centres, each growing to 30 MW toward a 360 MW target, to be interconnected later](2026-01-24-shabait-president-isaias-interview-12-minigrid-energy-plan). For a country where the grid reaches a minority of the population, that is the right shape of answer.

It remains an architecture. Nothing names a site, a cost, a financier or a date, and the [appraisal from a month later](2026-02-01-afdb-energy-integrated-project-appraisal-grid-reliability) describes a system still almost entirely dependent on imported diesel with renewables at 6 MW.",ERI-infra.energy-minigrid-plan|ERI-infra.energy-grid-position|ERI-digital.localgov-ict,2,,43.2,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-08-31,0,on a survey figure via wdi-elc-accs-rural
infra.capacity--robustness-of-government-hardware-and-software,No change,"No audit of government hardware or software is held; the police [trained members from every station in computer, printer and network maintenance](2026-06-04-shabait-vocational-training-college-students-police) in June 2026.","No assessment of the robustness of government hardware or software is held. The education ministry's own list of challenges names [weak teacher management information systems and inadequate technological infrastructure and internet connectivity](2025-12-16-unesco-iicba-eritrea-tmis-zambia-workshop).

The nearest evidence on upkeep is maintenance training: the police force [trained members from every station in computer, printer and network maintenance](2026-06-04-shabait-vocational-training-college-students-police) in June 2026.",ERI-dpi.mis-education-information-system-standing|ERI-digital.localgov-ict|ERI-digital.rural-police-station-systems,,,,,,,,,2026-08-31,0,police records system on the state's 2017 report only; core finance and revenue systems not described
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,"Movement, in training rather than in systems","Three training programmes reached government staff in the window: [police maintenance](2026-06-04-shabait-vocational-training-college-students-police), [geospatial analysis](2026-07-13-shabait-eritrea-gis-training-gash-barka) and [records digitisation](2025-09-08-shabait-training-documentation-archives).","The capacity work is real and it is all training. The police trained members drawn from every station and headquarters in [computer maintenance, printer maintenance and networking](2026-06-04-shabait-vocational-training-college-students-police). One regional administration and the national documentation centre trained 64 local-institution employees in [document organisation, preservation and digital document management](2025-09-08-shabait-training-documentation-archives). A second region's administration and its sectoral branches took [geospatial training framed as closing gaps in the existing information system](2026-07-13-shabait-eritrea-gis-training-gash-barka).

Alongside those, a regional economic commission trained over 25 ministry staff in [geographic information systems, remote sensing and land-cover classification](2026-03-01-uneca-eritrea-geospatial-capacity-workshop). What none of it amounts to yet is a system built or maintained here rather than delivered from outside.",ERI-digital.rural-police-station-systems|ERI-digital.localgov-records-digitisation-training|ERI-gov.policy-geospatial-framework-capacity|ERI-capacity.literacy-civil-service,2,ERI-gov.policy-geospatial-framework-capacity|ERI-digital.localgov-records-digitisation-training|ERI-capacity.literacy-civil-service,,,,,,,2026-08-31,0,training exercises only; no in-house team maintaining a system on record
dpi.exchange--national-data-exchange-system,No change,No exchange layer. The systems that exist run separately: [customs on its own platform](2026-01-08-undp-eritrea-asycuda-world-digital-customs) and a [vulnerability database](2023-04-01-un-eritrea-annual-results-report-2022) in the welfare ministry.,"Nothing on the repository names a national data exchange, a shared bus or a common identifier convention. What exists is a set of unconnected systems: the [customs platform inaugurated in January 2026](2026-01-08-undp-eritrea-asycuda-world-digital-customs), which serves officials on an intranet; the welfare ministry's [vulnerability database](2023-04-01-un-eritrea-annual-results-report-2022); the tax system under construction; and the health information system.

There is one working instance of one system consuming another's output, and it is a legal duty rather than a technical connection: the anti-money-laundering proclamation requires financial institutions to [set customer identification policies](2014-09-08-eritrea-aml-cft-proclamation-175-2014-id-kyc).",ERI-dpi.exchange-asycuda-world|ERI-dpi.exchange-vulnerability-database|ERI-dpi.id-aml-customer-identification,,,,,,,,,2026-08-31,0,customs platform and a standalone database only; no exchange layer or cited absence
dpi.id--national-maintenance-of-id-and-credentials-systems,No change,"The card is issued and maintained on paper. [Most holders still carry the old handwritten card](2025-11-01-us-state-dept-eritrea-civil-documents-national-id), with a long application backlog.","The standing position is set out in the external civil-documents reference: the identity card is issued by the immigration and nationality department at a fee of 100 nakfa, a plastic card with hologram and fingerprint was introduced late in 2015 for those aged 18 and over, and [very few new cards are in circulation, most people still holding the old handwritten cards, with a long backlog of applications](2025-11-01-us-state-dept-eritrea-civil-documents-national-id).

A credential most of whose holders carry a handwritten version is not maintained in the sense this indicator asks about. [The electronic card was being introduced to replace the handwritten one in 2018](2018-09-26-eritrea-national-id-card-ecoi), and that replacement is still incomplete.",ERI-dpi.id-identity-card-issuance|ERI-dpi.id-national-identity-card|ERI-dpi.id-foundational-id,,,,,,,,,2026-08-31,0,"issued by the immigration department; platform, supplier and contracts not on record"
dpi.id--authentication,No change,Authentication is a card shown at a counter. The [anti-money-laundering proclamation](2014-09-08-eritrea-aml-cft-proclamation-175-2014-id-kyc) requires financial institutions to identify customers; no electronic verification is recorded.,"The only authentication duty on the repository is the anti-money-laundering proclamation's: financial institutions must [set customer identification and acceptance policies for business relationships and for cash transactions above US$10,000](2014-09-08-eritrea-aml-cft-proclamation-175-2014-id-kyc), with the central bank supervising.

That is authentication done by eye. There is no verification service, no electronic signature framework and no credential that could be checked against a register, and the [financial system it serves has no automatic teller machines, cards or internet banking](2025-07-01-esaamlg-eritrea-mutual-evaluation-report) to check one at. [Most cardholders carry a handwritten card](2025-11-01-us-state-dept-eritrea-civil-documents-national-id).",ERI-dpi.id-aml-customer-identification|ERI-dpi.id-identity-card-issuance|ERI-dpi.pay-financial-sector-isolation,,,,,,,,,2026-08-31,0,no internet banking or cards per 2025 mutual evaluation; no statement on credential verification
dpi.id--digital-id-from-birth,No change,"The [card is issued from age 18](2025-11-01-us-state-dept-eritrea-civil-documents-national-id); [birth registration feeds the zoba population registers, which also record the identity number](2021-01-21-swiss-sem-focus-eritrea-digital-population-registers).","There is no credential that follows a person from birth. Civil registration of births exists and is partial; the identity card is a separate document [issued from age 18 by the immigration and nationality department at a fee of 100 nakfa](2025-11-01-us-state-dept-eritrea-civil-documents-national-id).

The registers that do exist are held at zoba level, and [birth registration reaches them through the local family register](2021-01-21-swiss-sem-focus-eritrea-digital-population-registers).",ERI-dpi.registry-civil-registration|ERI-dpi.id-identity-card-issuance|ERI-dpi.id-foundational-id,,,,,,,,,2026-08-31,0,civil registration partial with no figures; link between birth records and ID not described
dpi.id--use-by-other-systems,No change,"Banks carry a [customer identification duty](2014-09-08-eritrea-aml-cft-proclamation-175-2014-id-kyc), and the card is [required before a passport is issued](2026-03-02-uk-gov-eritrea-knowledge-base-profile); no electronic check is recorded.","The clearest standing example of the national credential being used by a system other than the one that issues it is the anti-money-laundering proclamation, which requires financial institutions to [set customer identification policies for business relationships and large cash transactions](2014-09-08-eritrea-aml-cft-proclamation-175-2014-id-kyc).

Beyond that, a [national identity card is a precondition of passport issue](2026-03-02-uk-gov-eritrea-knowledge-base-profile) and [of a fixed telephone line](2025-01-01-eritel-apply-for-services), and there is [no online public service portal](2022-01-01-eritrea-global-digital-identity-index-govtech) that could ask for it.",ERI-dpi.id-aml-customer-identification|ERI-dpi.govtech-online-services,,,,,,,,,2026-08-31,0,no public register shown keyed on the national ID; no cited absence
dpi.pay--revenue-collection,Movement,"The tax administration system reached [67.21 per cent disbursement with software and hardware installed](2026-06-15-afdb-estap-eritas-implementation-progress-report) by June 2026, its progress rated satisfactory.","The financier's own supervision report is the most authoritative current statement of the system's standing: [software and hardware delivery and installation complete, the first release's requirements specification complete, disbursement at 67.21 per cent as of June 2026, and implementation progress rated satisfactory](2026-06-15-afdb-estap-eritas-implementation-progress-report). That is real movement on a project [put to tender in September 2023](2023-09-07-eritrea-eritas-spn-afdb).

What it does not yet show is revenue collected through it. No taxpayer register size is published at any date, no filing or payment volume is reported, and the [payment systems the money would move over are themselves named a priority for construction to 2027](2025-11-01-afdb-eritrea-interim-country-strategy-paper-2025-2027). Collection remains a counter transaction.",ERI-dpi.mis-eritas-progress|ERI-dpi.mis-tax-administration|ERI-dpi.pay-payment-systems-position,,,,,,,,,2026-08-31,0,tax system installed but not live; electronic payment or filing not in its stated scope
dpi.pay--b2b-and-b2g-functionality,No change,Neither exists. The regional assessment records a state-owned sector with [no cards and no internet banking](2025-07-01-esaamlg-eritrea-mutual-evaluation-report).,"The regional peer assessment, following an on-site visit in 2024, states that the financial system is state-owned and offers [simple and less sophisticated services with no automatic teller machines, debit or credit cards or internet banking](2025-07-01-esaamlg-eritrea-mutual-evaluation-report), and that the financial intelligence unit is not yet operational.

Business-to-business and business-to-government payment are not partially available here; the instruments they would run on do not exist. [Wallets linked to the state operator are an emerging entry point with limited functionality, and no independent fintech startups are present](2026-03-30-eritreas-fintech-ecosystem-2026-financial-inclusion). The financier's country strategy [names payment systems an explicit priority for 2025 to 2027](2025-11-01-afdb-eritrea-interim-country-strategy-paper-2025-2027), which is a statement that the work has not started.",ERI-dpi.pay-financial-sector-isolation|ERI-dpi.pay-none|ERI-dpi.pay-payment-systems-position,1,ERI-dpi.pay-financial-sector-isolation,,,,,,,2026-08-31,0,2025 mutual evaluation: no internet banking or cards; procurement channel not on record
dpi.pay--cross-border-functionality,No change,"The regional assessment finds the sector [less integrated with the global financial system](2025-07-01-esaamlg-eritrea-mutual-evaluation-report), with no cards and no internet banking to connect it.","The peer assessment adopted in July 2025 states the position plainly: a state-owned financial system offering [simple and less sophisticated services, with no automatic teller machines, debit or credit cards or internet banking, and less integrated with the global financial system](2025-07-01-esaamlg-eritrea-mutual-evaluation-report). Its financial intelligence unit is not yet operational.

Nothing else on the repository bears on cross-border payment. There is no correspondent arrangement named, no remittance corridor described and no regional settlement scheme the country participates in, which is consistent with its position [outside the continental trade agreement](2026-07-01-tralac-afcfta-legal-texts-policy-documents) and outside the regional digital programme.",ERI-dpi.pay-financial-sector-isolation|ERI-gov.regional-treaty-non-participation,1,ERI-dpi.pay-financial-sector-isolation,,,,,,,2026-08-31,0,"2025 mutual evaluation: no cards or internet banking, system not integrated globally"
dpi.pay--consumer-protection,No change,"No payment consumer-protection rule, because there are no payment products. The only complaint route on the repository is the [state operator's internet complaint form](2026-08-31-eritel-internet-complaint-hub).","There is nothing for a payments consumer-protection regime to protect. The regional assessment records a state-owned sector with [no cards and no internet banking](2025-07-01-esaamlg-eritrea-mutual-evaluation-report). No dispute, chargeback or redress rule appears anywhere.

The one working consumer route the repository holds belongs to the telecommunications side: the state operator's [internet complaint form](2026-08-31-eritel-internet-complaint-hub), alongside its [published terms of access to services](2025-01-01-eritel-apply-for-services). Neither is a financial protection, and neither sits under a regulator with power to enforce.",ERI-dpi.pay-financial-sector-isolation|ERI-include.access-eritel-complaints|ERI-include.access-eritel-service-terms,,,,,,,,,2026-08-31,0,"No digital financial services exist to regulate; the operator's complaint form covers internet service, not finance"
dpi.registry--social-protection-register,No change,"A [vulnerability database in the welfare ministry](2023-04-01-un-eritrea-annual-results-report-2022) collecting gender-segregated data, under a [social protection policy running to 2026](2025-10-01-eritrea-fourth-periodic-report-acrwc-disability).","The register exists and its shape is described in the government's own periodic report: a [national social protection policy and strategic plan for 2022 to 2026, a disability policy revised in 2021, and accession to the disability rights convention in December 2024](2025-10-01-eritrea-fourth-periodic-report-acrwc-disability). Behind them sits the labour and welfare ministry's [vulnerability database, collecting gender-segregated data on persons with disabilities and other vulnerable groups](2023-04-01-un-eritrea-annual-results-report-2022).

Nothing in the window changed its coverage, its size or its operation. The [external committee's observations of July 2026](2026-07-22-acerwc-concluding-observations-eritrea) are an assessment of the framework rather than a change to it.",ERI-dpi.exchange-vulnerability-database|ERI-dpi.registry-disability-and-social-protection-framework,3,ERI-dpi.exchange-vulnerability-database,,,,,,,2026-08-31,0,welfare ministry vulnerability database per UN report; programme use and coverage not on record
dpi.registry--tax-register,Movement,The system that would hold it reached [67.21 per cent disbursement with hardware and software installed](2026-06-15-afdb-estap-eritas-implementation-progress-report). No register size is published at any date.,"The taxpayer register is being built rather than counted. The financier's supervision report records [software and hardware delivered and installed, the first release's requirements specification complete, and disbursement at 67.21 per cent as of June 2026](2026-06-15-afdb-estap-eritas-implementation-progress-report), with implementation progress rated satisfactory against a project [put to tender in September 2023](2023-09-07-eritrea-eritas-spn-afdb).

What no source states is how many taxpayers are registered, at this or any earlier date, or what proportion of economic activity the register reaches. Until the first release runs there is no register to measure, and the repository carries the project's progress in place of the thing it will produce.",ERI-dpi.mis-eritas-progress|ERI-dpi.mis-tax-administration,,,,,,,,,2026-08-31,0,legacy tax system implied; register integrity and identifiers not described
dpi.mis--education,Movement,A consultancy was sought in June 2026 for [analytical support to the education information system](2026-06-11-unesco-iicba-eritrea-emis-data-analytical-support-rfp).,"The request for proposal is targeted work against a diagnosis the government has already made. It seeks a consultant for [analytical support to the education management information system, responding to identified weaknesses in analysis, gender disaggregation and data use, and requiring analysis of teacher deployment and attrition by gender and location, ministry workshops and a validated policy brief](2026-06-11-unesco-iicba-eritrea-emis-data-analytical-support-rfp), with a deadline in July 2026.

The ministry's own list of challenges includes [weak teacher management information systems and inadequate technological infrastructure and connectivity](2025-12-16-unesco-iicba-eritrea-tmis-zambia-workshop), set out before a teacher management workshop in June 2025.",ERI-dpi.mis-emis-analytical-support|ERI-dpi.mis-education-information-system-standing|ERI-dpi.mis-education,2,ERI-dpi.mis-emis-analytical-support|ERI-dpi.mis-education-information-system-standing,,,,,,,2026-08-31,0,EMIS being strengthened with named weaknesses; no annual census publication on record
dpi.mis--social-protection,No change,"The [vulnerability database](2023-04-01-un-eritrea-annual-results-report-2022) is the system, under a [social protection policy running to 2026](2025-10-01-eritrea-fourth-periodic-report-acrwc-disability).","What exists is a register rather than a management system: the labour and welfare ministry's [vulnerability database, collecting gender-segregated data on persons with disabilities and other vulnerable groups](2023-04-01-un-eritrea-annual-results-report-2022), under a [social protection policy and strategic plan running to 2026](2025-10-01-eritrea-fourth-periodic-report-acrwc-disability).

The [children's rights committee adopted concluding observations on the country's combined fifth and sixth reports at the end of January 2025](2025-03-05-ohchr-crc-concluding-observations-eritrea); the captured text does not reach its findings on data. Nothing in the window records a caseload figure, a payment record or an eligibility rule.",ERI-dpi.mis-child-protection-data|ERI-dpi.exchange-vulnerability-database|ERI-dpi.registry-disability-and-social-protection-framework,,,,,,,,,2026-08-31,0,vulnerability database is not a programme MIS; no programme system on record
dpi.mis--justice,No change,None. The justice ministry's own review of its year [names advancing the use of technology and describes no system](2025-01-10-eritrea-ministry-of-justice-activity-assessment).,"The absence is established by the ministry itself. Its 2024 activity review and 2025 plan [names advancing the use of technology among its priority programmes and does not name or describe any court case-management or justice management information system](2025-01-10-eritrea-ministry-of-justice-activity-assessment). That is the best available statement of the sector's standing, and what it establishes is that no such system is on the record.

The law the sector applies compounds it. The children's rights committee recorded in April 2026 that [the 2015 Penal Code has not yet been enacted](2026-07-22-acerwc-concluding-observations-eritrea).",ERI-dpi.mis-justice-information-system|ERI-dpi.mis-child-protection-data,,,,,,,,,2026-08-31,0,ministry's own review names no system; not a statement that records are paper-based
dpi.mis--land,"Movement, in the capacity behind it rather than in the system","The [cadastral office dates from 1997](1997-05-19-eritrea-proclamation-95-1997-land-registration-cadastral-office). What moved was training: [land ministry staff in geospatial analysis](2026-02-28-eritrea-gis-training-asmara-unega), twice in the window.","The register itself is unchanged: a [cadastral office and land register constituted by proclamation in 1997](1997-05-19-eritrea-proclamation-95-1997-land-registration-cadastral-office), with no published statement of coverage, digitisation or parcel count at any date.

What moved is the analytical capacity around it. A four-week workshop trained over 25 [land, water and environment ministry staff in geographic information systems, remote sensing, land use and land cover classification and watershed analysis](2026-03-01-uneca-eritrea-geospatial-capacity-workshop), the second phase of a partnership with a regional economic commission. A [parallel course reached experts from five ministries plus the cartographic centre and regional administrations](2026-02-28-eritrea-gis-training-asmara-unega), and a [third extended it to a region in July](2026-07-13-shabait-eritrea-gis-training-gash-barka).",ERI-dpi.registry-land|ERI-gov.policy-geospatial-framework-capacity|ERI-gov.policy-igif,,,,,,,,,2026-08-31,0,cadastral office and GIS training only; no land information system on record
digital.localgov--digitalisation-of-local-government-records,"Movement, in training rather than in records","Two regional administrations took records training in the window: [64 local-institution employees in document management](2025-09-08-shabait-training-documentation-archives), then [a second region on geospatial systems](2026-07-13-shabait-eritrea-gis-training-gash-barka).","One regional administration, with the national research and documentation centre, trained 64 employees of local institutions in [document organisation, preservation, evaluation and digital document management](2025-09-08-shabait-training-documentation-archives) in September 2025. In July 2026 a second region's administration and its sectoral branches took [geospatial training framed as addressing gaps in the existing information system and improving documentation practices](2026-07-13-shabait-eritrea-gis-training-gash-barka).

Both are capacity-building rather than an operating digitised-records system. Nothing records a local register being converted.",ERI-digital.localgov-records-digitisation-training|ERI-digital.localgov-ict,,,,,,,,,2026-08-31,0,records training only; no records system approved or in service
