indicator_id,progress,summary,developments,row_ids,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier
dpi.id--interoperability-of-birth-registration-and-digital-id,Movement,"A [point-of-birth pilot](2025-10-28-world-bank-digital-liberia-week-2025-event-book) links birth certificate, identity number and immunisation record; integration remains a stated priority.","The [identification session at Digital Liberia Week](2025-10-28-world-bank-digital-liberia-week-2025-event-book) in October 2025 carried the results of a UNICEF-supported pilot integrating birth registration with the national identity system, with the registry's executive director and UNICEF's chief of child protection setting out a point-of-birth workflow linking birth certificate, national identity number and immunisation record.

In [July 2026 the health ministry](2026-07-18-liberia-moh-crvs-decade-progress-registrar-generals-meeting) named interoperability with the identity registry among its civil-registration priorities for 2026-2036. Those are objectives rather than achieved conditions, and no national link is recorded as live.

The identification registry [plans one NID-CRVS system linking national identity with civil registration and vital statistics under the proposed US$54m partnership](2026-09-14-liberia-nid-crvs-link-osd-ppp-biometricupdate), signed but awaiting parliamentary approval. Nothing of it is built.",LBR-dpi.id-birth-registration-link|LBR-dpi.id-national-identification-concession,2,LBR-dpi.id-birth-registration-link,,,,,,,2026-08-31,0,point-of-birth linkage piloted; interoperability a 2026-2036 objective
dpi.id--use-by-other-systems,No change,"[Module registration was tied to the identity number](2024-10-10 Liberia sets July 2025 deadline for SIM registration linked to national ID (LTA-NIR MoU)) with a July 2025 deadline, and no compliance figure or enforcement action has followed.","The deadline was set under an October 2024 memorandum between the telecoms regulator and the identity registry ([memorandum](2024-10-10 Liberia sets July 2025 deadline for SIM registration linked to national ID (LTA-NIR MoU))).

No revised deadline is published either, on a register whose issuance was halted for most of the period the deadline ran, so the requirement and the credential it requires were unavailable at the same time.

The civil service uses the register for its payroll: under a [memorandum signed in May 2024](2024-05-28-csa-nir-mou-service-delivery) the Civil Service Agency [verifies government employees through the registry's e-verification portal and carries identity numbers on their work cards](2025-03-11-fpa-nir-digital-transformation-partnerships-enrollment), and the registry [reported ghost names removed from the payroll by March 2025](2025-03-11-fpa-nir-digital-transformation-partnerships-enrollment) without publishing a count.",LBR-dpi.id-sim-nin|LBR-dpi.id-csa-payroll-verification,3,LBR-dpi.id-csa-payroll-verification,,,,,,,2026-08-31,0,civil service payroll verified against the registry; no reconciliation across registers
dpi.pay--governance-role-of-central-bank,Movement,A [directive of September 2025](2025-09-23-cbl-directive-002-2025-routing-government-payments-neps-iips) routes all government mobile-money payments and collections through the national switch.,"[Directive CBL/E-GOV/DIR/002/2025](2025-09-23-cbl-directive-002-2025-routing-government-payments-neps-iips) requires every government payment to a beneficiary by mobile money — salaries, pensions, social benefits and other transfers — to route exclusively through the national switch from 27 October 2025, and all revenue collections by mobile money from 1 December 2025.

The bank's [2025 annual report](2026-03-31-cbl-annual-report-2025) sets out the rest of what it governs: the payment system section, the regional settlement system, the instant payment system and mobile money, with a first series of cross-border transfers terminating into mobile wallets. Its [2026 policy statement](2026-01-01-liberia-cbl-policy-statement-2026) adds continuity and resilience testing obligations for participants.",LBR-dpi.pay-neps-routing-directive,3,LBR-dpi.pay-neps-routing-directive,,,,,,,2026-08-31,0,central bank directs government payments through its switch; no consumer-protection function on record
dpi.pay--g2p-functionality,Movement,Government-to-person mobile payments have routed [exclusively through the national switch](2025-09-23-cbl-directive-002-2025-routing-government-payments-neps-iips) since 27 October 2025.,"The [directive](2025-09-23-cbl-directive-002-2025-routing-government-payments-neps-iips) names salaries, pensions, social benefits and other transfers, with settlement into the central account. The [governor's launch remarks](2025-12-17-cbl-eg-saamoi-special-remark-iips-launch-december-2025) of 16 December 2025 set out what the instant payment platform is to carry, including government-to-person payments, as the first phase of the national switch.

The largest live government-to-person flow runs outside it on an operator rail: the social protection project reports [over 15,000 households paid and more than L$1 billion disbursed](2026-01-27-liberia-realise-boakai-annual-message-cash-transfer-disbursement), delivered through mobile money, against a scheduled project closure in late 2026 with no successor named.",LBR-dpi.pay-neps-routing-directive|LBR-dpi.registry-social-registry,3,LBR-dpi.registry-social-registry|LBR-dpi.pay-neps-routing-directive,,,,,,,2026-08-31,0,social transfers paid over mobile money; salaries and pensions not shown digital
dpi.pay--revenue-collection,Movement,A [mobile-money tax platform](2025-07-23-lra-orange-ecobank-integrated-mobile-money-tax-platform) carries taxes and fees for 18 ministries over USSD without internet.,"The [platform launched in July 2025](2025-07-23-lra-orange-ecobank-integrated-mobile-money-tax-platform) connects directly to the integrated tax administration system and carries taxes and fees for 18 ministries and agencies over USSD with a text-message receipt, so it works without a data connection. It predates the central bank's routing mandate.

From [1 December 2025 all revenue collections by mobile money](2025-09-23-cbl-directive-002-2025-routing-government-payments-neps-iips) must route through the national switch. A [compliance audit covering 2018 to 2024](2026-05-20-mfdp-lra-cbl-joint-press-conference-gac-revenue-collection-audit) found variances between bills and payments in the customs and tax systems, discrepancies between the tax system and the general revenue account, and unauthorised withdrawals in transitory accounts.",LBR-dpi.pay-mobile-money-tax,3,LBR-dpi.pay-mobile-money-tax,,,,,,,2026-08-31,0,mobile money tax payment for 18 agencies; customs and electronic share not on record
dpi.pay--b2b-and-b2g-functionality,Regressed,"The state auditor found [US$36,768 paid in full](2026-08-11-liberia-gac-audit-undelivered-digital-lending-platform) for a digital lending platform that was contractually due live in May 2025 and never deployed.","The field verification was in May 2026 and the management letter issued in June ([audit](2026-08-11-liberia-gac-audit-undelivered-digital-lending-platform)).

The same audit found no functional project audit committee, a US$27,000 consultancy let without competitive procurement, and an agriculture commercialisation fund reporting dashboard never formally handed over to the ministry ([audit](2026-08-11-liberia-gac-audit-undelivered-digital-lending-platform)).",LBR-dpi.mis-star-p-digital-lending-platform,,,,,,,,,2026-08-31,0,unplaced: mapped row is an undelivered lending platform; the e-procurement platform sits under dpi.govtech-egp
dpi.pay--p2p-p2g-and-p2b-functionality,Movement,"An [inclusive instant payment system](2026-08-16-africanenda-liberia-instant-payment-system-73-days-webinar) launched in December 2025 in 73 business days, interoperable between the two mobile-money networks.","It covers person-to-person and government-to-person payments, where mobile money had been split between two closed networks ([launch](2025-12-17-cbl-launches-iips-mobile-money-silos-fpa), [system](2025-12-16-liberia-launches-iips-techafricanews)).

The central bank's own account is that it was built to a business case rather than to a regulation and sequenced government payments first, moving civil-servant salaries off cheques into wallets and so giving the integrated operators access to float, against a national target of 50 per cent of adults holding an account ([central bank account](2026-08-16-africanenda-liberia-instant-payment-system-73-days-webinar)).

A national electronic payment switch is named as the follow-on, alongside person-to-government payments, with no go-live date or budget line published ([switch](2026-07-28-liberian-observer-24-hour-digital-economy-national-switch), [expansion](2026-07-13 Liberia Expands Digital Finance)).",LBR-dpi.pay-pay-na-na|LBR-dpi.pay-national-switch,3,LBR-dpi.pay-pay-na-na,,,,,,,2026-08-31,0,two-operator interoperability with G2P; merchant and P2G payments and agent networks not on record
dpi.pay--population-uptake,No change,"[52 per cent account ownership with more than 11m wallets](2026-07-13 Liberia Expands Digital Finance) in 2024 is the repository's current statement, with no later figure published.","The reading is two years old ([account ownership](2026-07-13 Liberia Expands Digital Finance)).

It predates the instant payment system, the interoperable fee schedule and the movement of civil-servant salaries into wallets, so the one measure of uptake the repository holds is from before everything that would have moved it.

The central bank's assessment for its [2026-2030 inclusion strategy found account ownership up from about 36 to over 50 per cent of adults under the 2020-2024 strategy, with far fewer using their accounts](2026-04-23-cbl-nfies-financial-inclusion-workshop); no usage figure is published.

2026-09-16 — [the draft financial inclusion strategy was validated with its dependence on identity and business registries named](2026-09-16-lbr-fpa-cbl-financial-inclusion-id-business-registry); no launch date is set.",LBR-include.access-account-ownership|LBR-gov.policy-nfies-2026-2030,2,,52.2139,% of adults 15+,2024,ref:findex-account-ownership@2026-07-13,,,2026-08-31,0,survey figure; no primary in the base
dpi.pay--cross-border-functionality,Movement,"Liberia has been [live on the regional settlement system](2025-04-02-cbl-eg-saamoi-remarks-papss-rollout-financial-education-launch) since March 2025, with the central bank as settlement agent.","The [governor's remarks at the rollout of 27 March 2025](2025-04-02-cbl-eg-saamoi-remarks-papss-rollout-financial-education-launch) record Liberia live on the Pan-African Payment and Settlement System with the central bank as the national settlement agent.

The bank's [2025 annual report](2026-03-31-cbl-annual-report-2025) confirms implementation and the official launch in 2025, and publishes the first series of cross-border transfers terminating into mobile wallets — the repository's first evidence of cross-border value arriving in a Liberian wallet rather than a bank account.",LBR-dpi.pay-papss,3,LBR-dpi.pay-papss,,,,,,,2026-08-31,0,PAPSS live with the central bank as settlement agent; no corridor costs or volumes published
dpi.pay--consumer-protection,Movement,"A [central-bank-approved fee schedule](2026-08-05-africas-digital-payment-revolution-why-liberia-must-move-faster-on-inclusive-instant-payment-systems) caps interoperable charges at 1.0 per cent of value to US$2,000 and a flat US$25.00 above it.","The service is available 24 hours a day ([schedule](2026-08-05-africas-digital-payment-revolution-why-liberia-must-move-faster-on-inclusive-instant-payment-systems)).

The flat cap is regressive above about US$2,500 ([schedule](2026-08-05-africas-digital-payment-revolution-why-liberia-must-move-faster-on-inclusive-instant-payment-systems)), where it falls below 1.0 per cent of value and keeps falling, so the schedule protects small payments and cheapens large ones.

2026-09-05 - consumer protection moved out of the capital: the telecommunications regulator [opened its first service centre outside Monrovia, at Buchanan in Grand Bassa County, handling consumer complaints and community-radio compliance](2026-09-05-liberia-lta-decentralizes-consumer-services-buchanan). No staffing, opening hours, caseload target or programme of further centres is published.

Drafting of a [2026-2030 financial inclusion and education strategy began at a central bank workshop on 22 April 2026, after an assessment of its predecessor found consumer protection and financial capability the weakest areas](2026-04-23-cbl-nfies-financial-inclusion-workshop).",LBR-dpi.pay-ips-fees|LBR-include.access-regulator-decentralised-service-centres|LBR-gov.policy-nfies-2026-2030,2,LBR-dpi.pay-ips-fees,,,,,,,2026-08-31,0,central bank-approved fee cap only; no conduct rules or redress body on record
dpi.registry--population-register,No change,The [2011 Act](2011-08-08-liberia-national-identification-registry-act-2011) makes the biometric system the population register in law; enrolment remains partial.,"The [Act](2011-08-08-liberia-national-identification-registry-act-2011) creates the autonomous registry and gives it the biometric system, the card and the Social Security Number as the primary government identity number, which is the statutory basis for a population register.

Coverage has not kept pace. The registry put enrolment at [759,223 individuals, 14.6 per cent of an estimated 5.2 million](2025-06-06-gnnliberia-nir-milestones-challenges-executive-order-147), in June 2025 across 30 permanent centres, and the [presidential proclamation of September 2025](2025-09-15-liberia-mofa-national-identification-day-proclamation) cited 720,000. The registry is not a complete population register and no statutory alternative exists.",LBR-gov.legislate-nir-act-2011|LBR-dpi.id-id-coverage,3,LBR-dpi.id-id-coverage|LBR-gov.legislate-nir-act-2011,,,,,,,2026-08-31,0,biometric ID register built from enrolment only; issuance suspended
dpi.registry--civil-register,Movement,"A [Birth and Death Registration Policy 2026-2031](2026-08-11-liberianobserver-govt-sets-ambitious-health-reform-agenda-birth-death-policy) was launched in August 2026, superseding the 2017 policy.","The [2017 policy](2017-11-01-liberia-moh-birth-and-death-registration-and-certification-policy) placed birth and death registration under the health ministry's Bureau of Vital Statistics and Principal Registrar and stated plainly that the system had never been fully developed.

Its successor was [launched at the national health review conference of 4-6 August 2026](2026-08-11-liberianobserver-govt-sets-ambitious-health-reform-agenda-birth-death-policy), with no policy text, target or budget line reported. The ministry's own [statement of priorities for 2026-2036](2026-07-18-liberia-moh-crvs-decade-progress-registrar-generals-meeting) names expanding digital registration, improving cause-of-death reporting and interoperability with the identity registry — objectives, not achieved conditions.

Birth registration [runs on a DHIS2-based information system across 58 centres in all 15 counties, with the registration rate put at 66 per cent in 2019/20 against 4 per cent in 2007](2024-12-11-unicef-liberia-children-legal-identity). In 2019 it [worked from 15 centres in county urban districts keeping combined paper records, with online registration then being introduced](2019-01-01-crvs-liberia-snapshot).",LBR-dpi.registry-civil-register|LBR-dpi.registry-brims,3,LBR-dpi.registry-brims,,,,,,,2026-08-31,0,births on DHIS2 in all counties; no current coverage figure; new policy has no target
dpi.registry--address-register,Movement,"A [national digital postal address rollout](2026-07-23-liberia-lta-commissioner-honnah-expanding-digital-access) is stated as begun across all fifteen counties, with no completion date or addressing standard published.","The statement was made at a technology summit in July 2026 ([rollout](2026-07-23-liberia-lta-commissioner-honnah-expanding-digital-access)).

Digital addressing is one of the eight priority areas of the national digital strategy, and this is the only delivery statement against any of them.",LBR-dpi.registry-postal-address,2,LBR-dpi.registry-postal-address,,,,,,,2026-08-31,0,postal address rollout stated as begun; no standard published
dpi.registry--business-register,Movement,"An enhanced collateral registry launched, extended to immovable property ([notice](2026-08-27-cbl-enhanced-collateral-registry-public-notice)).","The central bank launched an enhanced collateral registry on 27 August 2026 under an amended secured transactions regulation, extending it to immovable property ([notice](2026-08-27-cbl-enhanced-collateral-registry-public-notice)) and presenting it as a way to curb duplicate claims and expand business credit ([report](2026-08-27-liberianinvestigator-liberia-launches-digital-collateral-registry-to-curb-duplicate)). The bank's own account adds the delivery figures for the credit reference system modernisation behind it ([release](2026-08-31-cbl-enhanced-collateral-registry-press-release)).

It forms part of a wider financial-sector reform ([registry](2026-08-14-liberia-cbl-collateral-registry-launch)).

No launch date, registration volume, fee schedule or relationship to the land registry is stated, which matters because extending a movable-assets registry to immovable property crosses into the land registry's own subject.

2026-09-04 - the registry got users rather than only a regulation: the central bank and the banking institute [trained 35 lenders on it, registration of security interests being mandatory, and named planned links to the national identity, land and traffic registries](2026-09-04-liberia-collateral-registry-training-interoperability). The links are stated as planned with no technical route, agreement or date, and no registration count is published.

The central bank's credit reference system [answered 470 credit-check letters covering 14,957 borrower names in 2025, up 2.3 per cent on 2024](2026-03-31-cbl-annual-report-2025); the [2024 count was 501 letters](2025-03-31-cbl-2024-annual-report).

2026-09-16 — [a licensed private credit bureau sued the central bank over withheld loan data](2026-09-16-lbr-fpa-prime-credit-sues-cbl-credit-bureau).",LBR-dpi.registry-collateral-registry|LBR-dpi.registry-enhanced-collateral-registry|LBR-dpi.registry-credit-reference-system|LBR-dpi.registry-private-credit-bureau-licensing,,,,,,,,,2026-08-31,0,unplaced: mapped rows are collateral and credit registries; no business register row held
dpi.registry--social-protection-register,Movement,"The [household social registry](2026-05-18-liberia-realise-crisis-response-plan-household-social-registry) holds over 442,000 poverty-ranked households, 35 per cent of the population.","The [crisis response plan of May 2026](2026-05-18-liberia-realise-crisis-response-plan-household-social-registry) puts the registry at over 442,000 verified and poverty-ranked households, 35 per cent of the population, across 14 of the 15 counties, with transfers delivered through mobile money. The [implementation report of July 2025](2025-07-28-world-bank-realise-p174417-isr-seq9-liberia-household-social-registry) carried the same order of magnitude with integration to other systems ongoing.

The project that carries it is scheduled to close in late 2026 with [no successor operation named](2026-01-27-liberia-realise-boakai-annual-message-cash-transfer-disbursement), which is the open question the register faces.",LBR-dpi.registry-social-registry,3,LBR-dpi.registry-social-registry,,,,,,,2026-08-31,0,442000 households covering 35 per cent of population; ID linkage not on record
dpi.registry--electoral-register,"No change, a stated intention with no exercise begun",The [electoral commission](2026-08-13-analystliberia-nec-plans-tough-measures-2029-biometric-voter-registration) will assess the 2023 roll first; any renewal would be fully biometric from January 2027.,"The commission's chairman [set out in August 2026](2026-08-13-analystliberia-nec-plans-tough-measures-2029-biometric-voter-registration) that the viability of the 2023 voter roll will be assessed first, and that if a fresh exercise is needed it would be fully biometric with same-day card issue over satellite connectivity, with intensive preparation from January 2027 ahead of the 2029 general elections.

Nothing has begun. The register in use remains the 2023 roll, and the repository holds no procurement, budget line or technical specification for a biometric exercise.

The commission and the identity registry [keep separate databases](2025-06-01-nir-relevance-national-special-elections), an integration a [2025 study argues would curb the trucking of voters between counties](2025-06-01-nir-relevance-national-special-elections). Cooperation so far is equipment: the commission [handed more than 500 biometric registration kits to the registry on 2 July 2025, which needed licensing and technical changes before use](2025-07-03-nec-hands-over-biometric-kits-to-nir).",LBR-dpi.registry-electoral-register|LBR-dpi.id-nec-biometric-kit-transfer,2,LBR-dpi.id-nec-biometric-kit-transfer,,,,,,,2026-08-31,0,biometric register planned from January 2027; no public access to the roll on record
dpi.registry--tax-register,Movement,"[165,608 registered taxpayers in 2024](2025-09-01-lra-liberia-domestic-resource-mobilization-strategy-2025-2029), segmented, on a tax system that replaced its predecessor in December 2023.","The [resource mobilisation strategy](2025-09-01-lra-liberia-domestic-resource-mobilization-strategy-2025-2029) gives the register as 165,608 taxpayers in 2024 across large, medium, government and non-profit, natural-resource, small and micro and real-property segments, with 7,662 inactive, and records the integrated tax administration system replacing its predecessor for transaction processing from 1 December 2023.

That system is [recorded as integrated with six systems](2025-11-06-liberia-great-project-implementation-status-results-report-seq3) including the identity registry, which is the only working data exchange the repository holds against a service bus carrying none.",LBR-dpi.registry-taxpayer-register,2,LBR-dpi.registry-taxpayer-register,,,,,,,2026-08-31,0,computerised register of 165608 taxpayers; no TADAT assessment on record
dpi.registry--land-register,Movement,"The land authority took a [national spatial data infrastructure](2026-08-11-liberia-lla-national-spatial-data-infrastructure) to a United Nations geospatial session in August 2026, seeking partnerships and technical support.","It would build a coordinated geospatial framework for land administration, mapping and national planning ([approach](2026-08-11-liberia-lla-national-spatial-data-infrastructure)).

It is an approach for support rather than a programme: no funding, custodian, standard or timetable is stated, and no land register, title count or digitisation figure appears anywhere in the repository.",LBR-data.satellite-national-spatial-data-infrastructure,,,,,,,,,2026-08-31,0,unplaced: spatial data infrastructure only sought partners; no cadastre project under way on record
dpi.mis--health,Movement,"[Emergency patient care reporting](2026-06-19-liberia-moh-ems-digital-patient-care-report) was digitised in Montserrado in June 2026, the first phase of a national rollout.","The [emergency patient care report](2026-06-19-liberia-moh-ems-digital-patient-care-report) was digitised and put into use in Montserrado through the National Health Intelligence Center, the first phase of a national rollout of an administrative health data stream.

Below the national systems, facility-level records are still being tendered: a [request for quotation of October 2025](2025-10-27-liberia-unfpa-rfq-electronic-medical-system-careysburg-duport-road) seeks an electronic medical system for the Careysburg and Duport Road health centres, interoperable with the national health platform, including hardware and network setup. The [World Health Organization's assessment](2026-05-01-who-liberia-annual-report-2025) rates the health information system at early maturity overall.

Client-level HIV records came off paper in 2021, when a [DHIS2 tracker replaced registers at 21 PEPFAR-supported treatment sites holding 70 per cent of people on treatment](2023-08-29-dhis2-liberia-hiv-tracker); the ministry's planned extension to its other facilities has no later record.

Facility records otherwise exist as partner deployments such as [OpenMRS at J.J. Dossen Hospital in Maryland County, live since July 2020 with more than 5,500 patients registered](2020-09-18-pih-emr-jj-dossen-hospital). A [nationwide readiness assessment for electronic medical records ran from 8 to 20 May 2026](2026-05-08-liberia-moh-emr-readiness-enumerator-training), with no findings published.",LBR-dpi.mis-ems-patient-care|LBR-dpi.mis-facility-emr|LBR-dpi.mis-hiv-tracker|LBR-dpi.mis-jj-dossen-openmrs,2,LBR-dpi.mis-hiv-tracker|LBR-dpi.mis-ems-patient-care,,,,,,,2026-08-31,0,partner-supported client systems at some sites; national HMIS not shown in rows
dpi.mis--education,Movement,[Private-school operating permits are being taken online](2026-08-11-liberia-education-digital-school-permit-system) after schools were found submitting mismatched teacher-qualification records.,"Geographic mapping of schools is complete in five counties with donor support to extend it to ten more; the account is the education minister's, and no platform name, cost or completion date is stated ([permits](2026-08-11-liberia-education-digital-school-permit-system)).

2026-09-13 — the education ministry [opened a session to validate a statutory booklet setting one nationwide system for school records](2026-09-13-lbr-moe-apo-standardize-school-records); its link to the management information system is not stated.",LBR-dpi.govtech-school-permit-system|LBR-gov.standards-statutory-school-record-keeping-booklet,,,,,,,,,2026-08-31,0,"unplaced: mapped row is a school permit system, not an EMIS"
dpi.mis--social-protection,No change,"The [social registry and its integrated system](2024-09-09-world-bank-ieg-icr-review-liberia-social-safety-nets-p155293) hold enrolment, payment, monitoring and grievance modules under one ministry.","The [independent completion review](2024-09-09-world-bank-ieg-icr-review-liberia-social-safety-nets-p155293) describes what the earlier US$17m project built: the social registry information system plus an integrated system with enrolment, payment, monitoring, grievance-redress and access-management modules, held by the gender, children and social protection ministry.

Its throughput is on the record — [over 15,000 households paid and more than L$1 billion disbursed](2026-01-27-liberia-realise-boakai-annual-message-cash-transfer-disbursement) by January 2026 — but [integration with other national systems](2025-07-28-world-bank-realise-p174417-isr-seq9-liberia-household-social-registry) is still reported as ongoing rather than achieved.",LBR-dpi.registry-social-registry,3,LBR-dpi.registry-social-registry,,,,,,,2026-08-31,0,registry used for mobile money transfers; no programme MIS named
dpi.mis--justice,Movement,"[60 clerks were trained](2026-04-06-verity-undp-supreme-court-tablets-court-digitisation) on the case management system in 2025, against a judiciary the [2024-2028 plan](2024-02-01-liberia-judiciary-strategic-plan-2024-2028) calls substantially manual.","The judiciary's own [2024-2028 plan](2024-02-01-liberia-judiciary-strategic-plan-2024-2028) records court administration as substantially manual with an outdated docket system, and sets targets for digitising the Supreme Court and seven circuit court complexes.

Since then 60 clerks and assistant clerks were [trained on the upgraded case management system in 2025 and 14 tablets delivered](2026-04-06-verity-undp-supreme-court-tablets-court-digitisation) in April 2026. A [reported successor plan for 2026-2030](2026-07-19-informer-ngafuan-judiciary-strategic-plan-2026-2030-ecms-budget) ties backlog reduction to an electronic case management system in all circuit courts with electronic filing and virtual hearings, against a judicial budget stated as rising from US$18.5m in 2023 to US$33.3m in 2026. That plan's text is not published.",LBR-dpi.mis-judiciary-cms,2,LBR-dpi.mis-judiciary-cms,,,,,,,2026-08-31,0,upgraded case management system with clerks trained; not shown in service
dpi.mis--tax,Movement,"The revenue authority's [five-year plan](2026-08-20-lra-corporate-strategic-plan-2025-2029) makes automation its fourth goal, against a customs system in 11 of 17 offices and a tax system at five sites.","Its four objectives cover system uptime and technology risk on the tax and customs platforms, enterprise management software for internal support functions, technology governance, and integrated online self-service for taxpayers; the plan text is held as an optical transcription over an image-only file, is internally inconsistent about its own span, and succeeds a first plan that expired unreplaced ([plan](2026-08-20-lra-corporate-strategic-plan-2025-2029), [launch](2026-08-20-smart-news-lra-unveils-new-strategic-plan-liberia)).

A regional tax administration project on a grant of about US$5.3m launched in August 2026 with the country among six beneficiaries ([regional project](2026-08-21-liberian-observer-liberia-five-others-benefit-us-5)); the national allocation and the digital component are not itemised ([regional project](2026-08-21-liberian-observer-liberia-five-others-benefit-us-5), [launch](2026-08-20-profile-daily-wataf-launches-afdb-financed-us-5)).

The tax platform underneath is the [integrated tax administration system, with large taxpayers on it from October 2022 and medium taxpayers mandated to file and pay through it](2024-06-30-lra-2023-annual-report); by the 2023 report it was [linked to one commercial bank for real-time payment data, with two more banks, the central bank and both mobile operators in progress](2024-06-30-lra-2023-annual-report).",LBR-dpi.govtech-revenue-authority-strategic-plan|LBR-dpi.govtech-tax-administration-capacity-project|LBR-dpi.mis-litas,3,LBR-dpi.mis-litas,,,,,,,2026-08-31,0,large and medium taxpayers on LITAS; no uptake figures published; revenue authority's own account
dpi.mis--customs,No change,[ASYCUDA World](2020-04-16-lra-asycuda-access-customs-management-system) runs customs with electronic declarations only at automated ports; a [2026 study](2026-07-01-lra-liberia-time-release-study-report-freeport-of-monrovia) measures clearance times.,"The revenue authority [describes the system it operates](2020-04-16-lra-asycuda-access-customs-management-system) as handling manifests, declarations, accounting, transit and suspense procedures, with electronic declarations at automated ports and manual declarations at ports that are not automated. That split is unchanged on the record.

The [second national time release study](2026-07-01-lra-liberia-time-release-study-report-freeport-of-monrovia) published in July 2026 measures average cargo clearance time at the Freeport of Monrovia. A [compliance audit of 2018 to 2024](2026-05-20-mfdp-lra-cbl-joint-press-conference-gac-revenue-collection-audit) found variances between bills and payments inside the customs and tax systems, referred onward by the three revenue institutions.",LBR-dpi.mis-asycuda,3,LBR-dpi.mis-asycuda,,,,,,,2026-08-31,0,ASYCUDA World in service at the Freeport; single window not in service
dpi.mis--land,Movement,"[Over 12,000 Nimba properties](2026-02-23-liberia-lla-lra-real-property-valuation-software-nimba-fpa) were mapped by February 2026 and a [standardised national deed](2026-01-07-thenewdawnliberia-lla-unveils-new-national-deed-form) became mandatory.","One authority has held the deed registry, the land registry systems, survey and mapping standards and the national cadastre [since an Act of 6 October 2016](2025-09-05-liberia-land-authority-overview-mandate), subsuming functions previously spread across a ministry, an archive and county land commissioners.

A [three-year framework signed in October 2025](2025-10-16-liberia-lla-land-information-system-mou-allforland-ltmetric) with South Korean partners is to build a digital land-records platform piloting in Montserrado and Margibi, with no cost or funding source disclosed. A [standardised registry-linked deed form](2026-01-07-thenewdawnliberia-lla-unveils-new-national-deed-form) became mandatory in January 2026, and by [February 2026 over 12,000 properties in Nimba](2026-02-23-liberia-lla-lra-real-property-valuation-software-nimba-fpa) had been mapped with about 10,000 sites still to assess.",LBR-dpi.mis-land-information-system,2,LBR-dpi.mis-land-information-system,,,,,,,2026-08-31,0,land records platform piloting in two counties
dpi.govtech--e-government-services,Movement,"A [coordinating office was established by executive order](2026-04-29-executive-order-163-digital-government-ndmi-observer) in April 2026, and three government platforms are in service including one now studied abroad.","The office coordinates standards, interoperability, technical clearance of technology investments and baseline cybersecurity, with twelve months to draft an institutionalising law ([executive order](2026-04-29-executive-order-163-digital-government-ndmi-observer)).

The electronic procurement platform launched nationally in February 2025 and began its second-phase equipment distribution in August 2026; a neighbouring country's procurement authority studied it on 6 and 7 August, and no transaction count, entity coverage or procurement value is published ([regional model](2026-08-07-liberias-e-gp-system-becomes-regional-model), [cooperation](2026-08-12-liberia-sierra-leone-digital-transformation-cooperation)).

An automated telecom licensing and renewal platform entered service in August 2026, and no licence count, processing time or fee schedule is published ([licensing platform](2026-08-13-liberia-launches-automated-telecom-licensing-renewal-system), [rollout](2026-08-13-liberia-rolls-out-digital-telecom-licensing-system-telecom-review-africa)).

A civil-service power-of-attorney platform went live in December 2025 with 5,000 enrolled across 16 government entities, tying civil-servant purchases to fingerprint verification ([platform](2025-12-17-csa-automated-lpa-platform-observer)).

2026-09-10 - the internal audit agency [launched an audit management system across ministries and public corporations](2026-09-11-lbr-frontpageafrica-iaa-digital-audit-platform), tendered as a consultancy in [June 2025](2025-06-01-lbr-iaa-reoi-consultancy-automation-audit-processes); no cost or vendor is published.

2026-09-22 - the state auditor [disclosed that KPMG is building software to automate its audits under a World Bank-supported project](2026-09-23-lbr-thenewdawn-gac-automates-public-audits); no cost, timetable or go-live date is stated.

The labour ministry [launched LiberiaWorks on 7 October 2025, a job board, placement programme and hub for employers' workforce-compliance filings](2025-10-10-labour-ministry-liberiaworks-platform); no user or filing count is published.",LBR-dpi.govtech-otdi|LBR-dpi.govtech-egp|LBR-dpi.govtech-telecom-licensing-platform|LBR-dpi.govtech-csa-lpa|LBR-dpi.govtech-iaa-isoft-audit-system|LBR-dpi.mis-liberiaworks|LBR-dpi.govtech-gac-audit-automation,2,LBR-dpi.govtech-csa-lpa|LBR-dpi.mis-liberiaworks,,,,,,,2026-08-31,0,a handful of transactional services on separate platforms; not tens of services on record
digital.localgov--ict-infrastructure-for-local-government,Movement,"[Nine of fifteen county planning units](2026-03-27-undp-liberia-ict-equipment-county-development-planning-units) are equipped, against [35 of 135 working computers](2025-01-01-liberia-mia-annual-report-2025-county-service-centers) at the service centres.","The internal affairs ministry's own [annual report](2025-01-01-liberia-mia-annual-report-2025-county-service-centers) states that of 135 computers supplied to the county service centres in 2015 only 35 were functional, with no printers, no internet connectivity and inadequate, unstable power.

Provisioning since has been project-led. [Five more county development planning units](2026-03-27-undp-liberia-ict-equipment-county-development-planning-units) received desktops, laptops, printers, air conditioning and power supplies in March 2026, bringing nine of fifteen counties covered with six pending, and a [World Bank-financed tender of June 2026](2026-06-01-liberia-mpw-spn-ict-equipment-mcc-pcc-lurp) seeks 38 laptops, 57 desktops, 52 uninterruptible supplies, a high-end server and 17 rugged tablets for the Monrovia and Paynesville city corporations.",LBR-digital.localgov-digitalisation-of-county-and-city-admini,2,LBR-digital.localgov-digitalisation-of-county-and-city-admini,,,,,,,2026-08-31,0,equipment delivered to nine of fifteen county planning units; connectivity not stated
