place,fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,proposed,appropriated,revised,released,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,source_tier,doc_locator,programme_line
CAF,2026,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,250000000,,,,,,,,proposed,proposed,partial,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 85, code 8508403160000XXXX09, colonne CP 2026","Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
CAF,2026,,,,Section 92 — MINISTERE DE L'AGRICULTURE ET DU DEVELOPPEMENT RURAL,,,,,,8000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 92, code 9209102240000XXXX01, colonne CP 2026",Section 92 — MINISTERE DE L'AGRICULTURE ET DU DEVELOPPEMENT RURAL
CAF,2026,,,,Section 92 — MINISTERE DE L'AGRICULTURE ET DU DEVELOPPEMENT RURAL,,,,,,2000000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"CDMT sectoriels 2026, *Budget détaillé par activité*, section 92, code 9209302240000XXXX07, colonne CP 2026",Section 92 — MINISTERE DE L'AGRICULTURE ET DU DEVELOPPEMENT RURAL
CAF,2026,,,,ARCEP (Autorité de Régulation des Communications Electroniques et de la Poste),,,,,,6200000000,,,,,,,,proposed,proposed,partial,false,XAF,reporting,,ARCEP
CIV,2024,,,,"Ministère d'Etat, Ministère de la Fonction Publique et de la Modernisation de l'Administration (section 237)",,,,,,,60000000,60000000,,60000000,,100.0,100.0,appropriated,actual,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 237, activité 78013300683",Projet d'identification biométrique des Fonctionnaires et agents de l'…
CIV,2024,,,,"Ministère des Affaires Etrangères, de l'Intégration Africaine et des Ivoiriens de l'Extérieur (section 321)",,,,,,,290000000,290000000,,289999960,,100.0,100.0,appropriated,actual,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 321, activité 78011300275",Réaliser Système Intégré d'Informatisation et Communication (Investiss…
CIV,2024,,,,Ministère des Finances et du Budget (section 322),,,,,,,2039991194,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78010200285",Prendre en charge la fourniture de licences Microsoft et services de s…
CIV,2024,,,,Ministère des Finances et du Budget (section 322),,,,,,,511858636,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201795",Dématérialiser les Marchés Publics (DEMAT/DGMP)
CIV,2024,,,,Ministère des Finances et du Budget (section 322),,,,,,,241148996,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201821",Acquérir des serveurs dans le cadre du projet de refonte du système d'…
CIV,2024,,,,Ministère des Finances et du Budget (section 322),,,,,,,850000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201876",Appui à l'informatisation de la Direction Générale du Budget et des Fi…
CIV,2024,,,,Ministère des Finances et du Budget (section 322),,,,,,,734035758,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201936",Réaliser les transferts pour le compte de la Convention d'Assistance T…
CIV,2024,,,,Ministère des Finances et du Budget (section 322),,,,,,,762430774,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202017",Projet de refonte du système d'information budgétaire
CIV,2024,,,,Ministère des Finances et du Budget (section 322),,,,,,,791881066,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202283",Sécurisation et sauvegarde du système d'information budgétaire/DSIB
CIV,2024,,,,Ministère des Finances et du Budget (section 322),,,,,,,146882110,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202308",Numériser les archives de la Solde
CIV,2024,,,,Ministère des Finances et du Budget (section 322),,,,,,,1000000000,998439584,,998431307,,99.84,100.0,appropriated,actual,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202400",Moderniser et Sécuriser le Système d'Information du Trésor Public
CIV,2024,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,,5000000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001644",Identifier les populations/ONECI
CIV,2024,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,,500000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001649",Appuyer le processus de modernisation de l'Etat civil/ONECI
CIV,2024,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,,77346690,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001808",Effectuer des transferts à l'ONECI pour prendre en charge les Dépenses…
CIV,2024,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,,600000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016002230",Mettre en œuvre et déployer le système d'Information Policière de l'Af…
CIV,2024,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,,245565888,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016002252","Construire, équiper et numériser le Centre National d'Archivage"
CIV,2024,,,,Ministère de la Justice et des Droits de l'Homme (section 325),,,,,,,11020414,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 325, activité 78033000116",Suivre la mise en oeuvre du schéma directeur d'informatisation du syst…
CIV,2024,,,,Ministère de la Justice et des Droits de l'Homme (section 325),,,,,,,162575000,162225000,,162221620,,99.78,100.0,appropriated,actual,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 325, activité 90033000003",Mise en place d'un système d'information statistique de planification …
CIV,2024,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,21235 — Administration Générale,,,,,1243627278,1505459066,,1431297088,,115.09,95.07,appropriated,actual,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 21235",21235 — Administration Générale
CIV,2024,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,22126 — Economie numérique et poste,,,,,17935498592,23437413869,,23434278284,,130.66,99.99,appropriated,actual,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 22126",22126 — Economie numérique et poste
CIV,2024,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,23209 — Comptes Spéciaux du Trésor,,,,,36470000000,27676208542,,27676208542,,75.89,100.0,appropriated,actual,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 23209",23209 — Comptes Spéciaux du Trésor
CIV,2025,,,,Ministère des Finances et du Budget (section 322),,,,,,,2946505499,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78010200285",Prendre en charge la fourniture de licences Microsoft et services de s…
CIV,2025,,,,Ministère des Finances et du Budget (section 322),,,,,,,427858636,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201795",Dématérialiser les Marchés Publics (DEMAT/DGMP)
CIV,2025,,,,Ministère des Finances et du Budget (section 322),,,,,,,241148996,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201821",Acquérir des serveurs dans le cadre du projet de refonte du système d'…
CIV,2025,,,,Ministère des Finances et du Budget (section 322),,,,,,,850000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201876",Appui à l'informatisation de la Direction Générale du Budget et des Fi…
CIV,2025,,,,Ministère des Finances et du Budget (section 322),,,,,,,734035758,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201936",Réaliser les transferts pour le compte de la Convention d'Assistance T…
CIV,2025,,,,Ministère des Finances et du Budget (section 322),,,,,,,762430774,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202017",Projet de refonte du système d'information budgétaire
CIV,2025,,,,Ministère des Finances et du Budget (section 322),,,,,,,791881066,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202283",Sécurisation et sauvegarde du système d'information budgétaire/DSIB
CIV,2025,,,,Ministère des Finances et du Budget (section 322),,,,,,,129981572,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202308",Numériser les archives de la Solde
CIV,2025,,,,Ministère des Finances et du Budget (section 322),,,,,,,3267947001,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202400",Moderniser et Sécuriser le Système d'Information du Trésor Public
CIV,2025,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,,8791576615,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001644",Identifier les populations/ONECI
CIV,2025,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,,500000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001649",Appuyer le processus de modernisation de l'Etat civil/ONECI
CIV,2025,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,,77346690,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001808",Effectuer des transferts à l'ONECI pour prendre en charge les Dépenses…
CIV,2025,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,,1300000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016002230",Mettre en œuvre et déployer le système d'Information Policière de l'Af…
CIV,2025,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,,500000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016002252","Construire, équiper et numériser le Centre National d'Archivage"
CIV,2025,,,,Ministère de la Justice et des Droits de l'Homme (section 325),,,,,,,11020414,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 325, activité 78033000116",Suivre la mise en oeuvre du schéma directeur d'informatisation du syst…
CIV,2025,,,,Ministère de la Justice et des Droits de l'Homme (section 325),,,,,,,115571274,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 325, activité 90033000003",Mise en place d'un système d'information statistique de planification …
CIV,2025,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,21235 — Administration Générale,,,,,1856760967,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 21235",21235 — Administration Générale
CIV,2025,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,22126 — Economie numérique et poste,,,,,19033679859,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 22126",22126 — Economie numérique et poste
CIV,2025,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,23237 — Taxe pour le Développement des nouvelles technologies en zones rurales (ANSUT),,,,,35300000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 23237",23237 — Taxe pour le Développement des nouvelles technologies en zones rurales (ANSUT)
CIV,2025,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,23238 — Soutenir l'activité de régulation du secteur des télécommunications,,,,,4590000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 23238",23238 — Soutenir l'activité de régulation du secteur des télécommunications
CIV,2026,,,,Ministère des Finances et du Budget (section 322),,,,,,4400000000,4400000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78010200285",Prendre en charge la fourniture de licences Microsoft et services de s…
CIV,2026,,,,Ministère des Finances et du Budget (section 322),,,,,,458906150,458906150,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201795",Dématérialiser les Marchés Publics (DEMAT/DGMP)
CIV,2026,,,,Ministère des Finances et du Budget (section 322),,,,,,241148996,241148996,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201821",Acquérir des serveurs dans le cadre du projet de refonte du système d'…
CIV,2026,,,,Ministère des Finances et du Budget (section 322),,,,,,850000000,850000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201876",Appui à l'informatisation de la Direction Générale du Budget et des Fi…
CIV,2026,,,,Ministère des Finances et du Budget (section 322),,,,,,734035758,734035758,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011201936",Réaliser les transferts pour le compte de la Convention d'Assistance T…
CIV,2026,,,,Ministère des Finances et du Budget (section 322),,,,,,762430774,762430774,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202017",Projet de refonte du système d'information budgétaire
CIV,2026,,,,Ministère des Finances et du Budget (section 322),,,,,,841881066,841881066,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202283",Sécurisation et sauvegarde du système d'information budgétaire/DSIB
CIV,2026,,,,Ministère des Finances et du Budget (section 322),,,,,,129981572,129981572,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202308",Numériser les archives de la Solde
CIV,2026,,,,Ministère des Finances et du Budget (section 322),,,,,,1618187728,1618187728,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 322, activité 78011202400",Moderniser et Sécuriser le Système d'Information du Trésor Public
CIV,2026,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,8791576615,8791576615,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001644",Identifier les populations/ONECI
CIV,2026,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,500000000,500000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001649",Appuyer le processus de modernisation de l'Etat civil/ONECI
CIV,2026,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,77346690,77346690,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016001808",Effectuer des transferts à l'ONECI pour prendre en charge les Dépenses…
CIV,2026,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,1000000000,1000000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016002230",Mettre en œuvre et déployer le système d'Information Policière de l'Af…
CIV,2026,,,,Ministère de l'Intérieur et de la Sécurité (section 323),,,,,,500000000,500000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 323, activité 78016002252","Construire, équiper et numériser le Centre National d'Archivage"
CIV,2026,,,,Ministère de la Justice et des Droits de l'Homme (section 325),,,,,,11020414,11020414,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 325, activité 78033000116",Suivre la mise en oeuvre du schéma directeur d'informatisation du syst…
CIV,2026,,,,Ministère de la Justice et des Droits de l'Homme (section 325),,,,,,150000000,150000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Détail du Budget Général Hors Dette et Hors Comptes Spéciaux*, section 325, activité 90033000003",Mise en place d'un système d'information statistique de planification …
CIV,2026,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,21235 — Administration Générale,,,,1704184519,1704184519,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 21235",21235 — Administration Générale
CIV,2026,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,22126 — Economie numérique et poste,,,,45991319076,45991319076,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 22126",22126 — Economie numérique et poste
CIV,2026,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,23237 — Appui au Développement des nouvelles technologies en zones rurales,,,,33000000000,33000000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 23237",23237 — Appui au Développement des nouvelles technologies en zones rurales
CIV,2026,,,,Ministère de la Transition Numérique et de la Digitalisation (section 356),,23238 — Appui à la régulation du secteur des télécommunications,,,,2580000000,2580000000,,,,,,,appropriated,appropriated,whole,false,XOF,budget-document,"*Récapitulatif Par Section et Programme/Dotation*, section 356, programme 23238",23238 — Appui à la régulation du secteur des télécommunications
CMR,2024,37,"MINISTERE DES DOMAINES, DU CADASTRE ET DES AFFAIRES FONCIERES",,"Chapitre 37 — MINISTERE DES DOMAINES, DU CADASTRE ET DES AFFAIRES FONCIERES",026,Modernisation du cadastre,,,,1203574000,1203574000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,"PLF 2024, article quatre-vingt-unième, chapitre 37, programme 026, colonnes AE/CP",Modernisation du cadastre
CMR,2024,45,MINISTERE DES POSTES ET TELECOMMUNICATIONS,,Chapitre 45 — MINISTERE DES POSTES ET TELECOMMUNICATIONS,130,Développement de l'écosystème national du numérique,,,,9489364000,9489364000,9489364000,,,,,,appropriated,revised,whole,false,XAF,budget-document,"PLF 2024, article quatre-vingt-unième, chapitre 45, programme 130, colonnes AE/CP",Développement de l'écosystème national du numérique
CMR,2024,45,MINISTERE DES POSTES ET TELECOMMUNICATIONS,,Chapitre 45 — MINISTERE DES POSTES ET TELECOMMUNICATIONS,132,Sécurisation de l'écosystème national du numérique,,,,921044000,921044000,921044000,,,,,,appropriated,revised,whole,false,XAF,budget-document,"PLF 2024, article quatre-vingt-unième, chapitre 45, programme 132, colonnes AE/CP",Sécurisation de l'écosystème national du numérique
CMR,2025,37,"MINISTERE DES DOMAINES, DU CADASTRE ET DES AFFAIRES FONCIERES",,"Chapitre 37 — MINISTERE DES DOMAINES, DU CADASTRE ET DES AFFAIRES FONCIERES",026,Modernisation du cadastre,,,,1567500000,1567500000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,"PLF 2025, article quatre-vingt-unième, chapitre 37, programme 026, colonnes AE/CP",Modernisation du cadastre
CMR,2025,45,MINISTERE DES POSTES ET TELECOMMUNICATIONS,,Chapitre 45 — MINISTERE DES POSTES ET TELECOMMUNICATIONS,130,Développement de l'écosystème national du numérique,,,,10330875000,10330875000,10330875000,,,,,,appropriated,revised,whole,false,XAF,budget-document,"PLF 2025, article quatre-vingt-unième, chapitre 45, programme 130, colonnes AE/CP",Développement de l'écosystème national du numérique
CMR,2025,45,MINISTERE DES POSTES ET TELECOMMUNICATIONS,,Chapitre 45 — MINISTERE DES POSTES ET TELECOMMUNICATIONS,132,Sécurisation de l'écosystème national du numérique,,,,1037044000,1037044000,1037044000,,,,,,appropriated,revised,whole,false,XAF,budget-document,"PLF 2025, article quatre-vingt-unième, chapitre 45, programme 132, colonnes AE/CP",Sécurisation de l'écosystème national du numérique
CMR,2026,37,"MINISTERE DES DOMAINES, DU CADASTRE ET DES AFFAIRES FONCIERES",,"Section 37 — MINISTERE DES DOMAINES, DU CADASTRE ET DES AFFAIRES FONCIERES",380,Modernisation du cadastre,,,,874046000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"PLF 2026, article quatre-vingt-unième, section 37, programme 380, colonnes AE/CP",Modernisation du cadastre
CMR,2026,45,MINISTERE DES POSTES ET TELECOMMUNICATIONS,,Section 45 — MINISTERE DES POSTES ET TELECOMMUNICATIONS,451,Développement sécurisé et inclusif de l'écosystème national du numérique,,,,19494457000,,,,,,,,proposed,proposed,whole,false,XAF,budget-document,"PLF 2026, article quatre-vingt-unième, section 45, programme 451, colonnes AE/CP",Développement sécurisé et inclusif de l'écosystème national du numérique
COD,2024,,,,"Section 52 — POSTES, TELECOMMUNICATIONS ET NOUVELLES TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNICATION (PTNTIC)",,,,,,,37082955600,,,,,,,appropriated,appropriated,partial,false,CDF,budget-document,"Loi de finances n°23/056 du 10 décembre 2023 pour l'exercice 2024, Volume 2, Développement par titre des crédits, *Synthèse des dépenses par administration*, `SECTION 52`; origin split from *Détails des dépenses par section et rubrique budgétaire*","Section 52 — POSTES, TELECOMMUNICATIONS ET NOUVELLES TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNICATION"
COD,2024,,,,Section 71 — NUMERIQUE,,,,,,,87134433991,,,,,,,appropriated,appropriated,whole,false,CDF,budget-document,"Loi de finances n°23/056 du 10 décembre 2023 pour l'exercice 2024, Volume 2, Développement par titre des crédits, *Synthèse des dépenses par administration*, `SECTION 71`; origin split from *Détails des dépenses par section et rubrique budgétaire*",Section 71 — NUMERIQUE
COD,2025,,,,"Section 52 — POSTES, TELECOMMUNICATIONS ET NOUVELLES TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNICATION (PTNTIC)",,,,,,,,40138356283,,,,,,revised,revised,partial,false,CDF,budget-document,"Loi de finances rectificative n°25/044 du 28 juin 2025 pour l'exercice 2025, Volume 2, Dépenses, *Synthèse des dépenses par administration*, `SECTION 52`; origin split from *Détails des dépenses par section et rubrique budgétaire*","Section 52 — POSTES, TELECOMMUNICATIONS ET NOUVELLES TECHNOLOGIES DE L'INFORMATION ET DE LA COMMUNICATION"
COD,2025,,,,Section 71 — NUMERIQUE,,,,,,,,60627481411,68278687329,31358784468,,,51.7,revised,actual,whole,false,CDF,budget-document,"Loi de finances rectificative n°25/044 du 28 juin 2025 pour l'exercice 2025, Volume 2, Dépenses, *Synthèse des dépenses par administration*, `SECTION 71`; origin split from *Détails des dépenses par section et rubrique budgétaire*",Section 71 — NUMERIQUE
COD,2026,,,,Section 52 — POSTES ET TELECOMMUNICATIONS,,,,,,,53840917417,,,,,,,appropriated,appropriated,partial,false,CDF,budget-document,"Loi de finances n°25/060 du 29 décembre 2025 pour l'exercice 2026, Volume 2, Dépenses, *Synthèse des dépenses par administration*, `SECTION 52`; origin split from *Détails des dépenses par section et rubrique budgétaire*",Section 52 — POSTES ET TELECOMMUNICATIONS
COD,2026,,,,Section 71 — ECONOMIE NUMERIQUE,,,,,,,81698223741,,,,,,,appropriated,appropriated,whole,false,CDF,budget-document,"Loi de finances n°25/060 du 29 décembre 2025 pour l'exercice 2026, Volume 2, Dépenses, *Synthèse des dépenses par administration*, `SECTION 71`; origin split from *Détails des dépenses par section et rubrique budgétaire*",Section 71 — ECONOMIE NUMERIQUE
COG,—,,,,,,,,,,,,,,,,,,unclear,unclear,whole,false,USD,reporting,,cog-2025-connectivity-sites-4g-upgrade
COG,2024,45,"Code 45 — Postes, télécommunications et économie numérique",,"Ministère des postes, des télécommunications et de l'économie numérique",,,,,"Titres 2 à 5 — personnel, biens et services, transferts, investissement",,15150773643,,,,,,,appropriated,appropriated,partial,false,XAF,budget-document,"Journal officiel de la République du Congo, édition spéciale n° 6-2023 du 29 décembre 2023, Article quarante et unième, Code 45, p. 15","Code 45 — Postes, télécommunications et économie numérique"
COG,2024,cst,Comptes spéciaux du trésor,9,Fonds pour l'accès et le service universel des communications électroniques,,,,,"Titres 3, 4 et 5 — biens et services, transferts, investissement",,1000000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,"Journal officiel de la République du Congo, édition spéciale n° 6-2023 du 29 décembre 2023, Article quarante-cinquième, compte n° 9",Fonds pour l'accès et le service universel des communications électroniques
COG,2024,cst,Comptes spéciaux du trésor,15,Fonds pour l'opérationnalisation de la fonction bancaire du Trésor public,,,,,"Titres 3, 4 et 5 — biens et services, transferts, investissement",,2809999915,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,"Journal officiel de la République du Congo, édition spéciale n° 6-2023 du 29 décembre 2023, Article quarante-cinquième, compte n° 15",Fonds pour l'opérationnalisation de la fonction bancaire du Trésor public
COG,2025,45,"Code 45 — Poste, télécommunication et économie numérique",,"Ministère des postes, des télécommunications et de l'économie numérique",118,"Poste, télécommunication et économie numérique",,,,21288400000,23093583163,23348037007,,3158525582,,13.7,13.5,appropriated,actual,partial,false,XAF,budget-document,"JO édition spéciale n° 15-2024, Article trente-huitième, Code 45 programme 118, p. 11","Poste, télécommunication et économie numérique"
COG,2025,,,,,,,,,,,,,,,,,,unclear,unclear,whole,false,XAF,reporting,,cog-2025-anssi-operations
COG,2025,cst,Comptes spéciaux du trésor,8,Fonds pour l'accès et le service universel des communications électroniques,,,,,"Titres 3, 4 et 5 — biens et services, transferts, investissement",,1000000000,,,,,,,appropriated,appropriated,whole,false,XAF,budget-document,"Journal officiel de la République du Congo, édition spéciale n° 15-2024 du 31 décembre 2024, Article dix-neuvième, compte n° 8",Fonds pour l'accès et le service universel des communications électroniques
