deal_id,place,state_level,spending_tier_name,fiscal_year_label,fy_start,fy_end,fy_calendar,budget_version,supplementary_basis,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,admin_head_basis,programme_basis,programme_level,line_name,purpose,primary_subject,scope_confidence,scope_basis,finance_origin,funding_source,is_transfer,transfer_to,currency,amount_scale,proposed,appropriated,revised,released,actual,audited,baseline_stage,current_stage,exec_vs_voted,exec_vs_revised,source_tier,doc_type,doc_locator,source_slug,extracted,origin_record,notes
mwi-2026-341-023-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,023,Dowa Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Dowa Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,15474620,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 023- Dowa Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 58",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 15,474,620. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-025-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,025,Mzuzu Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Mzuzu Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,38349970,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 025- Mzuzu Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 60",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 38,349,970. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-026-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,026,Karonga Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Karonga Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,2465000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 026- Karonga Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 61",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 2,465,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-027-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,027,Mzimba Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Mzimba Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,10944500,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 027- Mzimba Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 62",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 10,944,500. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-028-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,028,Nkhata Bay Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Nkhata Bay Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,1300000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 028- Nkhata Bay Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 63",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 1,300,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-029-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,029,Rumphi Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Rumphi Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,1875000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 029- Rumphi Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 64",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 1,875,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-030-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,030,Chitipa Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Chitipa Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,3705000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 030- Chitipa Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 65",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 3,705,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-031-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,031,Likoma Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Likoma Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,3837880,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 031- Likoma Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 66",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 3,837,880. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-032-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,032,Zomba Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Zomba Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,4530000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 032- Zomba Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 67",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 4,530,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-033-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,033,Machinga Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Machinga Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,10165000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 033- Machinga Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 68",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 10,165,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-034-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,034,Balaka Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Balaka Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,3620000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 034- Balaka Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 69",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 3,620,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-036-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,036,Kanengo Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Kanengo Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,3750000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 036- Kanengo Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 70",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 3,750,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-037-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,037,Police College,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Police College),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,13879680,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 037- Police College, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 71",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 13,879,680. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-038-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,038,Mponela Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Mponela Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,10040000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 038- Mponela Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 72",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 10,040,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-039-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,039,Nkhunga Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Nkhunga Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,4140000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 039- Nkhunga Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 73",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 4,140,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-044-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,044,Neno Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Neno Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,1100000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 044- Neno Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 76",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 1,100,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-045-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,045,Airport Police,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Airport Police),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,3860000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 045- Airport Police, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 77",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 3,860,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-046-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,046,Fiscal and Fraud Police,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Fiscal and Fraud Police),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,9524000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 046- Fiscal and Fraud Police, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 78",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 9,524,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-049-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,049,Ndirande Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Ndirande Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,6540000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 049- Ndirande Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 80",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 6,540,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-050-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,050,Lingadzi Police Satation,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Lingadzi Police Satation),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,3180000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 050- Lingadzi Police Satation, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 81",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 3,180,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
mwi-2026-341-051-020-1,MWI,national,,2026/2027,2026-04-01,2027-03-31,gregorian,original,,341,Vote 341 - Malawi Police Service,051,Kawale Police Station,020,Management and Support Services,1,Information and Communication Technology,,printed,printed,programme,Management and Support Services - Information and Communication Technology (Kawale Police Station),"Running costs of the ICT unit at this cost centre, booked under management and support services.",dpi.govtech,partial,"A ministry's own ICT unit printed as its own sub-programme: it runs the body's systems alongside desktop support and equipment, and the estimates do not separate them.",domestic-state,unstated,false,,MWK,full kwacha as printed; the Detailed Estimates tables carry no scale factor,,2680000,,,,,appropriated,appropriated,,,budget-document,budget-estimates,"Approved Estimates of Expenditure on Recurrent and Capital Budget for the Financial Year 2026/2027, Detailed Estimates Vol. 3 (Votes 320-560), Recurrent Details, Vote 341, cost centre 051- Kawale Police Station, programme 020-Management and Support Services, sub-programme 1-Information and Communication Technology, row Total, column 2026-27 Estimate, PDF p. 82",2026-06-01-mwi-approved-detailed-estimates-2026-27-vol-3-companion,2026-09-25,,"Cross-foot: the items printed under the line sum to its total, 2,680,000. Appropriated: the year's Approved Estimates volume; the Appropriation Act itself is not held. Funding source unstated: the recurrent estimates print no financing split. The publisher's copy of the volume matches OSINT's artefact by md5 (companion page and artefact index)."
