iso3,indicator_id,dataset,value,unit,year,release,nature
NAM,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,78.7,% of people 10+,2022,2026-06-30,estimate
NAM,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,79.2,% of people 10+,2023,2026-06-30,estimate
NAM,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,79.7,% of people 10+,2024,2026-06-30,estimate
NER,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,65.2,% of people 10+,2017,2026-06-30,survey
NER,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,41.9,% of people 10+,2018,2026-06-30,survey
NER,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,53.9,% of people 10+,2019,2026-06-30,estimate
NER,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,57.3,% of people 10+,2020,2026-06-30,estimate
NER,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,60.9,% of people 10+,2021,2026-06-30,estimate
NER,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,63.2,% of people 10+,2022,2026-06-30,survey
NER,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,63.1,% of people 10+,2023,2026-06-30,estimate
NER,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,63.9,% of people 10+,2024,2026-06-30,estimate
NGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,40.7,% of people 10+,2017,2026-06-30,survey
NGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,62.6,% of people 10+,2019,2026-06-30,estimate
NGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,67.3,% of people 10+,2020,2026-06-30,estimate
NGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,71.4,% of people 10+,2021,2026-06-30,estimate
NGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,69.3,% of people 10+,2022,2026-06-30,estimate
NGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,69.3,% of people 10+,2023,2026-06-30,estimate
NGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,69.5,% of people 10+,2024,2026-06-30,estimate
RWA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,36.7,% of people 10+,2017,2026-06-30,survey
RWA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,40.2,% of people 10+,2019,2026-06-30,estimate
RWA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,41.2,% of people 10+,2020,2026-06-30,survey
RWA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,48.8,% of people 10+,2021,2026-06-30,estimate
RWA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,47.6,% of people 10+,2022,2026-06-30,estimate
RWA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,49.4,% of people 10+,2023,2026-06-30,estimate
RWA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,51.5,% of people 10+,2024,2026-06-30,estimate
SDN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,62.8,% of people 10+,2016,2026-06-30,survey
SEN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,70.5,% of people 10+,2019,2026-06-30,estimate
SEN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,75.4,% of people 10+,2020,2026-06-30,estimate
SEN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,76.4,% of people 10+,2021,2026-06-30,estimate
SEN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,75.9,% of people 10+,2022,2026-06-30,estimate
SEN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,77.7,% of people 10+,2023,2026-06-30,estimate
SEN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,79.4,% of people 10+,2024,2026-06-30,estimate
SLE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,44.4,% of people 10+,2019,2026-06-30,estimate
SLE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,46.4,% of people 10+,2020,2026-06-30,estimate
SLE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,46.4,% of people 10+,2021,2026-06-30,estimate
SLE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,48.5,% of people 10+,2022,2026-06-30,estimate
SLE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,49.7,% of people 10+,2023,2026-06-30,estimate
SLE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,50.3,% of people 10+,2024,2026-06-30,estimate
SOM,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,49.8,% of people 10+,2021,2026-06-30,estimate
SOM,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,46.5,% of people 10+,2022,2026-06-30,estimate
SOM,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,47,% of people 10+,2023,2026-06-30,estimate
SOM,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,47.9,% of people 10+,2024,2026-06-30,estimate
STP,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,68.2,% of people 10+,2019,2026-06-30,estimate
STP,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,70.8,% of people 10+,2020,2026-06-30,estimate
STP,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,73.5,% of people 10+,2021,2026-06-30,estimate
STP,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,70.4,% of people 10+,2022,2026-06-30,estimate
STP,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,70.6,% of people 10+,2023,2026-06-30,estimate
STP,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,70.9,% of people 10+,2024,2026-06-30,estimate
SWZ,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,78.4,% of people 10+,2019,2026-06-30,estimate
SWZ,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,78.5,% of people 10+,2020,2026-06-30,estimate
SWZ,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,80.8,% of people 10+,2021,2026-06-30,estimate
SWZ,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,78.8,% of people 10+,2022,2026-06-30,estimate
SWZ,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,80.5,% of people 10+,2023,2026-06-30,estimate
SWZ,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,83.6,% of people 10+,2024,2026-06-30,estimate
SYC,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,92.5,% of people 10+,2019,2026-06-30,estimate
SYC,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,91.9,% of people 10+,2020,2026-06-30,estimate
SYC,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,93.3,% of people 10+,2021,2026-06-30,estimate
SYC,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,93.9,% of people 10+,2022,2026-06-30,estimate
SYC,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,94.3,% of people 10+,2023,2026-06-30,estimate
SYC,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,95,% of people 10+,2024,2026-06-30,estimate
TCD,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,37.6,% of people 10+,2021,2026-06-30,estimate
TCD,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,43.7,% of people 10+,2022,2026-06-30,estimate
TCD,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,44.1,% of people 10+,2023,2026-06-30,estimate
TCD,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,44.3,% of people 10+,2024,2026-06-30,estimate
TGO,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,43.9,% of people 10+,2017,2026-06-30,survey
TGO,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,49.5,% of people 10+,2019,2026-06-30,estimate
TGO,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,53.8,% of people 10+,2020,2026-06-30,estimate
TGO,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,56.4,% of people 10+,2021,2026-06-30,estimate
TGO,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,57.2,% of people 10+,2022,2026-06-30,estimate
TGO,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,58.2,% of people 10+,2023,2026-06-30,estimate
TGO,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,59.3,% of people 10+,2024,2026-06-30,estimate
TUN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,82.4,% of people 10+,2015,2026-06-30,survey
TUN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,83.5,% of people 10+,2016,2026-06-30,survey
TUN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,89.2,% of people 10+,2017,2026-06-30,survey
TUN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,88.3,% of people 10+,2018,2026-06-30,survey
TUN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,80,% of people 10+,2019,2026-06-30,survey
TUN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,90,% of people 10+,2020,2026-06-30,estimate
TUN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,95.6,% of people 10+,2021,2026-06-30,survey
TUN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,93.2,% of people 10+,2022,2026-06-30,estimate
TUN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,90.9,% of people 10+,2023,2026-06-30,survey
TUN,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,90.9,% of people 10+,2024,2026-06-30,estimate
TZA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,60.5,% of people 10+,2016,2026-06-30,survey
TZA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,72.4,% of people 10+,2019,2026-06-30,estimate
TZA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,74.2,% of people 10+,2020,2026-06-30,estimate
TZA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,78.2,% of people 10+,2021,2026-06-30,estimate
TZA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,82.5,% of people 10+,2022,2026-06-30,survey
TZA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,83.9,% of people 10+,2023,2026-06-30,estimate
TZA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,85.3,% of people 10+,2024,2026-06-30,estimate
UGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,60.8,% of people 10+,2019,2026-06-30,estimate
UGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,63.4,% of people 10+,2020,2026-06-30,estimate
UGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,65,% of people 10+,2021,2026-06-30,survey
UGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,65,% of people 10+,2022,2026-06-30,estimate
UGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,62,% of people 10+,2023,2026-06-30,estimate
UGA,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,43.3,% of people 10+,2024,2026-06-30,survey
ZAF,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,98.4,% of people 10+,2015,2026-06-30,survey
ZAF,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,53.7,% of people 10+,2016,2026-06-30,suspect
ZAF,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,59.6,% of people 10+,2017,2026-06-30,suspect
ZAF,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,79.6,% of people 10+,2018,2026-06-30,survey
ZAF,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,78.1,% of people 10+,2019,2026-06-30,survey
ZAF,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,83.4,% of people 10+,2020,2026-06-30,estimate
ZAF,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,88.9,% of people 10+,2021,2026-06-30,estimate
ZAF,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,86.6,% of people 10+,2022,2026-06-30,estimate
ZAF,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,88,% of people 10+,2023,2026-06-30,estimate
ZAF,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,87,% of people 10+,2024,2026-06-30,estimate
ZMB,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,44.6,% of people 10+,2018,2026-06-30,survey
ZMB,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,50.6,% of people 10+,2019,2026-06-30,estimate
ZMB,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,53.3,% of people 10+,2020,2026-06-30,estimate
ZMB,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,55.7,% of people 10+,2021,2026-06-30,estimate
ZMB,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,46.2,% of people 10+,2022,2026-06-30,estimate
ZMB,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,47,% of people 10+,2023,2026-06-30,estimate
ZMB,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,47.4,% of people 10+,2024,2026-06-30,estimate
ZWE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,70.1,% of people 10+,2019,2026-06-30,estimate
ZWE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,47,% of people 10+,2020,2026-06-30,survey
ZWE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,74.9,% of people 10+,2021,2026-06-30,estimate
ZWE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,77.9,% of people 10+,2022,2026-06-30,estimate
ZWE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,81,% of people 10+,2023,2026-06-30,estimate
ZWE,infra.connect--mobile-penetration,itu-sdg-5b1-mobile-ownership-10plus,81.6,% of people 10+,2024,2026-06-30,estimate
AGO,infra.energy--grid-reliability,enterprise-surveys-outages,4.7142,outages per month,2010,2026-09-24,survey
AGO,infra.energy--grid-reliability,enterprise-surveys-outages,2.3687,outages per month,2024,2026-09-24,survey
BDI,infra.energy--grid-reliability,enterprise-surveys-outages,14.1928,outages per month,2014,2026-09-24,survey
BDI,infra.energy--grid-reliability,enterprise-surveys-outages,5.6926,outages per month,2025,2026-09-24,survey
BEN,infra.energy--grid-reliability,enterprise-surveys-outages,26.8552,outages per month,2016,2026-09-24,survey
BEN,infra.energy--grid-reliability,enterprise-surveys-outages,8.0007,outages per month,2024,2026-09-24,survey
BFA,infra.energy--grid-reliability,enterprise-surveys-outages,7.8597,outages per month,2024,2026-09-24,survey
BWA,infra.energy--grid-reliability,enterprise-surveys-outages,4.3352,outages per month,2010,2026-09-24,survey
BWA,infra.energy--grid-reliability,enterprise-surveys-outages,2.3793,outages per month,2023,2026-09-24,survey
CAF,infra.energy--grid-reliability,enterprise-surveys-outages,25.9853,outages per month,2011,2026-09-24,survey
CAF,infra.energy--grid-reliability,enterprise-surveys-outages,32.5426,outages per month,2023,2026-09-24,survey
CIV,infra.energy--grid-reliability,enterprise-surveys-outages,3.3815,outages per month,2016,2026-09-24,survey
CIV,infra.energy--grid-reliability,enterprise-surveys-outages,3.6703,outages per month,2023,2026-09-24,survey
CMR,infra.energy--grid-reliability,enterprise-surveys-outages,7.7189,outages per month,2016,2026-09-24,survey
CMR,infra.energy--grid-reliability,enterprise-surveys-outages,10.6494,outages per month,2024,2026-09-24,survey
COD,infra.energy--grid-reliability,enterprise-surveys-outages,17.9827,outages per month,2010,2026-09-24,survey
COD,infra.energy--grid-reliability,enterprise-surveys-outages,12.2288,outages per month,2013,2026-09-24,survey
COD,infra.energy--grid-reliability,enterprise-surveys-outages,11.5495,outages per month,2024,2026-09-24,survey
COG,infra.energy--grid-reliability,enterprise-surveys-outages,8.6734,outages per month,2024,2026-09-24,survey
COM,infra.energy--grid-reliability,enterprise-surveys-outages,38.8435,outages per month,2025,2026-09-24,survey
CPV,infra.energy--grid-reliability,enterprise-surveys-outages,0.7485,outages per month,2024,2026-09-24,survey
DJI,infra.energy--grid-reliability,enterprise-surveys-outages,1.6751,outages per month,2013,2026-09-24,survey
DJI,infra.energy--grid-reliability,enterprise-surveys-outages,1.7091,outages per month,2025,2026-09-24,survey
EGY,infra.energy--grid-reliability,enterprise-surveys-outages,16.5457,outages per month,2013,2026-09-24,survey
EGY,infra.energy--grid-reliability,enterprise-surveys-outages,1.7199,outages per month,2016,2026-09-24,survey
EGY,infra.energy--grid-reliability,enterprise-surveys-outages,0.8161,outages per month,2020,2026-09-24,survey
EGY,infra.energy--grid-reliability,enterprise-surveys-outages,4.1649,outages per month,2025,2026-09-24,survey
ETH,infra.energy--grid-reliability,enterprise-surveys-outages,5.4759,outages per month,2011,2026-09-24,survey
ETH,infra.energy--grid-reliability,enterprise-surveys-outages,8.0475,outages per month,2015,2026-09-24,survey
ETH,infra.energy--grid-reliability,enterprise-surveys-outages,6.63,outages per month,2025,2026-09-24,survey
GAB,infra.energy--grid-reliability,enterprise-surveys-outages,10.0553,outages per month,2025,2026-09-24,survey
GHA,infra.energy--grid-reliability,enterprise-surveys-outages,8.414,outages per month,2013,2026-09-24,survey
GHA,infra.energy--grid-reliability,enterprise-surveys-outages,2.9302,outages per month,2023,2026-09-24,survey
GIN,infra.energy--grid-reliability,enterprise-surveys-outages,4.3727,outages per month,2016,2026-09-24,survey
GIN,infra.energy--grid-reliability,enterprise-surveys-outages,3.241,outages per month,2025,2026-09-24,survey
GMB,infra.energy--grid-reliability,enterprise-surveys-outages,20.7095,outages per month,2018,2026-09-24,survey
GMB,infra.energy--grid-reliability,enterprise-surveys-outages,7.4053,outages per month,2023,2026-09-24,survey
GNB,infra.energy--grid-reliability,enterprise-surveys-outages,2.5646,outages per month,2025,2026-09-24,survey
GNQ,infra.energy--grid-reliability,enterprise-surveys-outages,1.017,outages per month,2024,2026-09-24,survey
KEN,infra.energy--grid-reliability,enterprise-surveys-outages,6.2869,outages per month,2013,2026-09-24,survey
KEN,infra.energy--grid-reliability,enterprise-surveys-outages,3.7917,outages per month,2018,2026-09-24,survey
KEN,infra.energy--grid-reliability,enterprise-surveys-outages,2.7461,outages per month,2025,2026-09-24,survey
LBR,infra.energy--grid-reliability,enterprise-surveys-outages,3.7153,outages per month,2017,2026-09-24,survey
LBR,infra.energy--grid-reliability,enterprise-surveys-outages,6.0954,outages per month,2025,2026-09-24,survey
LSO,infra.energy--grid-reliability,enterprise-surveys-outages,2.0488,outages per month,2016,2026-09-24,survey
LSO,infra.energy--grid-reliability,enterprise-surveys-outages,1.9583,outages per month,2023,2026-09-24,survey
MAR,infra.energy--grid-reliability,enterprise-surveys-outages,0.5193,outages per month,2013,2026-09-24,survey
MAR,infra.energy--grid-reliability,enterprise-surveys-outages,0.2616,outages per month,2019,2026-09-24,survey
MAR,infra.energy--grid-reliability,enterprise-surveys-outages,0.2143,outages per month,2023,2026-09-24,survey
MDG,infra.energy--grid-reliability,enterprise-surveys-outages,6.5381,outages per month,2013,2026-09-24,survey
MDG,infra.energy--grid-reliability,enterprise-surveys-outages,6.5944,outages per month,2022,2026-09-24,survey
MLI,infra.energy--grid-reliability,enterprise-surveys-outages,2.8929,outages per month,2010,2026-09-24,survey
MLI,infra.energy--grid-reliability,enterprise-surveys-outages,2.8139,outages per month,2016,2026-09-24,survey
MLI,infra.energy--grid-reliability,enterprise-surveys-outages,26.4709,outages per month,2024,2026-09-24,survey
MOZ,infra.energy--grid-reliability,enterprise-surveys-outages,1.411,outages per month,2018,2026-09-24,survey
MOZ,infra.energy--grid-reliability,enterprise-surveys-outages,2.5257,outages per month,2025,2026-09-24,survey
MRT,infra.energy--grid-reliability,enterprise-surveys-outages,5.24,outages per month,2014,2026-09-24,survey
MRT,infra.energy--grid-reliability,enterprise-surveys-outages,4.1723,outages per month,2025,2026-09-24,survey
MUS,infra.energy--grid-reliability,enterprise-surveys-outages,1.0086,outages per month,2023,2026-09-24,survey
MWI,infra.energy--grid-reliability,enterprise-surveys-outages,6.3591,outages per month,2014,2026-09-24,survey
MWI,infra.energy--grid-reliability,enterprise-surveys-outages,9.6458,outages per month,2025,2026-09-24,survey
NAM,infra.energy--grid-reliability,enterprise-surveys-outages,0.5297,outages per month,2014,2026-09-24,survey
NAM,infra.energy--grid-reliability,enterprise-surveys-outages,1.3216,outages per month,2024,2026-09-24,survey
NER,infra.energy--grid-reliability,enterprise-surveys-outages,23.1452,outages per month,2017,2026-09-24,survey
NER,infra.energy--grid-reliability,enterprise-surveys-outages,6.0692,outages per month,2025,2026-09-24,survey
NGA,infra.energy--grid-reliability,enterprise-surveys-outages,38.4692,outages per month,2014,2026-09-24,survey
NGA,infra.energy--grid-reliability,enterprise-surveys-outages,11.122,outages per month,2025,2026-09-24,survey
RWA,infra.energy--grid-reliability,enterprise-surveys-outages,3.7295,outages per month,2011,2026-09-24,survey
RWA,infra.energy--grid-reliability,enterprise-surveys-outages,2.5695,outages per month,2019,2026-09-24,survey
RWA,infra.energy--grid-reliability,enterprise-surveys-outages,1.7864,outages per month,2023,2026-09-24,survey
SDN,infra.energy--grid-reliability,enterprise-surveys-outages,3.4186,outages per month,2014,2026-09-24,survey
SEN,infra.energy--grid-reliability,enterprise-surveys-outages,5.545,outages per month,2014,2026-09-24,survey
SEN,infra.energy--grid-reliability,enterprise-surveys-outages,1.8763,outages per month,2024,2026-09-24,survey
SLE,infra.energy--grid-reliability,enterprise-surveys-outages,9.2299,outages per month,2017,2026-09-24,survey
SLE,infra.energy--grid-reliability,enterprise-surveys-outages,4.1937,outages per month,2023,2026-09-24,survey
SOM,infra.energy--grid-reliability,enterprise-surveys-outages,1.4039,outages per month,2025,2026-09-24,survey
SSD,infra.energy--grid-reliability,enterprise-surveys-outages,0.726,outages per month,2014,2026-09-24,survey
SSD,infra.energy--grid-reliability,enterprise-surveys-outages,1.3619,outages per month,2024,2026-09-24,survey
STP,infra.energy--grid-reliability,enterprise-surveys-outages,6.0322,outages per month,2025,2026-09-24,survey
SWZ,infra.energy--grid-reliability,enterprise-surveys-outages,3.6783,outages per month,2016,2026-09-24,survey
SWZ,infra.energy--grid-reliability,enterprise-surveys-outages,1.251,outages per month,2024,2026-09-24,survey
SYC,infra.energy--grid-reliability,enterprise-surveys-outages,0.5136,outages per month,2023,2026-09-24,survey
TCD,infra.energy--grid-reliability,enterprise-surveys-outages,4.7728,outages per month,2018,2026-09-24,survey
TCD,infra.energy--grid-reliability,enterprise-surveys-outages,15.6756,outages per month,2023,2026-09-24,survey
TGO,infra.energy--grid-reliability,enterprise-surveys-outages,5.2287,outages per month,2016,2026-09-24,survey
TGO,infra.energy--grid-reliability,enterprise-surveys-outages,2.7367,outages per month,2023,2026-09-24,survey
TUN,infra.energy--grid-reliability,enterprise-surveys-outages,0.3743,outages per month,2013,2026-09-24,survey
TUN,infra.energy--grid-reliability,enterprise-surveys-outages,0.8925,outages per month,2020,2026-09-24,survey
TUN,infra.energy--grid-reliability,enterprise-surveys-outages,0.4015,outages per month,2024,2026-09-24,survey
TZA,infra.energy--grid-reliability,enterprise-surveys-outages,9.3565,outages per month,2013,2026-09-24,survey
TZA,infra.energy--grid-reliability,enterprise-surveys-outages,0.7398,outages per month,2023,2026-09-24,survey
UGA,infra.energy--grid-reliability,enterprise-surveys-outages,6.3679,outages per month,2013,2026-09-24,survey
UGA,infra.energy--grid-reliability,enterprise-surveys-outages,3.9352,outages per month,2025,2026-09-24,survey
ZAF,infra.energy--grid-reliability,enterprise-surveys-outages,7.6576,outages per month,2020,2026-09-24,survey
ZMB,infra.energy--grid-reliability,enterprise-surveys-outages,4.6216,outages per month,2013,2026-09-24,survey
ZMB,infra.energy--grid-reliability,enterprise-surveys-outages,12.7242,outages per month,2019,2026-09-24,survey
ZMB,infra.energy--grid-reliability,enterprise-surveys-outages,21.4238,outages per month,2025,2026-09-24,survey
ZWE,infra.energy--grid-reliability,enterprise-surveys-outages,6.788,outages per month,2011,2026-09-24,survey
ZWE,infra.energy--grid-reliability,enterprise-surveys-outages,4.5947,outages per month,2016,2026-09-24,survey
ZWE,infra.energy--grid-reliability,enterprise-surveys-outages,3.8752,outages per month,2025,2026-09-24,survey
AGO,infra.energy--rural-electrification,wdi-elc-accs-rural,3.8,% of rural population,2015,2026-07-13,survey
AGO,infra.energy--rural-electrification,wdi-elc-accs-rural,7.3,% of rural population,2018,2026-07-13,survey
AGO,infra.energy--rural-electrification,wdi-elc-accs-rural,1.3,% of rural population,2024,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,1,% of rural population,2013,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,1,% of rural population,2014,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,1.2,% of rural population,2015,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,1.5,% of rural population,2016,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,1.7,% of rural population,2017,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,2,% of rural population,2018,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,2,% of rural population,2019,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,0.9,% of rural population,2020,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,1.6,% of rural population,2021,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,1.7,% of rural population,2022,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,2.3,% of rural population,2023,2026-07-13,survey
BDI,infra.energy--rural-electrification,wdi-elc-accs-rural,3.6,% of rural population,2024,2026-07-13,survey
BEN,infra.energy--rural-electrification,wdi-elc-accs-rural,10.6,% of rural population,2010,2026-07-13,survey
BEN,infra.energy--rural-electrification,wdi-elc-accs-rural,13.6,% of rural population,2011,2026-07-13,survey
BEN,infra.energy--rural-electrification,wdi-elc-accs-rural,14.6,% of rural population,2012,2026-07-13,survey
BEN,infra.energy--rural-electrification,wdi-elc-accs-rural,13.4,% of rural population,2013,2026-07-13,survey
BEN,infra.energy--rural-electrification,wdi-elc-accs-rural,16.2,% of rural population,2014,2026-07-13,survey
